,year,artist,song,points
471,2017,David Guetta Featuring Nicki Minaj & Lil Wayne,Light My Body Up,4272
472,2017,The Chainsmokers,Break Up Every Night,4274
473,2017,R3HAB & Quintino,I Just Can't,4288
474,2017,Galantis,Hunter,4294
475,2017,Hardwell & Austin Mahone,Creatures Of The Night,4297
476,2017,Martin Garrix & Bebe Rexha,In The Name Of Love,4305
477,2017,Major Lazer Featuring Justin Bieber & MO,Cold Water,4308
478,2017,Krewella,Team,4317
479,2017,Whethan Featuring Flux Pavilion & MAX,Savage,4344
480,2017,The Chainsmokers Featuring Daya,Don't Let Me Down,4382
481,2017,R3HAB Featuring Verite,Trouble,4399
482,2017,Rudimental Featuring James Arthur,Sun Comes Up,4406
483,2017,ODESZA Featuring Leon Bridges,Across The Room,4412
484,2017,Alan Walker,The Spectre,4417
485,2017,CamelPhat & Elderbrook,Cola,4421
486,2017,Cheat Codes Featuring Fetty Wap & CVBZ,Feels Great,4443
487,2017,Selena Gomez X Marshmello,Wolves,4462
488,2017,KREAM Featuring Clara Mae,Taped Up Heart,4483
489,2017,The Chainsmokers Featuring Louane,It Won't Kill Ya,4490
490,2017,Grandtheft & Delaney Jane,Easy Go,4507
491,2017,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,4517
492,2017,The Chainsmokers,Bloodstream,4519
493,2017,Calvin Harris Featuring Travis Scott & A-Trak,Prayers Up,4550
494,2017,Lady Gaga,Bad Romance,4554
495,2017,Tiesto Featuring Stargate & Aloe Blacc,Carry You Home,4554
496,2017,Marshmello x Ookay Featuring Noah Cyrus,Chasing Colors,4560
497,2017,Mura Masa Featuring A$AP Rocky,Love$ick,4561
498,2017,Lady Gaga,Poker Face,4563
499,2017,Lost Kings Featuring Emily Warren,Phone Down,4575
500,2018,"Zedd, Maren Morris & Grey",The Middle,490
501,2018,Calvin Harris & Dua Lipa,One Kiss,1590
502,2018,The Chainsmokers & Coldplay,Something Just Like This,1829
503,2018,Marshmello Featuring Khalid,Silence,2102
504,2018,Loud Luxury Featuring Brando,Body,2164
505,2018,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,2289
506,2018,Selena Gomez X Marshmello,Wolves,2430
507,2018,Kygo Featuring Miguel,Remind Me To Forget,2461
508,2018,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,2570
509,2018,Clean Bandit Featuring Demi Lovato,Solo,2802
510,2018,Martin Garrix Featuring Khalid,Ocean,2923
511,2018,Jonas Blue Featuring Jack & Jack,Rise,2976
512,2018,Zedd & Elley Duhe,Happy Now,3235
513,2018,Cash Cash Featuring Abir,Finest Hour,3314
514,2018,"Tiesto, Gucci Mane & Sevenn",Boom,3327
515,2018,David Guetta & Sia,Flames,3341
516,2018,Dynoro & Gigi D'Agostino,In My Mind,3394
517,2018,Sean Paul + David Guetta Featuring Becky G,Mad Love,3427
518,2018,Marshmello & Bastille,Happier,3463
519,2018,David Guetta Featuring Anne-Marie,Don't Leave Me Alone,3486
520,2018,Alan Walker Featuring Au/Ra & Tomine Harket,Darkside,3506
521,2018,"David Guetta, Martin Garrix & Brooks",Like I Do,3524
522,2018,Louis The Child Featuring Wafia,Better Not,3528
523,2018,Kygo & Imagine Dragons,Born To Be Yours,3530
524,2018,The Chainsmokers & Drew Love,Somebody,3545
525,2018,Calvin Harris & Sam Smith,Promises,3557
526,2018,The Chainsmokers Featuring Emily Warren,Side Effects,3572
527,2018,"Cashmere Cat, Major Lazer & Tory Lanez",Miss You,3592
528,2018,Clean Bandit Featuring Julia Michaels,I Miss You,3607
529,2018,Gryffin With Elley Duhe,Tie Me Down,3620
530,2018,"Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo",Azukita,3638
531,2018,The Knocks Featuring Foster The People,Ride Or Die,3671
532,2018,Marshmello Featuring Leah Culver,Fly,3685
533,2018,Cheat Codes & Little Mix,Only You,3710
534,2018,The Chainsmokers,Everybody Hates Me,3723
535,2018,DJ Snake,Magenta Riddim,3736
536,2018,Sabrina Carpenter & Jonas Blue,Alien,3739
537,2018,Martin Garrix Featuring Bonn,High On Life,3749
538,2018,Silk City x Dua Lipa,Electricity,3773
539,2018,Years & Years,If You're Over Me,3776
540,2018,Martin Garrix & David Guetta Featuring Jamie Scott & Romy Dya,So Far Away,3779
541,2018,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,3788
542,2018,Jason Derulo X David Guetta Featuring Nicki Minaj & Willy William,Goodbye,3796
543,2018,RL Grime Featuring Daya,I Wanna Know,3814
544,2018,Jax Jones Featuring Ina Wroldsen,Breathe,3849
545,2018,Au/Ra & CamelPhat,Panic Room,3849
546,2018,Axwell & Ingrosso Featuring Trevor Guthrie,Dreamer,3856
547,2018,Cheat Codes Featuring Fetty Wap & CVBZ,Feels Great,3871
548,2018,MK,17,3884
549,2018,Netta,Toy,3930
550,2018,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,3931
551,2018,Kris Kross Amsterdam x The Boy Next Door Featuring Conor Maynard,Whenever,3947
552,2018,Cheat Codes Featuring Demi Lovato,No Promises,3953
553,2018,Sigala. & Paloma Faith,Lullaby,3958
554,2018,DVBBS X Blackbear,IDWK,3986
555,2018,Diplo Featuring MO,Get It Right,4008
556,2018,Alesso,Remedy,4029
557,2018,Shallou Featuring RIAH,Lie,4044
558,2018,FISHER,Losing It,4050
559,2018,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,4064
560,2018,Nick Jonas vs Robin Schulz,Right Now,4075
561,2018,ILLENIUM,Take You Down,4113
562,2018,"Alan Walker, Noah Cyrus & Digital Farm Animals",All Falls Down,4121
563,2018,R3HAB x Conor Maynard,Hold On Tight,4144
564,2018,"David Guetta, Bebe Rexha & J Balvin",Say My Name,4164
565,2018,Loud Luxury x Anders,Love No More,4199
566,2018,Lost Kings Featuring Norma Jean Martine,When We Were Young,4206
567,2018,Steve Aoki Featuring Lil Yachty & AJR,Pretender,4212
568,2018,Kygo Featuring OneRepublic,Stranger Things,4237
569,2018,David Guetta & Afrojack Featuring Charli XCX And French Montana,Dirty Sexy Money,4265
570,2018,Kygo Featuring Justin Jesso,Stargazing,4268
571,2018,Whethan & Dua Lipa,High,4273
572,2018,Chantel Jeffries Featuring Offset & Vory,Wait,4278
573,2018,"Sigala., Meghan Trainor, Ella Eyre & French Montana",Just Got Paid,4279
574,2018,Nicky Jam & Steve Aoki,Jaleo,4321
575,2018,Arlissa & Jonas Blue,Hearts Ain't Gonna Lie,4322
576,2018,ODESZA Featuring Sasha Sloan,Falls,4330
577,2018,DJ Snake Featuring Lauv,A Different Way,4342
578,2018,Marshmello,Blocks,4352
579,2018,Axwell & Ingrosso Featuring Romans,Dancing Alone,4355
580,2018,"Jonas Blue, Liam Payne & Lennon Stella",Polaroid,4378
581,2018,Bob Moses,Back Down,4419
582,2018,Alan Walker & Sophia Somajo,Diamond Heart,4427
583,2018,Louis The Child Featuring Caroline Ailin,Last To Leave,4428
584,2018,deadmau5 Featuring Rob Swire,Monophobia,4429
585,2018,Steve Aoki Featuring BTS,Waste It On Me,4435
586,2018,R3HAB & Mike Williams,Lullaby,4444
587,2018,Galantis & Throttle,Tell Me You Love Me,4472
588,2018,Zedd & Alessia Cara,Stay,4488
589,2018,Don Diablo Featuring A R I Z O N A,Take Her Place,4489
590,2018,ODESZA,Loyal,4495
591,2018,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,4495
592,2018,CLiQ Featuring Alika,Wavey,4523
593,2018,Lost Kings Featuring Sabrina Carpenter,First Love,4551
594,2018,Kygo Featuring Sandro Cavazza,Happy Now,4564
595,2018,Syn Cole Featuring MIO,Who You Are,4567
596,2018,Avicii Featuring Rita Ora,Lonely Together,4569
597,2018,Joe Bermudez Featuring Louise Carver,Crazy Enough,4586
598,2018,VASSY & Afrojack Featuring Oliver Rosa,Lost,4591
599,2018,Rudimental & Major Lazer Featuring Anne-Marie & Mr. Eazi,Let Me Live,4597
600,2019,Marshmello & Bastille,Happier,52
601,2019,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,984
602,2019,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,1189
603,2019,ILLENIUM & Jon Bellion,Good Things Fall Apart,2238
604,2019,Sam Feldt Featuring RANI,Post Malone,2551
605,2019,Marshmello Featuring CHVRCHES,Here With Me,2642
606,2019,The Chainsmokers & Bebe Rexha,Call You Mine,2771
607,2019,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,2808
608,2019,Kygo X Whitney Houston,Higher Love,2819
609,2019,Avicii Featuring Aloe Blacc,SOS,2869
610,2019,Martin Garrix Featuring Macklemore & Patrick Stump,Summer Days,2884
611,2019,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,2901
612,2019,"Alan Walker, Sabrina Carpenter & Farruko",On My Way,2949
613,2019,MEDUZA Featuring GOODBOYS,Piece Of Your Heart,3010
614,2019,HUGEL Featuring Amber Van Day,WTF,3078
615,2019,"Alan Walker, K-391 & Emelie Hollow",Lily,3086
616,2019,Dayvi & Victor Cardenas Featuring Kelly Ruiz,Baila Conmigo,3108
617,2019,The Chainsmokers & ILLENIUM Featuring Lennon Stella,Takeaway,3166
618,2019,Regard,Ride It.,3301
619,2019,Loud Luxury & Bryce Vine,I'm Not Alright,3340
620,2019,Gesaffelstein & The Weeknd,Lost In The Fire,3369
621,2019,The Chainsmokers Featuring Winona Oak,Hope,3375
622,2019,Calvin Harris & Rag'n'Bone Man,Giant,3399
623,2019,Gryffin And SLANDER Featuring Calle Lehmann,All You Need To Know,3411
624,2019,Zedd & Katy Perry,365,3523
625,2019,Noisestorm,Crab Rave,3552
626,2019,Kygo & Rita Ora,Carry On,3581
627,2019,NOTD & Felix Jaehn Featuring Georgia Ku & Captain Cuts,So Close,3583
628,2019,Avicii,Heaven,3586
629,2019,"Tiesto, Jonas Blue & Rita Ora",Ritual,3622
630,2019,Marshmello Featuring A Day To Remember,Rescue Me,3646
631,2019,Galantis Featuring OneRepublic,Bones,3689
632,2019,Kygo Featuring Valerie Broussard,Think About You,3702
633,2019,RL Grime Featuring 24hrs,UCLA,3702
634,2019,James Blake Featuring Metro Boomin & Travis Scott,Mile High,3709
635,2019,Kaskade & Meghan Trainor,With You,3716
636,2019,Jonas Blue Featuring Theresa Rex,What I Like About You,3753
637,2019,"Jax Jones, Martin Solveig & Madison Beer",All Day And Night,3755
638,2019,benny blanco & Calvin Harris,I Found You,3759
639,2019,R3HAB & A Touch Of Class,All Around The World (La La La),3783
640,2019,ILLENIUM &  X Ambassadors,In Your Arms,3790
641,2019,Gryffin And Carly Rae Jepsen,OMG,3799
642,2019,Todrick Hall,"Nails, Hair, Hips, Heels",3799
643,2019,Kygo & Chelsea Cutler,Not Ok,3821
644,2019,Major Lazer & J Balvin Featuring El Alfa,Que Calor,3871
645,2019,Martin Garrix Featuring Bonn,No Sleep,3922
646,2019,Jax Jones & Bebe Rexha,Harder,3930
647,2019,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros & Natti Natasha",Instagram,3972
648,2019,"Zedd, Maren Morris & Grey",The Middle,3994
649,2019,FISHER,You Little Beauty,3998
650,2019,Sigala. & Becky Hill,Wish You Well,4088
651,2019,Clean Bandit Featuring Ellie Goulding,Mama,4111
652,2019,Dillon Francis Featuring T-Pain & That Girl Lay Lay,Catchy Song,4127
653,2019,"David Guetta, Brooks & Loote",Better When You're Gone,4174
654,2019,Marshmello,Check This Out,4180
655,2019,Kygo Featuring Sandro Cavazza,Happy Now,4186
656,2019,David Guetta Featuring Raye,Stay (Don't Go Away),4193
657,2019,Tiesto & Mabel,God Is A Dancer,4198
658,2019,Loud Luxury Featuring Brando,Body,4229
659,2019,DVBBS Featuring BRIDGE,GOMF,4262
660,2019,"Skrillex, Boys Noize & Ty Dolla $ign",Midnight Hour,4278
661,2019,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),4287
662,2019,Lost Kings Featuring Wiz Khalifa & Social House,Don't Kill My High,4301
663,2019,The Chainsmokers,Beach House,4310
664,2019,Robin Schulz Featuring Erika Sirola,Speechless,4315
665,2019,Flume Featuring Vera Blue,Rushing Back,4325
666,2019,Silk City x Dua Lipa,Electricity,4331
667,2019,Clean Bandit Featuring Marina And The Diamonds & Luis Fonsi,Baby,4338
668,2019,Marshmello,Together,4352
669,2019,"K-391, Alan Walker & Martin Tungevaag Featuring Mangoo",Play,4366
670,2019,MEDUZA x Becky Hill x GOODBOYS,Lose Control,4371
671,2019,Gryffin With Zohara,Remember,4373
672,2019,Duke Dumont & Zak Abel,The Power,4381
673,2019,ARTY,Save Me Tonight,4389
674,2019,Steve Aoki Featuring BTS,Waste It On Me,4395
675,2019,GRiZ & Subtronics,GRiZtronics,4412
676,2019,Dimitri Vegas & Like Mike & Era Istrefi,Selfish,4414
677,2019,CamelPhat X Cristoph Featuring Jem Cooke,Breathe,4427
678,2019,David Guetta & Martin Solveig,Thing For You,4439
679,2019,Calvin Harris,I'm Not Alone 2019,4440
680,2019,ILLENIUM Featuring Bahari,Crashing,4452
681,2019,Martin Jensen & James Arthur,Nobody,4459
682,2019,Jennifer Lopez,Baila Conmigo,4476
683,2019,Oliver Heldens Featuring Shungudzo,Fire In My Soul,4504
684,2019,Hikaru Utada & Skrillex,Face My Fears,4505
685,2019,Gorgon City & Kaskade Featuring Romeo,Go Slow,4512
686,2019,RUFUS DU SOL,Treat You Better,4517
687,2019,Gorgon City + MK,There For You,4519
688,2019,Avicii Featuring Agnes & Vargas & Lagola,Tough Love,4529
689,2019,"K-391 Featuring Alan Walker, Julie Bergan & SeungRi",Ignite,4536
690,2019,Marshmello,Proud,4545
691,2019,Jonas Blue,I Wanna Dance,4553
692,2019,Gryffin Featuring Maia Wright,Body Back,4557
693,2019,Marshmello x Ookay Featuring Noah Cyrus,Chasing Colors,4562
694,2019,KLAAS & Londonbeat,I've Been Thinking About You,4563
695,2019,Galantis & Dolly Parton Featuring Mr. Probz,Faith,4566
696,2019,"Jonas Blue, Liam Payne & Lennon Stella",Polaroid,4570
697,2019,Riton X Oliver Heldens Featuring Vula,Turn Me On,4572
698,2019,Calvin Harris & Sam Smith,Promises,4576
699,2019,Endor,Pump It Up,4582
700,2020,Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),1137
701,2020,SAINt JHN,Roses (Imanbek Remix),1273
702,2020,Surf Mesa Featuring Emilee,ily,1309
703,2020,Topic & A7S,Breaking Me,1689
704,2020,Lady Gaga & Ariana Grande,Rain On Me,2217
705,2020,Regard,Ride It.,2283
706,2020,Kygo & OneRepublic,Lose Somebody,2322
707,2020,Lady Gaga,Stupid Love,2707
708,2020,Regard & RAYE,Secrets,2969
709,2020,Lady Gaga & BLACKPINK,Sour Candy,2980
710,2020,Lil XXEL,LMK,3012
711,2020,Joel Corry X MNEK,Head & Heart,3022
712,2020,Kygo X Whitney Houston,Higher Love,3043
713,2020,Marshmello & Bastille,Happier,3093
714,2020,Master KG Featuring Burna Boy & Nomcebo Zikode,Jerusalema,3150
715,2020,Sam Feldt Featuring RANI,Post Malone,3190
716,2020,Lady Gaga,911,3204
717,2020,Cannons,Fire For You,3226
718,2020,Zedd & Jasmine Thompson,Funny,3283
719,2020,Major Lazer Featuring Marcus Mumford,Lay Your Head On Me,3291
720,2020,Alesso & Liam Payne,Midnight,3343
721,2020,REZZ x Grabbitz,Someone Else,3442
722,2020,JVLA,Such A Whore,3443
723,2020,Kygo & Sasha Sloan,I'll Wait,3484
724,2020,Jason Derulo X Puri X Jhorrmountain Or X Adje,Cono,3586
725,2020,"Kygo, Zara Larsson & Tyga",Like It Is,3603
726,2020,Kygo Featuring Zak Abel,Freedom,3635
727,2020,Alan Walker & Ava Max,"Alone, Pt. II",3638
728,2020,Kygo x Tina Turner,What's Love Got To Do With It,3669
729,2020,"Paul Woolford, Diplo & Kareen Lomax",Looking For Me,3683
730,2020,The Chainsmokers With Kygo,Family,3687
731,2020,Robin Schulz Featuring Alida,In Your Eyes,3690
732,2020,Flume Featuring Toro y Moi,The Difference,3700
733,2020,Galantis & Dolly Parton Featuring Mr. Probz,Faith,3702
734,2020,Lady Gaga,Free Woman,3733
735,2020,Vicetone & Tony Igy,Astronomia,3737
736,2020,"Louis The Child, Quinn XCII & Chelsea Cutler",Little Things,3738
737,2020,Rasster,Sad,3746
738,2020,MEDUZA x Becky Hill x GOODBOYS,Lose Control,3758
739,2020,Clean Bandit & Mabel Featuring 24kGoldn,Tick Tock,3764
740,2020,Lady Gaga,Alice,3804
741,2020,ILLENIUM,Nightlight,3808
742,2020,Kygo & Kim Petras,Broken Glass,3819
743,2020,ILLENIUM & Jon Bellion,Good Things Fall Apart,3827
744,2020,Loud Luxury Featuring Morgan St. Jean,Aftertaste,3833
745,2020,Marshmello & Demi Lovato,OK Not To Be OK,3837
746,2020,Galantis x Ship Wrek x Pink Sweat$,Only A Fool,3841
747,2020,Kygo With Avicii & Sandro Cavazza,Forever Yours (Tribute),3853
748,2020,Diplo & SIDEPIECE,On My Mind,3856
749,2020,Gryffin Featuring Maia Wright,Body Back,3863
750,2020,Joel Corry,Lonely,3908
751,2020,Lady Gaga,Replay,3919
752,2020,Martin Garrix Featuring Clinton Kane,Drown,3921
753,2020,"DVBBS, blackbear & 24kGold",Tinted Eyes,3944
754,2020,Lady Gaga & Elton John,Sine From Above,3952
755,2020,Silva Hound Featuring Michael Kovach And Chi-Chi,Addict,4003
756,2020,Sofi Tukker,Purple Hat,4023
757,2020,Sigala. & James Arthur,Lasting Lover,4029
758,2020,twocolors,Lovefool,4037
759,2020,Topic X A7S Featuring Lil Baby,Why Do You Lie To Me,4107
760,2020,David Guetta & Sia,Let's Love,4128
761,2020,Major Lazer & J Balvin Featuring El Alfa,Que Calor,4136
762,2020,The Chainsmokers & ILLENIUM Featuring Lennon Stella,Takeaway,4141
763,2020,Sam Smith,I Feel Love,4176
764,2020,Tiesto,The Business,4187
765,2020,Gryffin & John Martin,Cry,4187
766,2020,Martin Garrix & Dean Lewis,Used To Love,4194
767,2020,Sofia Carson & R3HAB,I Luv U,4206
768,2020,Jax Jones & Ella Henderson,This Is Real,4273
769,2020,Lady Gaga,Fun Tonight,4275
770,2020,deadmau5 & The Neptunes,Pomegranate,4341
771,2020,Kygo x Donna Summer,Hot Stuff,4343
772,2020,Lady Gaga,Plastic Doll,4344
773,2020,Louis The Child With Drew Love,Free,4345
774,2020,Riton X Oliver Heldens Featuring Vula,Turn Me On,4362
775,2020,Lady Gaga,Enigma,4392
776,2020,MK x Sonny Fodera Featuring Raphaella,One Night,4408
777,2020,"Gryffin, Seven Lions & Noah Kahan",Need Your Love,4412
778,2020,Louis The Child & Foster The People,Every Color,4418
779,2020,Porter Robinson,Something Comforting,4424
780,2020,"ILLENIUM, Excision & I Prevail",Feel Something,4429
781,2020,Jennifer Lopez,Baila Conmigo,4431
782,2020,Martin Garrix Featuring John Martin,Higher Ground,4473
783,2020,Kygo & Zac Brown,Someday,4483
784,2020,Dennis Kruissen Featuring Andrew Langston,Falling In Love,4484
785,2020,Jax Jones & Au/Ra,I Miss U,4506
786,2020,Mr Eazi X Major Lazer Featuring Nicki Minaj & K4mo,Oh My Gawd,4509
787,2020,Grimes,Delete Forever,4511
788,2020,Porter Robinson,Get Your Wish,4511
789,2020,Matoma & Petey Featuring Wilder Woods,Keep It Simple,4512
790,2020,Krewella,Greenlights,4516
791,2020,Jackson Wang x Galantis,Pretty Please,4518
792,2020,Tiesto Featuring ILIRA,Lose You,4524
793,2020,BONNIE X CLYDE,Love Is Killing Me,4528
794,2020,Duke Dumont,Therapy,4533
795,2020,Lady Gaga,Babylon,4533
796,2020,"K-391, Alan Walker & Ahrix",End Of Time,4534
797,2020,Loud Luxury X CID,Nights Like This,4539
798,2020,Slushii,All I Need,4564
799,2020,Marshmello & Imanbek Featuring Usher,Too Much,4568
800,2021,Travis Scott & HVME,Goosebumps,671
801,2021,Tiesto,The Business,1387
802,2021,SAINt JHN,Roses (Imanbek Remix),1632
803,2021,Regard x Troye Sivan x Tate McRae,You,2515
804,2021,Joel Corry X MNEK,Head & Heart,2642
805,2021,Riton X Nightcrawlers Featuring Mufasa & Hypeman,Friday,2696
806,2021,Lady Gaga & Ariana Grande,Rain On Me,2746
807,2021,J Balvin & Skrillex,In Da Getto,2848
808,2021,Farruko,Pepas,2885
809,2021,Shouse,Love Tonight,2906
810,2021,Joel Corry X RAYE X David Guetta,Bed,2920
811,2021,"Galantis, David Guetta & Little Mix",Heartbreak Anthem,2924
812,2021,ATB x Topic x A7S,Your Love (9PM),2971
813,2021,Cheat Codes & AJ Mitchell,Hate You + Love You,3041
814,2021,MEDUZA & Dermot Kennedy,Paradise,3098
815,2021,Surf Mesa Featuring Emilee,ily,3390
816,2021,Imanbek & Goodboys,Goodbye,3466
817,2021,Elton John & Dua Lipa,Cold Heart (PNAU Remix),3467
818,2021,Calvin Harris Featuring Tom Grennan,By Your Side,3527
819,2021,DJ Snake,You Are My High,3528
820,2021,Tiesto & Karol G,Don't Be Shy,3539
821,2021,Lost Frequencies & Calum Scott,Where Are You Now,3550
822,2021,Galantis & JVKE,Dandelion,3559
823,2021,Clean Bandit Featuring iann dior,Higher,3569
824,2021,DJ Snake & Selena Gomez,Selfish Love,3613
825,2021,Steve Aoki & Kiiara Featuring Wiz Khalifa,Used To Be,3617
826,2021,Majestic X Boney M.,Rasputin,3619
827,2021,Becky Hill & David Guetta,Remember,3644
828,2021,Jhay Cortez & Skrillex,En Mi Cuarto,3654
829,2021,"ILLENIUM, Valerie Broussard & Nurko",Sideways,3661
830,2021,"Joel Corry, Jax Jones, Charli XCX & Saweetie",Out Out,3687
831,2021,Martin Garrix Featuring Tove Lo,Pressure,3710
832,2021,"Alesso, CORSAK & Stray Kids",Going Dumb,3726
833,2021,Swedish House Mafia Featuring Ty Dolla $ign & 070 Shake,Lifetime,3756
834,2021,"Alesso, Marshmello & James Bay",Chasing Stars,3774
835,2021,Studio Killers,Jenny (I Wanna Ruin Our Friendship),3777
836,2021,Alan Walker & Imanbek,Sweet Dreams,3784
837,2021,Ofenbach Featuring Lagique,Wasted Love,3785
838,2021,Sia X David Guetta,Floating Through Space,3791
839,2021,Sigala. x Rita Ora,You For Me,3795
840,2021,Pitbull Featuring Anthony Watts & DJWS,I Feel Good,3833
841,2021,Acraze Featuring Cherish,Do It To It,3842
842,2021,NOTD & Catello,Nobody,3858
843,2021,ILLENIUM & Tori Kelly,Blame Myself,3862
844,2021,Kygo Featuring Zoe Wees,Love Me Now,3864
845,2021,"ILLENIUM, Dabin & Lights",Hearts On Fire,3899
846,2021,"DJ Snake, Rick Ross & Rich Brian",Run It,3925
847,2021,Jonas Blue & LEON,Hear Me Say,3943
848,2021,Navos,Believe Me,3946
849,2021,Sigala. & James Arthur,Lasting Lover,3963
850,2021,David Guetta Featuring Kid Cudi,Memories 2021,3969
851,2021,Alesso & Armin van Buuren,Leave A Little Love,3979
852,2021,Sam Feldt Featuring Kesha,Stronger,3994
853,2021,Petey Martin Featuring Lauren Daigle,Come Back Home,4008
854,2021,Clean Bandit x Wes Nelson x Topic,Drive,4022
855,2021,Topic X Bebe Rexha,Chain My Heart,4027
856,2021,Cash Cash Featuring Wiz Khalifa & Lukas Graham,Too Late,4060
857,2021,David Guetta x MistaJam x John Newman,If You Really Love Me (How Will I Know),4060
858,2021,Gryffin & Audrey Mika,Safe With Me,4065
859,2021,Diplo + Sonny Fodera,Turn Back Time,4079
860,2021,Rita Ora x David Guetta x Imanbek Featuring Gunna,Big,4080
861,2021,The White Stripes,Seven Nation Army (The Glitch Mob Remix),4094
862,2021,Becky Hill Featuring Topic,My Heart Goes (La Di Da),4094
863,2021,The Knocks Featuring Foster The People,All About You,4116
864,2021,Martin Garrix Featuring Bono & The Edge,We Are The People,4118
865,2021,RUFUS DU SOL,Next To Me,4121
866,2021,Cheat Codes & Tinashe,Lean On Me,4125
867,2021,Porter Robinson,Look At The Sky,4126
868,2021,Hentai Xander,In Heat.,4133
869,2021,220 KID & LANY,Stupid Feelings,4150
870,2021,Silk City Featuring Ellie Goulding,New Love,4198
871,2021,RUFUS DU SOL,Alive,4201
872,2021,"Farruko, Victor Cardenas & DJ Adoni",El Incomprendido,4220
873,2021,Marshmello & Demi Lovato,OK Not To Be OK,4283
874,2021,Pet Shop Boys,Opportunities (Let's Make Lots Of Money),4314
875,2021,RUFUS DU SOL,On My Knees,4321
876,2021,Marshmello,Shockwave,4328
877,2021,Marshmello & Imanbek Featuring Usher,Too Much,4372
878,2021,Dom Dolla,Pump The Brakes,4375
879,2021,Sofi Tukker & John Summit,Sun Came Up,4380
880,2021,RAYE & Rudimental,Regardless,4432
881,2021,Whitney Houston X Clean Bandit,How Will I Know,4445
882,2021,Loud Luxury & Frank Walker Featuring Stephen Puth,Like Gold,4456
883,2021,Kawai Sprite,M.I.L.F,4459
884,2021,Swedish House Mafia & The Weeknd,Moth To A Flame,4469
885,2021,R3HAB X Sigala X JP Cooper,Runaway,4470
886,2021,"Skrillex, Noisia, josh pan & Dylan Brady",Supersonic (My Existence),4476
887,2021,Gorgon City + DRAMA,You've Done Enough,4482
888,2021,Diplo With Paul Woolford & Kareen Lomax,Promises,4492
889,2021,ILLENIUM,Nightlight,4493
890,2021,Zedd & Griff,Inside Out,4495
891,2021,Kawai Sprite,Ugh,4501
892,2021,John Summit,Deep End,4507
893,2021,Kygo Featuring X Ambassadors,Undeniable,4516
894,2021,Robin Schulz Featuring KIDDO,All We Got,4522
895,2021,twocolors,Lovefool,4524
896,2021,Mike Geno,Zavodila,4530
897,2021,Anne-Marie x KSI x Digital Farm Animals,Don't Play,4533
898,2021,"DJ Snake, Ozuna, Lisa & Megan Thee Stallion",SG,4536
899,2021,Jax Jones & Au/Ra,I Miss U,4543
900,2022,Elton John & Dua Lipa,Cold Heart (PNAU Remix),8
901,2022,Marshmello & Khalid,Numb,2574
902,2022,Beyonce,Break My Soul,2615
903,2022,Farruko,Pepas,2688
904,2022,Tiesto & Ava Max,The Motto,2711
905,2022,Acraze Featuring Cherish,Do It To It,2755
906,2022,Alesso / Katy Perry,When I'm Gone,2769
907,2022,Lost Frequencies & Calum Scott,Where Are You Now,2809
908,2022,"Farruko, Victor Cardenas & DJ Adoni",El Incomprendido,2819
909,2022,Drake,Massive,2865
910,2022,"Black Eyed Peas, Shakira + David Guetta",Don't You Worry,2900
911,2022,Farruko,Nazareno,3012
912,2022,Bizarrap & Quevedo,"Bzrp Music Sessions, Vol. 52",3053
913,2022,Kx5 Featuring Hayla,Escape,3087
914,2022,Dxrk,Rave,3154
915,2022,Bob Moses,Love Brand New,3160
916,2022,Kordhell,Murder In My Mind,3161
917,2022,Madonna vs. Sickick,Frozen,3189
918,2022,MUPP X Sadfriendd,Vendetta!,3193
919,2022,Diplo & Miguel,Don't Forget My Love,3263
920,2022,James Hype & Miggy Dela Rosa,Ferrari,3272
921,2022,Swedish House Mafia & The Weeknd,Moth To A Flame,3291
922,2022,Alesso & Zara Larsson,Words,3292
923,2022,Jax Jones Featuring MNEK,Where Did You Go?,3346
924,2022,Beyonce,Thique,3440
925,2022,Beyonce,Pure/Honey,3461
926,2022,Beyonce,Summer Renaissance,3492
927,2022,MoonDeity,Neon Blade,3494
928,2022,Kygo Featuring DNCE,Dancing Feet,3554
929,2022,David Guetta & Bebe Rexha,I'm Good (Blue),3562
930,2022,Elton John & Britney Spears,Hold Me Closer,3569
931,2022,Drake,Falling Back,3606
932,2022,MEDUZA x James Carter Featuring Elley Duhe & FAST BOY,Bad Memories,3611
933,2022,MEDUZA Featuring Hozier,Tell It To My Heart,3618
934,2022,ODESZA Featuring Bettye LaVette,The Last Goodbye,3631
