,year,artist,song,points
990,1968,Jeannie C. Riley,Harper Valley P.T.A.,4010
991,1968,Marty Robbins,I Walk Alone,4014
992,1968,Buck Owens,How Long Will My Baby Be Gone,4017
993,1968,Buck Owens,Sweet Rosie Jones,4025
994,1968,Buck Owens,Let The World Keep On A Turnin',4039
995,1968,Merle Haggard,Sing Me Back Home,4048
996,1968,Eddy Arnold,Then You Can Tell Me Goodbye,4052
997,1968,David Houston,Have A Little Faith,4054
998,1968,Connie Smith,Run Away Little Tears,4057
999,1968,Marty Robbins,Love Is In The Air,4058
1000,1968,Jack Greene,You Are My Treasure,4061
1001,1968,Sonny James,Born To Be With You,4067
1002,1968,Charley Pride,Let The Chips Fall,4068
1003,1968,Waylon Jennings & Anita Carter,I Got You,4069
1004,1968,Jim Reeves,When You Are Gone,4078
1005,1968,Leon Ashley,Flower Of Love,4086
1006,1968,Faron Young,She Went A Little Bit Farther,4086
1007,1968,Faron Young,I Just Came To Get My Baby,4090
1008,1968,Johnny Cash,Rosanna's Going Wild,4094
1009,1968,Del Reeves,Looking At The World Through A Windshield,4096
1010,1968,Porter Wagoner And Dolly Parton,Holding On To Nothin',4099
1011,1968,Ray Price,She Wears My Ring,4102
1012,1968,Hank Thompson,"On Tap, In The Can, Or In The Bottle",4104
1013,1968,Eddy Arnold,"Here Comes The Rain, Baby",4107
1014,1968,Ray Price,I've Been There Before,4114
1015,1968,George Jones,As Long As I Live,4123
1016,1968,Lynn Anderson,"Promises, Promises",4133
1017,1968,Ray Price,Take Me As I Am (Or Let Me Go),4137
1018,1968,Johnny Bush,Undo The Right,4139
1019,1968,Bobby Lewis,From Heaven To Heartache,4161
1020,1968,Tammy Wynette,Stand By Your Man,4165
1021,1968,David Houston,Where Love Used To Live,4166
1022,1968,Bonnie Guitar,I Believe In Love,4176
1023,1968,David Houston & Tammy Wynette,It's All Over,4190
1024,1968,Roger Miller,Little Green Apples,4191
1025,1968,Jerry Reed,Remembering,4194
1026,1968,Jack Reno,Repeat After Me,4199
1027,1968,George Jones,Say It's Not You,4200
1028,1968,Bonnie Guitar,Stop The Sun,4216
1029,1968,Connie Smith,Baby's Back Again,4217
1030,1968,Porter Wagoner And Dolly Parton,The Last Thing On My Mind,4220
1031,1968,Dolly Parton,Just Because I'm A Woman,4227
1032,1968,Dave Dudley,There Ain't No Easy Run,4229
1033,1968,Jim Reeves,That's When I See The Blues (In Your Pretty Brown Eyes),4236
1034,1968,Eddy Arnold,It's Over,4237
1035,1968,Porter Wagoner And Dolly Parton,We'll Get Ahead Someday,4249
1036,1968,Lynn Anderson,Big Girls Don't Cry,4249
1037,1968,Leon Ashley,Mental Journey,4250
1038,1968,Don Gibson,"It's A Long, Long Way To Georgia",4251
1039,1968,Porter Wagoner,Be Proud Of Your Man,4252
1040,1968,Mel Tillis,Something Special,4253
1041,1968,Lynn Anderson,No Another Time,4256
1042,1968,Buck Owens,I've Got You On My Mind Again,4267
1043,1968,Stonewall Jackson,Angry Words,4270
1044,1968,Loretta Lynn,Your Squaw Is On The Warpath,4279
1045,1968,Nat Stuckey,Plastic Saddle,4286
1046,1968,Leapy Lee,Little Arrows,4288
1047,1968,Jimmy Dean,A Thing Called Love,4303
1048,1968,Bobby Bare,A Little Bit Later On Down The Line,4304
1049,1968,Slim Whitman,Rainbows Are Back In Style,4308
1050,1968,Jerry Lee Lewis,She Still Comes Around (To Love What's Left Of Me),4311
1051,1968,Billy Walker,Sundown Mary,4311
1052,1968,Kenny Price,My Goal For Today,4316
1053,1968,Hank Thompson,Smoky The Bar,4317
1054,1968,Hank Snow,The Late And Great Love (Of My Heart),4317
1055,1968,Charlie Louvin,Will You Visit Me On Sundays?,4318
1056,1968,Bob Luman,Ain't Got Time To Be Unhappy,4327
1057,1968,Eddy Arnold,Here Comes Heaven,4327
1058,1968,Wynn Stewart,Something Pretty,4331
1059,1968,Archie,The Dark End Of The Street,4333
1060,1968,Bill Anderson,For Loving You,4345
1061,1969,Bill Anderson,My Life (Throw It Away If I Want To),3714
1062,1969,George Jones,I'll Share My World With You,3757
1063,1969,Jack Greene,Statue Of A Fool,3777
1064,1969,Merle Haggard,Hungry Eyes,3797
1065,1969,Bobby Bare,(Margie's At) The Lincoln Park Inn,3806
1066,1969,Conway Twitty,I Love You More Today,3824
1067,1969,Sonny James,Only The Lonely,3841
1068,1969,Charley Pride,All I Have To Offer You (Is Me),3842
1069,1969,David Houston,My Woman's Good To Me,3851
1070,1969,Tammy Wynette,The Ways To Love A Man,3859
1071,1969,Dottie West,Rings Of Gold,3867
1072,1969,Johnny Cash,Daddy Sang Bass,3893
1073,1969,Freddy Weller,Games People Play,3900
1074,1969,Charley Pride,Kaw-Liga,3912
1075,1969,Conway Twitty,"Darling, You Know I Wouldn't Lie",3913
1076,1969,Sonny James,"Since I Met You, Baby",3940
1077,1969,Faron Young,Wine Me Up,3942
1078,1969,Loretta Lynn,Woman Of The World (Leave My World Alone),3947
1079,1969,Jerry Lee Lewis,One Has My Name (The Other Has My Heart),3948
1080,1969,Buck Owens,Who's Gonna Mow Your Grass,3953
1081,1969,Del Reeves,Good Time Charlie's,3957
1082,1969,Loretta Lynn,To Make A Man (Feel Like A Man),3960
1083,1969,Buck Owens,Johnny B. Goode,3966
1084,1969,David Houston,"I\'m Down To My Last ""I Love You""",3974
1085,1969,Sonny James,Running Bear,3985
1086,1969,Buck Owens,Tall Dark Stranger,3994
1087,1969,Merle Haggard,Workin' Man Blues,4000
1088,1969,Bill Anderson,But You Know I Love You,4000
1089,1969,Johnny Cash,A Boy Named Sue,4016
1090,1969,Lynn Anderson,That's A No No,4022
1091,1969,Tammy Wynette,Singing My Song,4025
1092,1969,Porter Wagoner,Big Wind,4044
1093,1969,Mel Tillis,These Lonely Hands Of Mine,4045
1094,1969,Conway Twitty,To See My Angel Cry,4048
1095,1969,Glen Campbell,Galveston,4050
1096,1969,Freddy Weller,These Are Not My People,4056
1097,1969,Merle Haggard And The Strangers,Okie From Muskogee,4058
1098,1969,Warner Mack,Leave My Dream Alone,4067
1099,1969,"Doug Kershaw With Hank Williams, Jr.",Cajun Baby,4076
1100,1969,Del Reeves,Be Glad,4087
1101,1969,Roy Drusky,Where The Blue And Lonely Go,4091
1102,1969,George Jones,If Not For You,4095
1103,1969,Roy Clark,"Yesterday, When I Was Young",4095
1104,1969,Hank Williams Jr.,I'd Rather Be Gone,4101
1105,1969,Jack Greene,Until My Dreams Come True,4105
1106,1969,Johnny Bush,You Gave Me A Mountain,4115
1107,1969,Jerry Lee Lewis,To Make Love Sweeter For You,4117
1108,1969,Tom T. Hall,Homecoming,4118
1109,1969,Mel Tillis,Who's Julie,4120
1110,1969,Johnny A.,Just Hold My Hand,4126
1111,1969,Marty Robbins,It's A Sin,4129
1112,1969,Mel Tillis,Old Faithful,4133
1113,1969,Dolly Parton,Yours Love,4135
1114,1969,Henson Cargill,None Of My Business,4140
1115,1969,Claude King,All For The Love Of A Girl,4143
1116,1969,Roger Miller,Me And Bobby McGee,4144
1117,1969,Marty Robbins,I Can't Say Goodbye,4164
1118,1969,Jerry Lee Lewis,She Even Woke Me Up To Say Goodbye,4166
1119,1969,Hank Snow,The Name Of The Game Was Love,4166
1120,1969,Tompall & The Glaser Brothers,California Girl (And The Tennessee Square),4168
1121,1969,Jim Reeves,When Two Worlds Collide,4171
1122,1969,Ray Price,Sweetheart Of The Year,4184
1123,1969,Billie Jo Spears,"Mr. Walker, It's All Over",4190
1124,1969,Dave Dudley,One More Mile,4193
1125,1969,Jack Greene,Back In The Arms Of Love,4201
1126,1969,Porter Wagoner,The Carroll County Accident,4202
1127,1969,Connie Smith,Ribbon Of Darkness,4203
1128,1969,Jeannie C. Riley,There Never Was A Time,4205
1129,1969,Warner Mack,I'll Still Be Missing You,4214
1130,1969,John Wesley Ryles,Kay,4230
1131,1969,Ferlin Husky,That's Why I Love You So Much,4265
1132,1969,Glen Campbell,Try A Little Kindness,4274
1133,1969,Glen Campbell & Bobbie Gentry,Let It Be Me,4288
1134,1969,Dave Dudley,George (And The North Woods),4298
1135,1969,Johnny Darrell,Why You Been Gone So Long,4302
1136,1969,Glen Campbell,True Grit,4305
1137,1969,Jerry Lee Lewis,Invitation To Your Party,4309
1138,1969,Jerry Reed,Are You From Dixie (Cause I'm From Dixie Too),4314
1139,1969,George Jones,When The Grass Grows Over Me,4315
1140,1969,Eddy Arnold,Please Don't Go,4324
1141,1969,"Luke The Drifter, Jr",Custody,4332
1142,1969,Nat Stuckey,Cut Across Shorty,4336
1143,1969,Porter Wagoner And Dolly Parton,Just Someone I Used To Know,4341
1144,1969,Carl Perkins,Restless,4346
1145,1969,The Compton Brothers,Haunted House,4347
1146,1969,Warner Mack,Don't Wake Me I'm Dreaming,4367
1147,1969,Lynn Anderson,Our House Is Not A Home (If It's Never Been Loved In),4367
1148,1969,Ray Price,Raining In My Heart,4373
1149,1969,Bill Phillips,Little Boy Sad,4374
1150,1969,Billy Walker,Smoky Places,4378
1151,1969,Carl Smith,I Love You Because,4380
1152,1969,Webb Pierce,This Thing,4382
1153,1969,Jeannie C. Riley,The Girl Most Likely,4383
1154,1969,Tom T. Hall,Ballad Of Forty Dollars,4386
1155,1969,Jay Lee Webb,She's Lookin' Better By The Minute,4391
1156,1969,Billy Walker,From The Bottle To The Bottom,4395
1157,1969,Roy Drusky,Such A Fool,4396
