,date,rank,artist,song,year
23,2017-03-11,24,The Weeknd & Ariana Grande,Die For You,2017
24,2017-03-11,25,The Weeknd,Six Feet Under,2017
0,2017-03-18,1,Bruno Mars,That's What I Like,2017
1,2017-03-18,2,Rihanna,Love On The Brain,2017
2,2017-03-18,3,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
3,2017-03-18,4,Bruno Mars,24K Magic,2017
4,2017-03-18,5,The Weeknd Featuring Daft Punk,Starboy,2017
5,2017-03-18,6,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
6,2017-03-18,7,Future Featuring Rihanna,Selfish,2017
7,2017-03-18,8,Chris Brown Featuring Usher & Gucci Mane,Party,2017
8,2017-03-18,9,Khalid,Location,2017
9,2017-03-18,10,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
10,2017-03-18,11,The Weeknd,Party Monster,2017
11,2017-03-18,12,Childish Gambino,Redbone,2017
12,2017-03-18,13,Russ,Losin Control,2017
13,2017-03-18,14,PARTYNEXTDOOR,Not Nice,2017
14,2017-03-18,15,The Weeknd,Reminder,2017
15,2017-03-18,16,Kehlani,Distraction,2017
16,2017-03-18,17,Leon Bridges,River,2017
17,2017-03-18,18,Bruno Mars,Versace On The Floor,2017
18,2017-03-18,19,Rihanna,Desperado,2017
19,2017-03-18,20,Bruno Mars,Chunky,2017
20,2017-03-18,21,Beyonce,All Night,2017
21,2017-03-18,22,Keyshia Cole Featuring Remy Ma & French Montana,You,2017
22,2017-03-18,23,Kehlani,Gangsta,2017
23,2017-03-18,24,Solange,Cranes In The Sky,2017
24,2017-03-18,25,Trey Songz,Nobody Else But You,2017
0,2017-03-25,1,Bruno Mars,That's What I Like,2017
1,2017-03-25,2,Rihanna,Love On The Brain,2017
2,2017-03-25,3,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
3,2017-03-25,4,Bruno Mars,24K Magic,2017
4,2017-03-25,5,The Weeknd Featuring Daft Punk,Starboy,2017
5,2017-03-25,6,Khalid,Location,2017
6,2017-03-25,7,Chris Brown Featuring Usher & Gucci Mane,Party,2017
7,2017-03-25,8,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
8,2017-03-25,9,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
9,2017-03-25,10,Future Featuring Rihanna,Selfish,2017
10,2017-03-25,11,Childish Gambino,Redbone,2017
11,2017-03-25,12,The Weeknd,Party Monster,2017
12,2017-03-25,13,Russ,Losin Control,2017
13,2017-03-25,14,PARTYNEXTDOOR,Not Nice,2017
14,2017-03-25,15,The Weeknd,Reminder,2017
15,2017-03-25,16,Kehlani,Distraction,2017
16,2017-03-25,17,Bruno Mars,Versace On The Floor,2017
17,2017-03-25,18,Khalid,Saved,2017
18,2017-03-25,19,Keyshia Cole Featuring Remy Ma & French Montana,You,2017
19,2017-03-25,20,Bruno Mars,Chunky,2017
20,2017-03-25,21,Beyonce,All Night,2017
21,2017-03-25,22,Khalid,American Teen,2017
22,2017-03-25,23,Solange,Cranes In The Sky,2017
23,2017-03-25,24,Leon Bridges,River,2017
24,2017-03-25,25,Jeremih Featuring Chris Brown & Big Sean,I Think Of You,2017
0,2017-04-01,1,Bruno Mars,That's What I Like,2017
1,2017-04-01,2,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
2,2017-04-01,3,Rihanna,Love On The Brain,2017
3,2017-04-01,4,Bruno Mars,24K Magic,2017
4,2017-04-01,5,The Weeknd Featuring Daft Punk,Starboy,2017
5,2017-04-01,6,Khalid,Location,2017
6,2017-04-01,7,Chris Brown Featuring Usher & Gucci Mane,Party,2017
7,2017-04-01,8,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
8,2017-04-01,9,Childish Gambino,Redbone,2017
9,2017-04-01,10,Future Featuring Rihanna,Selfish,2017
10,2017-04-01,11,Nicki Minaj,Regret In Your Tears,2017
11,2017-04-01,12,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
12,2017-04-01,13,Frank Ocean,Chanel,2017
13,2017-04-01,14,The Weeknd,Party Monster,2017
14,2017-04-01,15,Russ,Losin Control,2017
15,2017-04-01,16,PARTYNEXTDOOR,Not Nice,2017
16,2017-04-01,17,Kehlani,Distraction,2017
17,2017-04-01,18,The Weeknd,Reminder,2017
18,2017-04-01,19,Bruno Mars,Versace On The Floor,2017
19,2017-04-01,20,Khalid,Saved,2017
20,2017-04-01,21,Trey Songz,She Lovin It,2017
21,2017-04-01,22,Bruno Mars,Chunky,2017
22,2017-04-01,23,Kevin Ross,Long Song Away,2017
23,2017-04-01,24,Solange,Cranes In The Sky,2017
24,2017-04-01,25,blackbear,idfc,2017
0,2017-04-22,1,Bruno Mars,That's What I Like,2017
1,2017-04-22,2,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
2,2017-04-22,3,Rihanna,Love On The Brain,2017
3,2017-04-22,4,Drake,Passionfruit,2017
4,2017-04-22,5,Khalid,Location,2017
5,2017-04-22,6,Bruno Mars,24K Magic,2017
6,2017-04-22,7,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
7,2017-04-22,8,Chris Brown Featuring Usher & Gucci Mane,Party,2017
8,2017-04-22,9,Childish Gambino,Redbone,2017
9,2017-04-22,10,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
10,2017-04-22,11,Future Featuring Rihanna,Selfish,2017
11,2017-04-22,12,Drake,Blem,2017
12,2017-04-22,13,Russ,Losin Control,2017
13,2017-04-22,14,Drake,Teenage Fever,2017
14,2017-04-22,15,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
15,2017-04-22,16,The Weeknd,Party Monster,2017
16,2017-04-22,17,Drake,Madiba Riddim,2017
17,2017-04-22,18,Chris Brown,Privacy,2017
18,2017-04-22,19,Drake Featuring Sampha,4422,2017
19,2017-04-22,20,Kehlani,Distraction,2017
20,2017-04-22,21,Drake,Nothings Into Somethings,2017
21,2017-04-22,22,The Weeknd,Reminder,2017
22,2017-04-22,23,Drake Featuring PARTYNEXTDOOR,Since Way Back,2017
23,2017-04-22,24,Trey Songz,Nobody Else But You,2017
24,2017-04-22,25,PARTYNEXTDOOR,Not Nice,2017
0,2017-04-15,1,Bruno Mars,That's What I Like,2017
1,2017-04-15,2,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
2,2017-04-15,3,Drake,Passionfruit,2017
3,2017-04-15,4,Rihanna,Love On The Brain,2017
4,2017-04-15,5,Khalid,Location,2017
5,2017-04-15,6,Bruno Mars,24K Magic,2017
6,2017-04-15,7,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
7,2017-04-15,8,Chris Brown Featuring Usher & Gucci Mane,Party,2017
8,2017-04-15,9,Drake,Blem,2017
9,2017-04-15,10,Drake,Teenage Fever,2017
10,2017-04-15,11,Childish Gambino,Redbone,2017
11,2017-04-15,12,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
12,2017-04-15,13,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
13,2017-04-15,14,Future Featuring Rihanna,Selfish,2017
14,2017-04-15,15,Russ,Losin Control,2017
15,2017-04-15,16,Drake Featuring Sampha,4422,2017
16,2017-04-15,17,Drake,Madiba Riddim,2017
17,2017-04-15,18,The Weeknd,Party Monster,2017
18,2017-04-15,19,Drake,Nothings Into Somethings,2017
19,2017-04-15,20,Drake Featuring PARTYNEXTDOOR,Since Way Back,2017
20,2017-04-15,21,Kehlani,Distraction,2017
21,2017-04-15,22,Trey Songz,Nobody Else But You,2017
22,2017-04-15,23,Chris Brown,Privacy,2017
23,2017-04-15,24,The Weeknd,Reminder,2017
24,2017-04-15,25,PARTYNEXTDOOR,Not Nice,2017
0,2017-04-08,1,Bruno Mars,That's What I Like,2017
1,2017-04-08,2,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
2,2017-04-08,3,Drake,Passionfruit,2017
3,2017-04-08,4,Rihanna,Love On The Brain,2017
4,2017-04-08,5,Bruno Mars,24K Magic,2017
5,2017-04-08,6,Khalid,Location,2017
6,2017-04-08,7,Drake,Teenage Fever,2017
7,2017-04-08,8,Drake,Blem,2017
8,2017-04-08,9,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
9,2017-04-08,10,Drake Featuring Sampha,4422,2017
10,2017-04-08,11,Drake,Madiba Riddim,2017
11,2017-04-08,12,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
12,2017-04-08,13,Chris Brown Featuring Usher & Gucci Mane,Party,2017
13,2017-04-08,14,Drake,Nothings Into Somethings,2017
14,2017-04-08,15,Drake Featuring PARTYNEXTDOOR,Since Way Back,2017
15,2017-04-08,16,Childish Gambino,Redbone,2017
16,2017-04-08,17,Future Featuring Rihanna,Selfish,2017
17,2017-04-08,18,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
18,2017-04-08,19,Russ,Losin Control,2017
19,2017-04-08,20,The Weeknd,Party Monster,2017
20,2017-04-08,21,Frank Ocean,Chanel,2017
21,2017-04-08,22,Kehlani,Distraction,2017
22,2017-04-08,23,PARTYNEXTDOOR,Not Nice,2017
23,2017-04-08,24,The Weeknd,Reminder,2017
24,2017-04-08,25,Nicki Minaj,Regret In Your Tears,2017
0,2017-04-29,1,Bruno Mars,That's What I Like,2017
1,2017-04-29,2,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
2,2017-04-29,3,Khalid,Location,2017
3,2017-04-29,4,Drake,Passionfruit,2017
4,2017-04-29,5,Bruno Mars,24K Magic,2017
5,2017-04-29,6,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
6,2017-04-29,7,Childish Gambino,Redbone,2017
7,2017-04-29,8,Chris Brown Featuring Usher & Gucci Mane,Party,2017
8,2017-04-29,9,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
9,2017-04-29,10,Russ,Losin Control,2017
10,2017-04-29,11,Future Featuring Rihanna,Selfish,2017
11,2017-04-29,12,Drake,Blem,2017
12,2017-04-29,13,Drake,Teenage Fever,2017
13,2017-04-29,14,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
14,2017-04-29,15,Beyonce,Die With You (4-4-17),2017
15,2017-04-29,16,Chris Brown,Privacy,2017
16,2017-04-29,17,Kehlani,Distraction,2017
17,2017-04-29,18,"Frank Ocean Featuring JAY Z & Tyler, The Creator",Biking,2017
18,2017-04-29,19,Drake,Madiba Riddim,2017
19,2017-04-29,20,Drake Featuring Sampha,4422,2017
20,2017-04-29,21,The Weeknd,Reminder,2017
21,2017-04-29,22,blackbear,Do Re Mi,2017
22,2017-04-29,23,Drake,Nothings Into Somethings,2017
23,2017-04-29,24,Trey Songz,Nobody Else But You,2017
24,2017-04-29,25,Khalid,Saved,2017
0,2017-05-06,1,Bruno Mars,That's What I Like,2017
1,2017-05-06,2,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
2,2017-05-06,3,Khalid,Location,2017
3,2017-05-06,4,Drake,Passionfruit,2017
4,2017-05-06,5,Bruno Mars,24K Magic,2017
5,2017-05-06,6,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
6,2017-05-06,7,Childish Gambino,Redbone,2017
7,2017-05-06,8,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
8,2017-05-06,9,Chris Brown Featuring Usher & Gucci Mane,Party,2017
9,2017-05-06,10,Russ,Losin Control,2017
10,2017-05-06,11,Future Featuring Rihanna,Selfish,2017
11,2017-05-06,12,Chris Brown,Privacy,2017
12,2017-05-06,13,Drake,Blem,2017
13,2017-05-06,14,Drake,Teenage Fever,2017
14,2017-05-06,15,blackbear,Do Re Mi,2017
15,2017-05-06,16,Kehlani,Distraction,2017
16,2017-05-06,17,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
17,2017-05-06,18,The Weeknd,Reminder,2017
18,2017-05-06,19,Trey Songz,Nobody Else But You,2017
19,2017-05-06,20,Drake,Madiba Riddim,2017
20,2017-05-06,21,Khalid,Saved,2017
21,2017-05-06,22,Drake Featuring Sampha,4422,2017
22,2017-05-06,23,blackbear,idfc,2017
23,2017-05-06,24,"Frank Ocean Featuring JAY Z & Tyler, The Creator",Biking,2017
24,2017-05-06,25,Khalid,Young Dumb & Broke,2017
0,2017-05-13,1,Bruno Mars,That's What I Like,2017
1,2017-05-13,2,Khalid,Location,2017
2,2017-05-13,3,Drake,Passionfruit,2017
3,2017-05-13,4,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
4,2017-05-13,5,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
5,2017-05-13,6,Bruno Mars,24K Magic,2017
6,2017-05-13,7,Childish Gambino,Redbone,2017
7,2017-05-13,8,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
8,2017-05-13,9,G-Eazy & Kehlani,Good Life,2017
9,2017-05-13,10,Chris Brown Featuring Usher & Gucci Mane,Party,2017
10,2017-05-13,11,Russ,Losin Control,2017
11,2017-05-13,12,blackbear,Do Re Mi,2017
12,2017-05-13,13,Future Featuring Rihanna,Selfish,2017
13,2017-05-13,14,Chris Brown,Privacy,2017
14,2017-05-13,15,Drake,Teenage Fever,2017
15,2017-05-13,16,Drake,Blem,2017
16,2017-05-13,17,Trey Songz,Nobody Else But You,2017
17,2017-05-13,18,Frank Ocean,Lens,2017
18,2017-05-13,19,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
19,2017-05-13,20,The Weeknd,Reminder,2017
20,2017-05-13,21,Kehlani,Distraction,2017
21,2017-05-13,22,Khalid,Saved,2017
22,2017-05-13,23,blackbear,idfc,2017
23,2017-05-13,24,Jeremih Featuring Chris Brown & Big Sean,I Think Of You,2017
24,2017-05-13,25,Mary J. Blige,U + Me (Love Lesson),2017
0,2017-05-27,1,Bruno Mars,That's What I Like,2017
1,2017-05-27,2,Khalid,Location,2017
2,2017-05-27,3,Drake,Passionfruit,2017
3,2017-05-27,4,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
4,2017-05-27,5,Bruno Mars,24K Magic,2017
5,2017-05-27,6,Childish Gambino,Redbone,2017
6,2017-05-27,7,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
7,2017-05-27,8,Russ,Losin Control,2017
8,2017-05-27,9,G-Eazy & Kehlani,Good Life,2017
9,2017-05-27,10,Chris Brown,Privacy,2017
10,2017-05-27,11,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
11,2017-05-27,12,blackbear,Do Re Mi,2017
12,2017-05-27,13,Future Featuring Rihanna,Selfish,2017
13,2017-05-27,14,Trey Songz,Nobody Else But You,2017
14,2017-05-27,15,Drake,Teenage Fever,2017
15,2017-05-27,16,Drake,Blem,2017
16,2017-05-27,17,The Weeknd,Reminder,2017
17,2017-05-27,18,Mary J. Blige,U + Me (Love Lesson),2017
18,2017-05-27,19,Russ,Cherry Hill,2017
19,2017-05-27,20,Jeremih Featuring Chris Brown & Big Sean,I Think Of You,2017
20,2017-05-27,21,Khalid,Saved,2017
21,2017-05-27,22,blackbear,idfc,2017
22,2017-05-27,23,Khalid,Young Dumb & Broke,2017
23,2017-05-27,24,Charlie Wilson Featuring T.I.,I'm Blessed,2017
24,2017-05-27,25,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
0,2017-05-20,1,Bruno Mars,That's What I Like,2017
1,2017-05-20,2,Khalid,Location,2017
2,2017-05-20,3,Drake,Passionfruit,2017
3,2017-05-20,4,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
4,2017-05-20,5,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
5,2017-05-20,6,Bruno Mars,24K Magic,2017
6,2017-05-20,7,Childish Gambino,Redbone,2017
7,2017-05-20,8,G-Eazy & Kehlani,Good Life,2017
8,2017-05-20,9,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
9,2017-05-20,10,Russ,Losin Control,2017
10,2017-05-20,11,Chris Brown Featuring Usher & Gucci Mane,Party,2017
11,2017-05-20,12,Chris Brown,Privacy,2017
12,2017-05-20,13,blackbear,Do Re Mi,2017
13,2017-05-20,14,Future Featuring Rihanna,Selfish,2017
14,2017-05-20,15,Drake,Teenage Fever,2017
15,2017-05-20,16,Drake,Blem,2017
16,2017-05-20,17,Trey Songz,Nobody Else But You,2017
17,2017-05-20,18,Jeremih Featuring Chris Brown & Big Sean,I Think Of You,2017
18,2017-05-20,19,Mary J. Blige,U + Me (Love Lesson),2017
19,2017-05-20,20,The Weeknd,Reminder,2017
20,2017-05-20,21,Khalid,Saved,2017
21,2017-05-20,22,blackbear,idfc,2017
22,2017-05-20,23,Drake Featuring Jorja Smith & Black Coffee,Get It Together,2017
23,2017-05-20,24,Kehlani,Distraction,2017
24,2017-05-20,25,Khalid,Young Dumb & Broke,2017
0,2017-06-10,1,Bruno Mars,That's What I Like,2017
1,2017-06-10,2,Khalid,Location,2017
2,2017-06-10,3,Childish Gambino,Redbone,2017
3,2017-06-10,4,Drake,Passionfruit,2017
4,2017-06-10,5,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
5,2017-06-10,6,Chris Blue,Money On You,2017
6,2017-06-10,7,Russ,Losin Control,2017
7,2017-06-10,8,Chris Brown,Privacy,2017
8,2017-06-10,9,Calvin Harris Featuring Future & Khalid,Rollin,2017
9,2017-06-10,10,blackbear,Do Re Mi,2017
10,2017-06-10,11,Trey Songz,Nobody Else But You,2017
11,2017-06-10,12,Future Featuring Rihanna,Selfish,2017
12,2017-06-10,13,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
13,2017-06-10,14,G-Eazy & Kehlani,Good Life,2017
14,2017-06-10,15,The Weeknd,Reminder,2017
15,2017-06-10,16,Bruno Mars,Versace On The Floor,2017
16,2017-06-10,17,Drake,Teenage Fever,2017
17,2017-06-10,18,Bryson Tiller,Somethin Tells Me,2017
18,2017-06-10,19,Drake,Blem,2017
19,2017-06-10,20,Khalid,Saved,2017
20,2017-06-10,21,Bryson Tiller Featuring Young Thug,Get Mine,2017
21,2017-06-10,22,Khalid,Young Dumb & Broke,2017
22,2017-06-10,23,blackbear,idfc,2017
23,2017-06-10,24,Chris Blue,Rhythm Nation,2017
24,2017-06-10,25,Mary J. Blige,U + Me (Love Lesson),2017
0,2017-06-03,1,Bruno Mars,That's What I Like,2017
1,2017-06-03,2,Khalid,Location,2017
2,2017-06-03,3,Drake,Passionfruit,2017
3,2017-06-03,4,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
4,2017-06-03,5,Childish Gambino,Redbone,2017
5,2017-06-03,6,Bruno Mars,24K Magic,2017
6,2017-06-03,7,The Weeknd Featuring Daft Punk,I Feel It Coming,2017
7,2017-06-03,8,Calvin Harris Featuring Future & Khalid,Rollin,2017
8,2017-06-03,9,Russ,Losin Control,2017
9,2017-06-03,10,Chris Brown,Privacy,2017
10,2017-06-03,11,G-Eazy & Kehlani,Good Life,2017
11,2017-06-03,12,blackbear,Do Re Mi,2017
12,2017-06-03,13,Bryson Tiller,Somethin Tells Me,2017
13,2017-06-03,14,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
14,2017-06-03,15,Future Featuring Rihanna,Selfish,2017
15,2017-06-03,16,Chris Blue,Take Me To The King,2017
16,2017-06-03,17,Bryson Tiller Featuring Young Thug,Get Mine,2017
17,2017-06-03,18,Trey Songz,Nobody Else But You,2017
18,2017-06-03,19,The Weeknd,Reminder,2017
19,2017-06-03,20,Drake,Teenage Fever,2017
20,2017-06-03,21,Drake,Blem,2017
21,2017-06-03,22,Khalid,Saved,2017
22,2017-06-03,23,Khalid,Young Dumb & Broke,2017
23,2017-06-03,24,blackbear,idfc,2017
24,2017-06-03,25,Mary J. Blige,U + Me (Love Lesson),2017
0,2017-06-24,1,Bruno Mars,That's What I Like,2017
1,2017-06-24,2,Childish Gambino,Redbone,2017
2,2017-06-24,3,Khalid,Location,2017
3,2017-06-24,4,Drake,Passionfruit,2017
4,2017-06-24,5,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
5,2017-06-24,6,Chris Brown,Privacy,2017
6,2017-06-24,7,Russ,Losin Control,2017
7,2017-06-24,8,blackbear,Do Re Mi,2017
8,2017-06-24,9,Trey Songz,Nobody Else But You,2017
9,2017-06-24,10,The Weeknd,Reminder,2017
10,2017-06-24,11,Bryson Tiller,Somethin Tells Me,2017
11,2017-06-24,12,Calvin Harris Featuring Future & Khalid,Rollin,2017
12,2017-06-24,13,Bryson Tiller,Self-Made,2017
13,2017-06-24,14,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
14,2017-06-24,15,Bryson Tiller,Run Me Dry,2017
15,2017-06-24,16,Future Featuring Rihanna,Selfish,2017
16,2017-06-24,17,G-Eazy & Kehlani,Good Life,2017
17,2017-06-24,18,Bruno Mars,Versace On The Floor,2017
18,2017-06-24,19,Drake,Teenage Fever,2017
19,2017-06-24,20,Bryson Tiller,Don't Get Too High,2017
20,2017-06-24,21,Khalid,Young Dumb & Broke,2017
21,2017-06-24,22,blackbear,idfc,2017
22,2017-06-24,23,Khalid,Saved,2017
23,2017-06-24,24,Drake,Blem,2017
24,2017-06-24,25,Bryson Tiller,No Longer Friends,2017
0,2017-06-17,1,Bruno Mars,That's What I Like,2017
1,2017-06-17,2,Childish Gambino,Redbone,2017
2,2017-06-17,3,Khalid,Location,2017
3,2017-06-17,4,Drake,Passionfruit,2017
4,2017-06-17,5,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
5,2017-06-17,6,Chris Brown,Privacy,2017
6,2017-06-17,7,Russ,Losin Control,2017
7,2017-06-17,8,Bryson Tiller,Somethin Tells Me,2017
8,2017-06-17,9,Bryson Tiller,Self-Made,2017
9,2017-06-17,10,Bryson Tiller,Don't Get Too High,2017
10,2017-06-17,11,Bryson Tiller,Run Me Dry,2017
11,2017-06-17,12,blackbear,Do Re Mi,2017
12,2017-06-17,13,Bryson Tiller,No Longer Friends,2017
13,2017-06-17,14,Trey Songz,Nobody Else But You,2017
14,2017-06-17,15,Bryson Tiller,We Both Know,2017
15,2017-06-17,16,Bryson Tiller,Blowing Smoke,2017
16,2017-06-17,17,Calvin Harris Featuring Future & Khalid,Rollin,2017
17,2017-06-17,18,The Weeknd,Reminder,2017
18,2017-06-17,19,Bryson Tiller,You Got It,2017
19,2017-06-17,20,Future Featuring Rihanna,Selfish,2017
20,2017-06-17,21,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
21,2017-06-17,22,Bryson Tiller,Stay Blessed,2017
22,2017-06-17,23,Bryson Tiller,In Check,2017
23,2017-06-17,24,Bryson Tiller,Set It Off,2017
24,2017-06-17,25,Bryson Tiller,High Stakes,2017
0,2017-07-15,1,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017
1,2017-07-15,2,Bruno Mars,That's What I Like,2017
2,2017-07-15,3,Childish Gambino,Redbone,2017
3,2017-07-15,4,Khalid,Location,2017
4,2017-07-15,5,Drake,Signs,2017
5,2017-07-15,6,Drake,Passionfruit,2017
6,2017-07-15,7,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
7,2017-07-15,8,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,2017
8,2017-07-15,9,Chris Brown,Privacy,2017
9,2017-07-15,10,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,Don't Quit,2017
10,2017-07-15,11,SZA Featuring Travis Scott,Love Galore,2017
11,2017-07-15,12,Bruno Mars,Versace On The Floor,2017
12,2017-07-15,13,Russ,Losin Control,2017
13,2017-07-15,14,The Weeknd,Reminder,2017
14,2017-07-15,15,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
15,2017-07-15,16,Trey Songz,Nobody Else But You,2017
16,2017-07-15,17,blackbear,Do Re Mi,2017
17,2017-07-15,18,Khalid,Young Dumb & Broke,2017
18,2017-07-15,19,Calvin Harris Featuring Future & Khalid,Rollin,2017
19,2017-07-15,20,SZA,The Weekend,2017
20,2017-07-15,21,Bryson Tiller,Somethin Tells Me,2017
21,2017-07-15,22,DJ Khaled Featuring Alicia Keys & Nicki Minaj,Nobody,2017
22,2017-07-15,23,Jacquees,B.E.D.,2017
23,2017-07-15,24,blackbear,idfc,2017
24,2017-07-15,25,Future Featuring Rihanna,Selfish,2017
0,2017-07-01,1,Bruno Mars,That's What I Like,2017
1,2017-07-01,2,Childish Gambino,Redbone,2017
2,2017-07-01,3,Khalid,Location,2017
3,2017-07-01,4,Drake,Passionfruit,2017
4,2017-07-01,5,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
5,2017-07-01,6,Chris Brown,Privacy,2017
6,2017-07-01,7,SZA Featuring Travis Scott,Love Galore,2017
7,2017-07-01,8,Russ,Losin Control,2017
8,2017-07-01,9,Trey Songz,Nobody Else But You,2017
9,2017-07-01,10,The Weeknd,Reminder,2017
10,2017-07-01,11,blackbear,Do Re Mi,2017
11,2017-07-01,12,SZA,The Weekend,2017
12,2017-07-01,13,SZA Featuring Kendrick Lamar,Doves In The Wind,2017
13,2017-07-01,14,Calvin Harris Featuring Future & Khalid,Rollin,2017
14,2017-07-01,15,Bryson Tiller,Somethin Tells Me,2017
15,2017-07-01,16,Bruno Mars,Versace On The Floor,2017
16,2017-07-01,17,Khalid,Young Dumb & Broke,2017
17,2017-07-01,18,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
18,2017-07-01,19,SZA,Broken Clocks,2017
19,2017-07-01,20,Bryson Tiller,Self-Made,2017
20,2017-07-01,21,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017
21,2017-07-01,22,Future Featuring Rihanna,Selfish,2017
22,2017-07-01,23,SZA,Supermodel,2017
23,2017-07-01,24,The Weeknd,Secrets,2017
24,2017-07-01,25,Drake,Teenage Fever,2017
0,2017-07-08,1,Bruno Mars,That's What I Like,2017
1,2017-07-08,2,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017
2,2017-07-08,3,Childish Gambino,Redbone,2017
3,2017-07-08,4,Khalid,Location,2017
4,2017-07-08,5,Drake,Passionfruit,2017
5,2017-07-08,6,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
6,2017-07-08,7,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,2017
7,2017-07-08,8,Chris Brown,Privacy,2017
8,2017-07-08,9,SZA Featuring Travis Scott,Love Galore,2017
9,2017-07-08,10,Russ,Losin Control,2017
10,2017-07-08,11,The Weeknd,Reminder,2017
11,2017-07-08,12,Trey Songz,Nobody Else But You,2017
12,2017-07-08,13,Bruno Mars,Versace On The Floor,2017
13,2017-07-08,14,blackbear,Do Re Mi,2017
14,2017-07-08,15,Calvin Harris Featuring Future & Khalid,Rollin,2017
15,2017-07-08,16,Bryson Tiller,Somethin Tells Me,2017
16,2017-07-08,17,DJ Khaled Featuring Beyonce & JAY Z,Shining,2017
17,2017-07-08,18,SZA,The Weekend,2017
18,2017-07-08,19,Khalid,Young Dumb & Broke,2017
19,2017-07-08,20,Jacquees,B.E.D.,2017
20,2017-07-08,21,blackbear,idfc,2017
21,2017-07-08,22,Future Featuring Rihanna,Selfish,2017
22,2017-07-08,23,Drake,Teenage Fever,2017
23,2017-07-08,24,SZA Featuring Kendrick Lamar,Doves In The Wind,2017
24,2017-07-08,25,Majid Jordan Featuring PARTYNEXTDOOR,One I Want,2017
0,2017-07-22,1,Bruno Mars,That's What I Like,2017
1,2017-07-22,2,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2017
2,2017-07-22,3,Childish Gambino,Redbone,2017
3,2017-07-22,4,Khalid,Location,2017
4,2017-07-22,5,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,2017
5,2017-07-22,6,Calvin Harris Featuring Frank Ocean & Migos,Slide,2017
6,2017-07-22,7,Drake,Passionfruit,2017
7,2017-07-22,8,Drake,Signs,2017
