,date,rank,artist,song,year
0,2012-10-20,1,Rihanna,Diamonds,2012
1,2012-10-20,2,Miguel,Adorn,2012
2,2012-10-20,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-10-20,4,Trey Songz Featuring T.I.,2 Reasons,2012
4,2012-10-20,5,Frank Ocean,Thinkin Bout You,2012
5,2012-10-20,6,Trey Songz,Heart Attack,2012
6,2012-10-20,7,Brandy Featuring Chris Brown,Put It Down,2012
7,2012-10-20,8,Usher Featuring Rick Ross,Lemme See,2012
8,2012-10-20,9,Beyonce,Dance For You,2012
9,2012-10-20,10,Trey Songz,Dive In,2012
10,2012-10-20,11,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
11,2012-10-20,12,Kelly Rowland Featuring Lil Wayne,Ice,2012
12,2012-10-20,13,Chris Brown,Don't Judge Me,2012
13,2012-10-20,14,Anita Baker,Lately,2012
14,2012-10-20,15,R. Kelly,Feelin' Single,2012
15,2012-10-20,16,Ne-Yo,Lazy Love,2012
16,2012-10-20,17,Omarion Featuring Rick Ross,Let's Talk,2012
17,2012-10-20,18,Mary J. Blige,Don't Mind,2012
18,2012-10-20,19,Usher,Dive,2012
19,2012-10-20,20,Ciara,Sorry,2012
20,2012-10-20,21,The-Dream Featuring Pusha T,Dope Chick,2012
21,2012-10-20,22,Avant Featuring KeKe Wyatt,You & I,2012
22,2012-10-20,23,Frank Ocean,Pyramids,2012
23,2012-10-20,24,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2012
24,2012-10-20,25,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
0,2012-11-17,1,Rihanna,Diamonds,2012
1,2012-11-17,2,Miguel,Adorn,2012
2,2012-11-17,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-11-17,4,Frank Ocean,Thinkin Bout You,2012
4,2012-11-17,5,Trey Songz Featuring T.I.,2 Reasons,2012
5,2012-11-17,6,Brandy Featuring Chris Brown,Put It Down,2012
6,2012-11-17,7,Trey Songz,Heart Attack,2012
7,2012-11-17,8,Beyonce,Dance For You,2012
8,2012-11-17,9,Trey Songz,Dive In,2012
9,2012-11-17,10,Chris Brown,Don't Judge Me,2012
10,2012-11-17,11,The Weeknd,Wicked Games,2012
11,2012-11-17,12,Kelly Rowland Featuring Lil Wayne,Ice,2012
12,2012-11-17,13,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
13,2012-11-17,14,Anita Baker,Lately,2012
14,2012-11-17,15,Mary J. Blige,Don't Mind,2012
15,2012-11-17,16,Jonn Hart Featuring IamSU!,Who Booty,2012
16,2012-11-17,17,Usher,Dive,2012
17,2012-11-17,18,Ciara,Sorry,2012
18,2012-11-17,19,Avant Featuring KeKe Wyatt,You & I,2012
19,2012-11-17,20,Miguel,Do You...,2012
20,2012-11-17,21,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
21,2012-11-17,22,Ne-Yo Featuring Wiz Khalifa,Don't Make Em Like You,2012
22,2012-11-17,23,Frank Ocean,Pyramids,2012
23,2012-11-17,24,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2012
24,2012-11-17,25,Drake,Doing It Wrong,2012
0,2012-11-10,1,Rihanna,Diamonds,2012
1,2012-11-10,2,Miguel,Adorn,2012
2,2012-11-10,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-11-10,4,Frank Ocean,Thinkin Bout You,2012
4,2012-11-10,5,Trey Songz Featuring T.I.,2 Reasons,2012
5,2012-11-10,6,Brandy Featuring Chris Brown,Put It Down,2012
6,2012-11-10,7,Trey Songz,Heart Attack,2012
7,2012-11-10,8,Beyonce,Dance For You,2012
8,2012-11-10,9,Trey Songz,Dive In,2012
9,2012-11-10,10,Kelly Rowland Featuring Lil Wayne,Ice,2012
10,2012-11-10,11,Chris Brown,Don't Judge Me,2012
11,2012-11-10,12,The Weeknd,Wicked Games,2012
12,2012-11-10,13,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
13,2012-11-10,14,Anita Baker,Lately,2012
14,2012-11-10,15,Mary J. Blige,Don't Mind,2012
15,2012-11-10,16,Usher,Dive,2012
16,2012-11-10,17,Ciara,Sorry,2012
17,2012-11-10,18,Avant Featuring KeKe Wyatt,You & I,2012
18,2012-11-10,19,Jonn Hart Featuring IamSU!,Who Booty,2012
19,2012-11-10,20,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
20,2012-11-10,21,Miguel,Do You...,2012
21,2012-11-10,22,Ne-Yo Featuring Wiz Khalifa,Don't Make Em Like You,2012
22,2012-11-10,23,Frank Ocean,Pyramids,2012
23,2012-11-10,24,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2012
24,2012-11-10,25,Drake,Doing It Wrong,2012
0,2012-11-03,1,Rihanna,Diamonds,2012
1,2012-11-03,2,Miguel,Adorn,2012
2,2012-11-03,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-11-03,4,Trey Songz Featuring T.I.,2 Reasons,2012
4,2012-11-03,5,Frank Ocean,Thinkin Bout You,2012
5,2012-11-03,6,Trey Songz,Heart Attack,2012
6,2012-11-03,7,Brandy Featuring Chris Brown,Put It Down,2012
7,2012-11-03,8,Beyonce,Dance For You,2012
8,2012-11-03,9,Trey Songz,Dive In,2012
9,2012-11-03,10,Usher Featuring Rick Ross,Lemme See,2012
10,2012-11-03,11,Chris Brown,Don't Judge Me,2012
11,2012-11-03,12,Kelly Rowland Featuring Lil Wayne,Ice,2012
12,2012-11-03,13,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
13,2012-11-03,14,Anita Baker,Lately,2012
14,2012-11-03,15,Mary J. Blige,Don't Mind,2012
15,2012-11-03,16,The Weeknd,Wicked Games,2012
16,2012-11-03,17,Usher,Dive,2012
17,2012-11-03,18,Ciara,Sorry,2012
18,2012-11-03,19,Miguel,Do You...,2012
19,2012-11-03,20,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
20,2012-11-03,21,Avant Featuring KeKe Wyatt,You & I,2012
21,2012-11-03,22,Frank Ocean,Pyramids,2012
22,2012-11-03,23,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2012
23,2012-11-03,24,Jonn Hart Featuring IamSU!,Who Booty,2012
24,2012-11-03,25,Drake,Doing It Wrong,2012
0,2012-12-01,1,Rihanna,Diamonds,2012
1,2012-12-01,2,Miguel,Adorn,2012
2,2012-12-01,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-12-01,4,Frank Ocean,Thinkin Bout You,2012
4,2012-12-01,5,Trey Songz Featuring T.I.,2 Reasons,2012
5,2012-12-01,6,Trey Songz,Heart Attack,2012
6,2012-12-01,7,The Weeknd,Wicked Games,2012
7,2012-12-01,8,Brandy Featuring Chris Brown,Put It Down,2012
8,2012-12-01,9,Beyonce,Dance For You,2012
9,2012-12-01,10,Chris Brown,Don't Judge Me,2012
10,2012-12-01,11,Kelly Rowland Featuring Lil Wayne,Ice,2012
11,2012-12-01,12,Trey Songz,Dive In,2012
12,2012-12-01,13,Jonn Hart Featuring IamSU!,Who Booty,2012
13,2012-12-01,14,Keyshia Cole,Trust And Believe,2012
14,2012-12-01,15,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
15,2012-12-01,16,Ciara,Sorry,2012
16,2012-12-01,17,Avant Featuring KeKe Wyatt,You & I,2012
17,2012-12-01,18,Usher,Dive,2012
18,2012-12-01,19,Anita Baker,Lately,2012
19,2012-12-01,20,Miguel,Do You...,2012
20,2012-12-01,21,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
21,2012-12-01,22,Ne-Yo Featuring Wiz Khalifa,Don't Make Em Like You,2012
22,2012-12-01,23,Trevin Hunte,When A Man Loves A Woman,2012
23,2012-12-01,24,The Weeknd,High For This,2012
24,2012-12-01,25,Charlie Wilson,My Love Is All I Have,2012
0,2012-12-08,1,Rihanna,Diamonds,2012
1,2012-12-08,2,Miguel,Adorn,2012
2,2012-12-08,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-12-08,4,Frank Ocean,Thinkin Bout You,2012
4,2012-12-08,5,Trey Songz Featuring T.I.,2 Reasons,2012
5,2012-12-08,6,The Weeknd,Wicked Games,2012
6,2012-12-08,7,Chris Brown,Don't Judge Me,2012
7,2012-12-08,8,Trey Songz,Heart Attack,2012
8,2012-12-08,9,Kelly Rowland Featuring Lil Wayne,Ice,2012
9,2012-12-08,10,Beyonce,Dance For You,2012
10,2012-12-08,11,Trey Songz,Dive In,2012
11,2012-12-08,12,Rihanna Featuring Future,Loveeeeeee Song,2012
12,2012-12-08,13,Jonn Hart Featuring IamSU!,Who Booty,2012
13,2012-12-08,14,Keyshia Cole,Trust And Believe,2012
14,2012-12-08,15,Rihanna Featuring Chris Brown,Nobodys Business,2012
15,2012-12-08,16,Rihanna Featuring Eminem,Numb,2012
16,2012-12-08,17,Anita Baker,Lately,2012
17,2012-12-08,18,Ciara,Sorry,2012
18,2012-12-08,19,Avant Featuring KeKe Wyatt,You & I,2012
19,2012-12-08,20,Miguel,Do You...,2012
20,2012-12-08,21,Rihanna,Pour It Up,2012
21,2012-12-08,22,Usher,Dive,2012
22,2012-12-08,23,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
23,2012-12-08,24,Charlie Wilson,My Love Is All I Have,2012
24,2012-12-08,25,Rihanna,Jump,2012
0,2012-10-27,1,Rihanna,Diamonds,2012
1,2012-10-27,2,Miguel,Adorn,2012
2,2012-10-27,3,Trey Songz Featuring T.I.,2 Reasons,2012
3,2012-10-27,4,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
4,2012-10-27,5,Frank Ocean,Thinkin Bout You,2012
5,2012-10-27,6,Trey Songz,Heart Attack,2012
6,2012-10-27,7,Brandy Featuring Chris Brown,Put It Down,2012
7,2012-10-27,8,Beyonce,Dance For You,2012
8,2012-10-27,9,Usher Featuring Rick Ross,Lemme See,2012
9,2012-10-27,10,Trey Songz,Dive In,2012
10,2012-10-27,11,Kelly Rowland Featuring Lil Wayne,Ice,2012
11,2012-10-27,12,Chris Brown,Don't Judge Me,2012
12,2012-10-27,13,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
13,2012-10-27,14,Anita Baker,Lately,2012
14,2012-10-27,15,R. Kelly,Feelin' Single,2012
15,2012-10-27,16,Mary J. Blige,Don't Mind,2012
16,2012-10-27,17,Omarion Featuring Rick Ross,Let's Talk,2012
17,2012-10-27,18,Usher,Dive,2012
18,2012-10-27,19,Ne-Yo,Lazy Love,2012
19,2012-10-27,20,Ciara,Sorry,2012
20,2012-10-27,21,Miguel,Do You...,2012
21,2012-10-27,22,Avant Featuring KeKe Wyatt,You & I,2012
22,2012-10-27,23,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
23,2012-10-27,24,Frank Ocean,Pyramids,2012
24,2012-10-27,25,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2012
0,2012-11-24,1,Rihanna,Diamonds,2012
1,2012-11-24,2,Miguel,Adorn,2012
2,2012-11-24,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
3,2012-11-24,4,Frank Ocean,Thinkin Bout You,2012
4,2012-11-24,5,Trey Songz Featuring T.I.,2 Reasons,2012
5,2012-11-24,6,Brandy Featuring Chris Brown,Put It Down,2012
6,2012-11-24,7,Trey Songz,Heart Attack,2012
7,2012-11-24,8,Beyonce,Dance For You,2012
8,2012-11-24,9,Trey Songz,Dive In,2012
9,2012-11-24,10,Chris Brown,Don't Judge Me,2012
10,2012-11-24,11,The Weeknd,Wicked Games,2012
11,2012-11-24,12,Kelly Rowland Featuring Lil Wayne,Ice,2012
12,2012-11-24,13,Anita Baker,Lately,2012
13,2012-11-24,14,Jonn Hart Featuring IamSU!,Who Booty,2012
14,2012-11-24,15,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,2012
15,2012-11-24,16,Usher,Dive,2012
16,2012-11-24,17,Ne-Yo Featuring Wiz Khalifa,Don't Make Em Like You,2012
17,2012-11-24,18,Ciara,Sorry,2012
18,2012-11-24,19,Avant Featuring KeKe Wyatt,You & I,2012
19,2012-11-24,20,Miguel,Do You...,2012
20,2012-11-24,21,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
21,2012-11-24,22,Ne-Yo,Miss Right,2012
22,2012-11-24,23,Trevin Hunte,How Am I Supposed To Live Without You,2012
23,2012-11-24,24,Ne-Yo Featuring Fabolous & Diddy,Should Be You,2012
24,2012-11-24,25,Charlie Wilson,My Love Is All I Have,2012
0,2012-12-15,1,Rihanna,Diamonds,2012
1,2012-12-15,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
2,2012-12-15,3,Miguel,Adorn,2012
3,2012-12-15,4,Frank Ocean,Thinkin Bout You,2012
4,2012-12-15,5,The Weeknd,Wicked Games,2012
5,2012-12-15,6,Trey Songz Featuring T.I.,2 Reasons,2012
6,2012-12-15,7,Chris Brown,Don't Judge Me,2012
7,2012-12-15,8,Kelly Rowland Featuring Lil Wayne,Ice,2012
8,2012-12-15,9,Jonn Hart Featuring IamSU!,Who Booty,2012
9,2012-12-15,10,Keyshia Cole,Trust And Believe,2012
10,2012-12-15,11,Nicholas David,What's Going On,2012
11,2012-12-15,12,Alicia Keys,Brand New Me,2012
12,2012-12-15,13,Rihanna Featuring Future,Loveeeeeee Song,2012
13,2012-12-15,14,Ciara,Sorry,2012
14,2012-12-15,15,Anita Baker,Lately,2012
15,2012-12-15,16,Miguel,Do You...,2012
16,2012-12-15,17,Avant Featuring KeKe Wyatt,You & I,2012
17,2012-12-15,18,Charlie Wilson,My Love Is All I Have,2012
18,2012-12-15,19,Usher,Dive,2012
19,2012-12-15,20,Alicia Keys Duet With Maxwell,Fire We Make,2012
20,2012-12-15,21,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
21,2012-12-15,22,Rihanna Featuring Chris Brown,Nobodys Business,2012
22,2012-12-15,23,CeeLo Green,"Mary, Did You Know?",2012
23,2012-12-15,24,Rihanna,Pour It Up,2012
24,2012-12-15,25,Trevin Hunte,The Greatest Love Of All,2012
0,2013-01-26,1,Rihanna,Diamonds,2013
1,2013-01-26,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
2,2013-01-26,3,Miguel,Adorn,2013
3,2013-01-26,4,Frank Ocean,Thinkin Bout You,2013
4,2013-01-26,5,The Weeknd,Wicked Games,2013
5,2013-01-26,6,Chris Brown,Don't Judge Me,2013
6,2013-01-26,7,Rihanna,Pour It Up,2013
7,2013-01-26,8,Jonn Hart Featuring IamSU!,Who Booty,2013
8,2013-01-26,9,Justin Timberlake Featuring JAY Z,Suit & Tie,2013
9,2013-01-26,10,Miguel,Do You...,2013
10,2013-01-26,11,Tamar Braxton,Love And War,2013
11,2013-01-26,12,Keyshia Cole,Trust And Believe,2013
12,2013-01-26,13,Alicia Keys,Brand New Me,2013
13,2013-01-26,14,Rihanna Featuring Future,Loveeeeeee Song,2013
14,2013-01-26,15,Avant Featuring KeKe Wyatt,You & I,2013
15,2013-01-26,16,Charlie Wilson,My Love Is All I Have,2013
16,2013-01-26,17,Omarion & Wale,M.I.A.,2013
17,2013-01-26,18,Faith Evans,Tears Of Joy,2013
18,2013-01-26,19,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2013
19,2013-01-26,20,Rihanna Featuring Chris Brown,Nobodys Business,2013
20,2013-01-26,21,Ciara,Sorry,2013
21,2013-01-26,22,Frank Ocean,Pyramids,2013
22,2013-01-26,23,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2013
23,2013-01-26,24,R. Kelly,When A Man Lies,2013
24,2013-01-26,25,Eric Benet,News For You,2013
0,2013-01-05,1,Rihanna,Diamonds,2013
1,2013-01-05,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
2,2013-01-05,3,Miguel,Adorn,2013
3,2013-01-05,4,Frank Ocean,Thinkin Bout You,2013
4,2013-01-05,5,The Weeknd,Wicked Games,2013
5,2013-01-05,6,Chris Brown,Don't Judge Me,2013
6,2013-01-05,7,Jonn Hart Featuring IamSU!,Who Booty,2013
7,2013-01-05,8,Keyshia Cole,Trust And Believe,2013
8,2013-01-05,9,CeeLo Green,"Mary, Did You Know?",2013
9,2013-01-05,10,Rihanna,Pour It Up,2013
10,2013-01-05,11,CeeLo Green,What Christmas Means To Me,2013
11,2013-01-05,12,Tamar Braxton,Love And War,2013
12,2013-01-05,13,Miguel,Do You...,2013
13,2013-01-05,14,Alicia Keys,Brand New Me,2013
14,2013-01-05,15,Rihanna Featuring Future,Loveeeeeee Song,2013
15,2013-01-05,16,Anita Baker,Lately,2013
16,2013-01-05,17,Avant Featuring KeKe Wyatt,You & I,2013
17,2013-01-05,18,Ciara,Sorry,2013
18,2013-01-05,19,Charlie Wilson,My Love Is All I Have,2013
19,2013-01-05,20,Omarion & Wale,M.I.A.,2013
20,2013-01-05,21,CeeLo Green,This Christmas,2013
21,2013-01-05,22,Cee Lo Green Featuring Disney's The Muppets,All I Need Is Love,2013
22,2013-01-05,23,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2013
23,2013-01-05,24,Frank Ocean,Pyramids,2013
24,2013-01-05,25,Rihanna Featuring Chris Brown,Nobodys Business,2013
0,2013-01-19,1,Rihanna,Diamonds,2013
1,2013-01-19,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
2,2013-01-19,3,Miguel,Adorn,2013
3,2013-01-19,4,Frank Ocean,Thinkin Bout You,2013
4,2013-01-19,5,The Weeknd,Wicked Games,2013
5,2013-01-19,6,Chris Brown,Don't Judge Me,2013
6,2013-01-19,7,Jonn Hart Featuring IamSU!,Who Booty,2013
7,2013-01-19,8,Rihanna,Pour It Up,2013
8,2013-01-19,9,Keyshia Cole,Trust And Believe,2013
9,2013-01-19,10,Tamar Braxton,Love And War,2013
10,2013-01-19,11,Miguel,Do You...,2013
11,2013-01-19,12,Alicia Keys,Brand New Me,2013
12,2013-01-19,13,Rihanna Featuring Future,Loveeeeeee Song,2013
13,2013-01-19,14,Avant Featuring KeKe Wyatt,You & I,2013
14,2013-01-19,15,Charlie Wilson,My Love Is All I Have,2013
15,2013-01-19,16,Anita Baker,Lately,2013
16,2013-01-19,17,Ciara,Sorry,2013
17,2013-01-19,18,Omarion & Wale,M.I.A.,2013
18,2013-01-19,19,Rihanna Featuring Chris Brown,Nobodys Business,2013
19,2013-01-19,20,Faith Evans,Tears Of Joy,2013
20,2013-01-19,21,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2013
21,2013-01-19,22,Frank Ocean,Pyramids,2013
22,2013-01-19,23,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2013
23,2013-01-19,24,Drake,Doing It Wrong,2013
24,2013-01-19,25,Frank Ocean,Lost,2013
0,2013-01-12,1,Rihanna,Diamonds,2013
1,2013-01-12,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
2,2013-01-12,3,Miguel,Adorn,2013
3,2013-01-12,4,Frank Ocean,Thinkin Bout You,2013
4,2013-01-12,5,The Weeknd,Wicked Games,2013
5,2013-01-12,6,Chris Brown,Don't Judge Me,2013
6,2013-01-12,7,Jonn Hart Featuring IamSU!,Who Booty,2013
7,2013-01-12,8,Rihanna,Pour It Up,2013
8,2013-01-12,9,Keyshia Cole,Trust And Believe,2013
9,2013-01-12,10,Tamar Braxton,Love And War,2013
10,2013-01-12,11,Miguel,Do You...,2013
11,2013-01-12,12,Rihanna Featuring Future,Loveeeeeee Song,2013
12,2013-01-12,13,Alicia Keys,Brand New Me,2013
13,2013-01-12,14,Ciara,Sorry,2013
14,2013-01-12,15,Avant Featuring KeKe Wyatt,You & I,2013
15,2013-01-12,16,Charlie Wilson,My Love Is All I Have,2013
16,2013-01-12,17,Anita Baker,Lately,2013
17,2013-01-12,18,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2013
18,2013-01-12,19,Rihanna Featuring Chris Brown,Nobodys Business,2013
19,2013-01-12,20,Omarion & Wale,M.I.A.,2013
20,2013-01-12,21,Faith Evans,Tears Of Joy,2013
21,2013-01-12,22,Drake,Doing It Wrong,2013
22,2013-01-12,23,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2013
23,2013-01-12,24,Frank Ocean,Pyramids,2013
24,2013-01-12,25,Chris Brown,2012,2013
0,2012-12-29,1,Rihanna,Diamonds,2012
1,2012-12-29,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
2,2012-12-29,3,Miguel,Adorn,2012
3,2012-12-29,4,Frank Ocean,Thinkin Bout You,2012
4,2012-12-29,5,The Weeknd,Wicked Games,2012
5,2012-12-29,6,Chris Brown,Don't Judge Me,2012
6,2012-12-29,7,Jonn Hart Featuring IamSU!,Who Booty,2012
7,2012-12-29,8,Tamar Braxton,Love And War,2012
8,2012-12-29,9,Keyshia Cole,Trust And Believe,2012
9,2012-12-29,10,Miguel,Do You...,2012
10,2012-12-29,11,CeeLo Green,"Mary, Did You Know?",2012
11,2012-12-29,12,Alicia Keys,Brand New Me,2012
12,2012-12-29,13,Charlie Wilson,My Love Is All I Have,2012
13,2012-12-29,14,Avant Featuring KeKe Wyatt,You & I,2012
14,2012-12-29,15,Ciara,Sorry,2012
15,2012-12-29,16,Rihanna,Pour It Up,2012
16,2012-12-29,17,Anita Baker,Lately,2012
17,2012-12-29,18,CeeLo Green,What Christmas Means To Me,2012
18,2012-12-29,19,Rihanna Featuring Future,Loveeeeeee Song,2012
19,2012-12-29,20,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
20,2012-12-29,21,Faith Evans,Tears Of Joy,2012
21,2012-12-29,22,Omarion & Wale,M.I.A.,2012
22,2012-12-29,23,Frank Ocean,Pyramids,2012
23,2012-12-29,24,Usher,Dive,2012
24,2012-12-29,25,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2012
0,2012-12-22,1,Rihanna,Diamonds,2012
1,2012-12-22,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2012
2,2012-12-22,3,Miguel,Adorn,2012
3,2012-12-22,4,Frank Ocean,Thinkin Bout You,2012
4,2012-12-22,5,Tamar Braxton,Love And War,2012
5,2012-12-22,6,The Weeknd,Wicked Games,2012
6,2012-12-22,7,Chris Brown,Don't Judge Me,2012
7,2012-12-22,8,Kelly Rowland Featuring Lil Wayne,Ice,2012
8,2012-12-22,9,Jonn Hart Featuring IamSU!,Who Booty,2012
9,2012-12-22,10,Keyshia Cole,Trust And Believe,2012
10,2012-12-22,11,Trevin Hunte,And I Am Telling You I'm Not Going,2012
11,2012-12-22,12,Miguel,Do You...,2012
12,2012-12-22,13,Alicia Keys,Brand New Me,2012
13,2012-12-22,14,Rihanna Featuring Future,Loveeeeeee Song,2012
14,2012-12-22,15,Ciara,Sorry,2012
15,2012-12-22,16,Avant Featuring KeKe Wyatt,You & I,2012
16,2012-12-22,17,Amanda Brown,(You Make Me Feel Like) A Natural Woman,2012
17,2012-12-22,18,Charlie Wilson,My Love Is All I Have,2012
18,2012-12-22,19,Anita Baker,Lately,2012
19,2012-12-22,20,Rihanna,Pour It Up,2012
20,2012-12-22,21,Rihanna,Phresh Out The Runway,2012
21,2012-12-22,22,CeeLo Green,"Mary, Did You Know?",2012
22,2012-12-22,23,CeeLo Green,What Christmas Means To Me,2012
23,2012-12-22,24,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2012
24,2012-12-22,25,Rihanna Featuring Chris Brown,Nobodys Business,2012
0,2013-02-02,1,Justin Timberlake Featuring JAY Z,Suit & Tie,2013
1,2013-02-02,2,Rihanna,Diamonds,2013
2,2013-02-02,3,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
3,2013-02-02,4,Miguel,Adorn,2013
4,2013-02-02,5,Frank Ocean,Thinkin Bout You,2013
5,2013-02-02,6,The Weeknd,Wicked Games,2013
6,2013-02-02,7,Rihanna,Pour It Up,2013
7,2013-02-02,8,Chris Brown,Don't Judge Me,2013
8,2013-02-02,9,Jonn Hart Featuring IamSU!,Who Booty,2013
9,2013-02-02,10,Miguel,Do You...,2013
10,2013-02-02,11,Tamar Braxton,Love And War,2013
11,2013-02-02,12,Keyshia Cole,Trust And Believe,2013
12,2013-02-02,13,Rihanna Featuring Future,Loveeeeeee Song,2013
13,2013-02-02,14,Alicia Keys,Brand New Me,2013
14,2013-02-02,15,Charlie Wilson,My Love Is All I Have,2013
15,2013-02-02,16,Avant Featuring KeKe Wyatt,You & I,2013
16,2013-02-02,17,Omarion & Wale,M.I.A.,2013
17,2013-02-02,18,Faith Evans,Tears Of Joy,2013
18,2013-02-02,19,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2013
19,2013-02-02,20,Eric Benet,News For You,2013
20,2013-02-02,21,Frank Ocean,Pyramids,2013
21,2013-02-02,22,Rihanna Featuring Chris Brown,Nobodys Business,2013
22,2013-02-02,23,Ciara,Sorry,2013
23,2013-02-02,24,Drake,Doing It Wrong,2013
24,2013-02-02,25,Frank Ocean Featuring Earl Sweatshirt,Super Rich Kids,2013
0,2013-02-23,1,Justin Timberlake Featuring JAY Z,Suit & Tie,2013
1,2013-02-23,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
2,2013-02-23,3,Rihanna,Diamonds,2013
3,2013-02-23,4,Rihanna,Pour It Up,2013
4,2013-02-23,5,Miguel,Adorn,2013
5,2013-02-23,6,Frank Ocean,Thinkin Bout You,2013
6,2013-02-23,7,The Weeknd,Wicked Games,2013
7,2013-02-23,8,Jonn Hart Featuring IamSU!,Who Booty,2013
8,2013-02-23,9,Chris Brown,Don't Judge Me,2013
9,2013-02-23,10,Rihanna Featuring Future,Loveeeeeee Song,2013
10,2013-02-23,11,Tamar Braxton,Love And War,2013
11,2013-02-23,12,Emeli Sande,Next To Me,2013
12,2013-02-23,13,Keyshia Cole,Trust And Believe,2013
13,2013-02-23,14,Miguel,Do You...,2013
14,2013-02-23,15,Alicia Keys,Brand New Me,2013
15,2013-02-23,16,Kelly Rowland,Kisses Down Low,2013
16,2013-02-23,17,Avant Featuring KeKe Wyatt,You & I,2013
17,2013-02-23,18,Charlie Wilson,My Love Is All I Have,2013
18,2013-02-23,19,Trey Songz,Simply Amazing,2013
19,2013-02-23,20,Trey Songz,Fumble,2013
20,2013-02-23,21,Omarion & Wale,M.I.A.,2013
21,2013-02-23,22,Faith Evans,Tears Of Joy,2013
22,2013-02-23,23,Eric Benet,News For You,2013
23,2013-02-23,24,Rihanna Featuring A$AP Rocky,Cockiness (Love It),2013
24,2013-02-23,25,Frank Ocean,Pyramids,2013
0,2013-02-09,1,Rihanna,Diamonds,2013
1,2013-02-09,2,Alicia Keys Featuring Nicki Minaj,Girl On Fire,2013
2,2013-02-09,3,Justin Timberlake Featuring JAY Z,Suit & Tie,2013
3,2013-02-09,4,Miguel,Adorn,2013
4,2013-02-09,5,Rihanna,Pour It Up,2013
5,2013-02-09,6,Frank Ocean,Thinkin Bout You,2013
6,2013-02-09,7,The Weeknd,Wicked Games,2013
7,2013-02-09,8,Jonn Hart Featuring IamSU!,Who Booty,2013
8,2013-02-09,9,Chris Brown,Don't Judge Me,2013
9,2013-02-09,10,Miguel,Do You...,2013
10,2013-02-09,11,Keyshia Cole,Trust And Believe,2013
11,2013-02-09,12,Rihanna Featuring Future,Loveeeeeee Song,2013
12,2013-02-09,13,Tamar Braxton,Love And War,2013
13,2013-02-09,14,Alicia Keys,Brand New Me,2013
14,2013-02-09,15,Charlie Wilson,My Love Is All I Have,2013
15,2013-02-09,16,Avant Featuring KeKe Wyatt,You & I,2013
16,2013-02-09,17,Omarion & Wale,M.I.A.,2013
