,year,artist,song,points,duration
909,2021,Kiana Lede & Kehlani,Ur Best Friend,4519,182.858
910,2021,Yung Bleu & Kehlani,Beautiful Lies,4520,223.189
911,2021,RealestK,WFM,4549,136.0
912,2021,Drake,Fucking Fans,4569,209.772
913,2021,K Camp Featuring Jacquees,What's On Your Mind,4583,231.717
914,2021,H.E.R. Featuring Lil Baby,Find A Way,4595,203.066
915,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,4653,197.442
916,2021,Summer Walker & SZA,No Love,4685,231.497
917,2021,Ty Dolla $ign Featuring Jhene Aiko & Mustard,By Yourself,4702,148.927
918,2021,Summer Walker,Insane,4732,159.714
919,2021,Summer Walker & Cardi B,Bitter,4735,357.266
920,2021,Summer Walker Featuring Lil Durk,Toxic,4748,198.8
921,2021,Summer Walker & Ari Lennox,Unloyal,4751,207.294
922,2021,Summer Walker,Throw It Away,4754,151.714
923,2021,Kali Uchis & PARTYNEXTDOOR Or SZA,Fue Mejor,4756,230.964
924,2021,Queen Naija,Pack Lite,4770,176.955
925,2021,SZA Featuring Ty Dolla $ign,Hit Different,4778,202.007
926,2021,Russ Featuring Capella Grey,Seduce,4820,117.446
927,2021,Summer Walker,Reciprocate,4840,182.037
928,2021,Summer Walker,Constant Bulls**t,4849,130.154
929,2021,Toni Braxton Featuring H.E.R.,Gotta Move On,4851,160.776
930,2021,Queen Naija Featuring Lil Druk,Lie To Me,4852,150.467
931,2021,Tems Featuring Brent Faiyaz,Found,4857,209.454
932,2021,H.E.R.,Every Kind Of Way,4860,160.173
933,2021,Jhene Aiko Featuring H.E.R.,B.S.,4864,212.866
934,2021,Doja Cat,Imagine,4923,187.866
935,2021,Majid Jordan,Waves Of Blue,4930,208.746
936,2021,Chloe X Halle,Do It,5000,145.065
937,2021,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,5000,249.444
938,2021,Queen Naija & Ari Lennox,Set Him Up,5001,222.269
939,2021,Khalid,Present,5003,146.0
940,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Fly As Me,5008,219.389
941,2021,Swae Lee & Jhene Aiko,In The Dark,5013,67.22
942,2021,SZA,I Hate U,5053,173.906
943,2021,Adele With Erroll Garner,All Night Parking (Interlude),5067,161.829
944,2021,Ant Clemons Featuring Justin Timberlake,Better Days,5074,160.656
945,2021,DJ Khaled Featuring H.E.R. & Migos,We Going Crazy,5074,196.037
946,2021,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Oh Santa!,5075,204.706
947,2021,H.E.R.,We Made It,5077,201.613
948,2021,Brent Faiyaz,Mercedes,5078,233.069
949,2021,H.E.R. Featuring Yung Bleu,Paradise,5081,278.719
950,2021,Mary J. Blige,Good Morning Gorgeous,5082,174.728
951,2021,dvsn & Ty Dolla $ign,Memories,5083,189.486
952,2021,"DJ Khaled Featuring Bryson Tiller, H.E.R. & Meek Mill",I Can Have It All,5083,270.188
953,2021,"dvsn, Ty Dolla $ign & Mac Miller",I Believed It,5084,246.609
954,2022,Tems,Free Mind,1124,247.578
955,2022,Lizzo,About Damn Time,2473,191.822
956,2022,The Weeknd,Out Of Time,2653,214.193
957,2022,"Kendrick Lamar, Blxst & Amanda Reifer",Die Hard,2705,239.026
958,2022,Summer Walker & SZA,No Love,2760,231.497
959,2022,Steve Lacy,Bad Habit,2781,232.066
960,2022,Ella Mai,DFMU,2902,197.52
961,2022,Yung Bleu & Kehlani,Beautiful Lies,2908,223.189
962,2022,Queen Naija & Big Sean,Hate Our Love,2979,226.373
963,2022,Silk Sonic (Bruno Mars & Anderson .Paak),Love's Train,3040,307.014
964,2022,Mary J. Blige,Good Morning Gorgeous,3062,174.728
965,2022,Chris Brown Featuring WizKid,Call Me Everyday,3131,147.33
966,2022,Doja Cat,Woman,3197,172.626
967,2022,SZA,I Hate U,3197,173.906
968,2022,Muni Long,Hrs And Hrs,3199,208.445
969,2022,Brent Faiyaz,All Mine,3212,216.062
970,2022,The Weeknd,Sacrifice,3213,188.918
971,2022,Diddy & Bryson Tiller,Gotta Move On,3223,160.776
972,2022,Beyonce,Cuff It,3261,225.388
973,2022,Beyonce,Break My Soul,3313,278.281
974,2022,Fireboy DML & Ed Sheeran,Peru,3349,187.111
975,2022,Lucky Daye,Over,3466,233.56
976,2022,The Weeknd & Ariana Grande,Die For You,3521,260.253
977,2022,Steve Lacy,Static,3563,156.506
978,2022,The Weeknd,Is There Someone Else?,3593,199.111
979,2022,Beyonce,Alien Superstar,3614,215.459
980,2022,Chris Brown,Under The Influence,3711,184.613
981,2022,Ari Lennox,Pressure,3771,259.687
982,2022,Chris Brown,WE (Warm Embrace),3797,234.946
983,2022,Summer Walker & Ari Lennox,Unloyal,3821,207.294
984,2022,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,3878,197.442
985,2022,Giveon,Lost Me,3881,180.953
986,2022,Muni Long,Time Machine,3888,143.64
987,2022,Chris Brown,Iffy,3929,236.348
988,2022,Tory Lanez,The Color Violet,3936,226.466
989,2022,Ella Mai Featuring Roddy Ricch,How,3968,223.84
990,2022,Summer Walker & JT,Ex For A Reason,4005,225.502
991,2022,SZA,Awkward,4047,178.0
992,2022,Steve Lacy,Dark Red,4074,173.104
993,2022,Summer Walker,Insane,4132,159.714
994,2022,Beyonce Featuring BEAM,Energy,4236,181.933
995,2022,Pharrell Williams,Just A Cloud Away,4316,176.078
996,2022,Kehlani Featuring Justin Bieber,Up At Night,4332,182.226
997,2022,Montell Fish,Hotel,4342,391.376
998,2022,Hotel Ugly,Shut Up My Moms Calling,4370,164.571
999,2022,Muni Long,Another,4400,214.653
1000,2022,Mariah The Scientist,Spread Thin,4401,202.519
1001,2022,Giveon,For Tonight,4415,192.257
1002,2022,RealestK,WFM,4445,136.0
1003,2022,Beyonce,Church Girl,4454,224.472
1004,2022,SZA,Shirt,4490,181.84
1005,2022,Rihanna,Lift Me Up,4493,196.519
1006,2022,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,After Last Night,4522,249.444
1007,2022,Bryson Tiller,Outside,4548,129.105
1008,2022,Giveon,Lie Again,4575,182.439
1009,2022,Chloe,Have Mercy,4602,148.778
1010,2022,Beyonce,I'm That Girl,4637,208.014
1011,2022,Beyonce,Cozy,4649,210.372
1012,2022,Beyonce,Plastic Off The Sofa,4654,254.319
1013,2022,Post Malone With Mark Morrison & Sickick,Cooped Up / Return Of The Mack,4669,127.253
1014,2022,"Ronald Isley, Beyonce & The Isley Brothers",Make Me Say It Again Girl,4698,314.424
1015,2022,Thundercat,Them Changes,4698,188.453
1016,2022,Drake,Falling Back,4713,266.178
1017,2022,Beyonce,Heated,4742,260.769
1018,2022,Beyonce,Virgo's Groove,4745,368.758
1019,2022,H.E.R. Featuring Lil Baby,Find A Way,4775,203.066
1020,2022,Tank,I Deserve,4775,206.137
1021,2022,H.E.R.,Every Kind Of Way,4789,160.173
1022,2022,"The Weeknd Featuring Tyler, The Creator",Here We Go... Again,4826,164.541
1023,2022,The Weeknd,Best Friends,4832,163.504
1024,2022,Beyonce,Thique,4837,244.792
1025,2022,Beyonce Featuring Grace Jones & Tems,Move,4845,201.16
1026,2022,Snoh Aalegra,In Your Eyes,4849,237.52
1027,2022,Summer Walker Featuring Lil Durk,Toxic,4857,198.8
1028,2022,Frank Ocean,Lost,4873,234.093
1029,2022,Chloe,Treat Me,4912,238.354
1030,2022,Beyonce,Summer Renaissance,4917,273.997
1031,2022,The Weeknd Featuring Lil Wayne,I Heard You're Married,4918,263.641
1032,2022,BLEU & Nicki Minaj,Love In The Way,4925,221.534
1033,2022,Summer Walker & Cardi B,Bitter,4936,357.266
1034,2022,Kehlani,Everything,4940,187.047
1035,2022,"Metro Boomin, The Weeknd & 21 Savage",Creepin',4956,221.52
1036,2022,Wizkid Featuring Justin Bieber & Tems,Essence,4956,248.04
1037,2022,Doja Cat & The Weeknd,You Right,4959,186.173
1038,2022,Normani Featuring Cardi B,Wild Side,4965,281.96
1039,2022,Drake,Texts Go Green,4973,308.82
1040,2022,Drake,Calling My Name,4979,129.964
1041,2022,Lizzo,Someday At Christmas,4981,169.293
1042,2022,Brent Faiyaz,Loose Change,4984,226.011
1043,2022,Drake,A Keeper,4988,173.097
1044,2022,Chris Brown Featuring Jack Harlow,Psychic,4991,220.76
1045,2022,Brent Faiyaz,Price Of Fame,4993,379.004
1046,2022,Drake,Flight's Booked,4995,254.407
1047,2022,Chris Brown Featuring Lil Baby,Addicted,4997,222.826
1048,2022,Steve Lacy,Mercury,4999,124.538
1049,2022,Rihanna,Born Again,4999,208.213
1050,2022,Khalid,Last Call,5001,169.863
1051,2022,The Weeknd,Don't Break My Heart,5003,229.6
1052,2022,Beyonce,Pure/Honey,5005,288.254
1053,2022,Beyonce Featuring Kendrick Lamar,America Has A Problem,5008,260.962
1054,2023,SZA,Kill Bill,2553,153.946
1055,2023,"Metro Boomin, The Weeknd & 21 Savage",Creepin',2582,221.52
1056,2023,The Weeknd & Ariana Grande,Die For You,2705,260.253
1057,2023,SZA,Snooze,2714,201.8
1058,2023,Miguel,Sure Thing,2781,195.373
1059,2023,Chris Brown,Under The Influence,3332,184.613
1060,2023,Lizzo Featuring SZA,Special,3507,158.84
1061,2023,SZA,Shirt,3567,181.84
1062,2023,SZA,Nobody Gets Me,3614,180.853
1063,2023,SZA,Blind,3635,200.04
1064,2023,Kali Uchis,Moonlight,3646,187.723
1065,2023,SZA,Low,3648,181.08
1066,2023,SZA Featuring Phoebe Bridgers,Ghost In The Machine,3706,218.586
1067,2023,SZA,Love Language,3722,183.893
1068,2023,SZA Featuring Travis Scott,Open Arms,3774,239.613
1069,2023,Coco Jones,ICU,3795,241.624
1070,2023,Brent Faiyaz,Jackie Brown,3799,169.013
1071,2023,Kali Uchis,I Wish You Roses,3799,219.954
1072,2023,Beyonce,Cuff It,3905,225.388
1073,2023,Doechii Featuring Kodak Black,What It Is (Block Boy),3998,223.343
1074,2023,SZA,Seek & Destroy,4038,203.733
1075,2023,Ella Mai,This Is,4072,222.16
1076,2023,Rihanna,Lift Me Up,4163,196.519
1077,2023,"Tyler, The Creator Featuring Kali Uchis",See You Again,4219,180.386
1078,2023,PARTYNEXTDOOR,Her Way,4227,216.63
1079,2023,Usher,GLU,4242,135.066
1080,2023,Justine Skye Featuring Tyga,Collide,4248,260.169
1081,2023,The Weeknd Featuring Future,Double Fantasy,4355,268.235
1082,2023,Daniel Caesar,Always,4360,223.746
1083,2023,Tory Lanez,The Color Violet,4408,226.466
1084,2023,Hotel Ugly,Shut Up My Moms Calling,4411,164.571
1085,2023,Iniko,Jericho,4435,158.133
1086,2023,Summer Walker,Karma,4453,204.852
1087,2023,SZA Featuring Don Toliver,Used,4454,146.95
1088,2023,Steve Lacy,Bad Habit,4484,232.066
1089,2023,Marshmello & Brent Faiyaz,Fell In Love,4586,121.283
1090,2023,Steve Lacy,Dark Red,4608,173.104
1091,2023,Beyonce Featuring Kendrick Lamar,America Has A Problem,4620,260.962
1092,2023,SZA,Special,4694,158.84
1093,2023,Tina Turner,What's Love Got To Do With It,4743,226.88
1094,2023,SZA,Gone Girl,4858,244.026
1095,2023,"The Weeknd, Playboi Carti & Madonna",Popular,4878,215.466
1096,2023,Janelle Monae,Lipstick Lover,4932,169.386
1097,2023,SZA,SOS,4934,238.92
1098,2023,SZA,Notice Me,4942,160.92
1099,2023,SZA,Smoking On My Ex Pack,4946,83.826
1100,2023,Clara La San,In This Darkness,5019,197.0
1101,2023,Rihanna Featuring Jay-Z,Umbrella,5072,275.986
1102,2023,Rihanna,Diamonds,5076,225.146
1103,2023,"Tyler, The Creator Featuring A$AP Rocky",WHARF TALK,5082,204.109
1104,2023,Victoria Monet,On My Mama,5087,186.678
1105,2023,Daniel Caesar,Let Me Go,5090,174.8
1106,2023,Tank Featuring Chris Brown,See Through Love,5096,230.453
1107,2023,Daniel Caesar,Do You Like Me?,5099,227.663
1108,2023,Alicia Keys Featuring Khalid & Lucky Daye,Come For Me (Unlocked),5100,209.853
1109,2023,Lizzo,Someday At Christmas,5161,169.293
1110,2023,Chris Brown,Summer Too Hot,5162,188.504
1111,2023,Summer Walker Featuring Childish Gambino,New Type,5165,265.906
1112,2023,"The Weeknd, JENNIE & Lily Rose Depp",One Of The Girls,5165,244.684
1113,2023,Rihanna,Love On The Brain,5166,224.0
1114,2023,Summer Walker,Hardlife,5167,193.413
1115,2023,Rihanna,Needed Me,5167,191.6
1116,2023,Chloe & Chris Brown,How Does It Feel,5168,166.623
1117,2023,Daniel Caesar,Valentina,5168,154.531
1118,2023,Rihanna,B**** Better Have My Money,5169,219.305
1119,2023,Rihanna Featuring Drake,Work,5170,235.32
1120,2023,Rihanna,Rude Boy,5171,222.92
1121,2023,Summer Walker,How Does It Feel,5171,166.623
1122,2023,Summer Walker,Pull Up,5172,133.0
1123,2023,Rihanna,Pour It Up,5172,161.2
1124,2023,Summer Walker,Mind Yo Mouth,5173,148.08
1125,2023,Fridayy Featuring Chris Brown,Don't Give It Away,5173,206.143
1126,2023,Miguel,Give It To Me,5173,234.026
1127,2023,Don Toliver Featuring Wizkid,Slow Motion,5173,248.2
1128,2023,Janelle Monae,Champagne Shit,5173,143.2
1129,2023,Kali Uchis Featuring Don Toliver,Fantasy,5174,243.493
1130,2023,6LACK Featuring Don Toliver,Temporary,5174,178.333
1131,2023,Mariah Carey,It's A Wrap,5175,238.866
1132,2023,SZA,Conceited,5175,151.413
1133,2023,Jhene Aiko,Calm & Patient,5175,213.333
1134,2023,Don Toliver & Kali Uchis,4 Me,5175,160.426
1135,2023,Summer Walker,Finding Peace,5176,183.16
1136,2023,Victoria Monet Featuring Buju Banton,Party Girls,5176,243.094
1137,2023,Ambre Featuring Jvck James,I'm Baby,5176,202.755
