,year,artist,song,points,duration
455,2017,Childish Gambino,Redbone,1866,326.933
456,2017,Khalid,Young Dumb & Broke,2220,202.546
457,2017,blackbear,Do Re Mi,2326,212.027
458,2017,The Weeknd,Reminder,2353,218.88
459,2017,blackbear,idfc,2388,245.172
460,2017,Bruno Mars,Versace On The Floor,2439,261.24
461,2017,Khalid,Location,2503,168.783
462,2017,SZA,The Weekend,2751,272.186
463,2017,DJ Khaled Featuring Rihanna & Bryson Tiller,Wild Thoughts,2792,204.664
464,2017,DJ Khaled Featuring Beyonce & JAY Z,Shining,2836,170.16
465,2017,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,2843,192.96
466,2017,Chris Brown,Privacy,2924,220.963
467,2017,Jacquees,B.E.D.,2942,236.146
468,2017,Khalid,Saved,3092,206.533
469,2017,The Weeknd Featuring Daft Punk,I Feel It Coming,3109,269.186
470,2017,Bruno Mars,24K Magic,3117,225.983
471,2017,SZA Featuring Travis Scott,Love Galore,3159,275.08
472,2017,Calvin Harris Featuring Frank Ocean & Migos,Slide,3165,212.066
473,2017,Trey Songz,Nobody Else But You,3232,229.013
474,2017,Drake,Passionfruit,3332,298.94
475,2017,Russ,Losin Control,3370,237.506
476,2017,The Weeknd & Ariana Grande,Die For You,3386,260.253
477,2017,Chris Brown Featuring Usher & Gucci Mane,Party,3390,202.066
478,2017,SZA,Broken Clocks,3501,231.253
479,2017,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,3595,294.642
480,2017,Future Featuring Rihanna,Selfish,3621,245.604
481,2017,Calvin Harris Featuring Future & Khalid,Rollin,3624,228.093
482,2017,Chris Brown,Questions,3627,134.387
483,2017,Rihanna,Love On The Brain,3681,224.0
484,2017,XXXTENTACION Featuring Trippie Redd,F**k Love,3750,170.602
485,2017,Miguel Featuring Travis Scott,Sky Walker,3773,259.333
486,2017,The Weeknd,Party Monster,3801,249.213
487,2017,Drake,Teenage Fever,3838,219.692
488,2017,Bryson Tiller,Run Me Dry,3863,169.266
489,2017,PARTYNEXTDOOR,Not Nice,3871,202.661
490,2017,Tank,When We,3908,290.9
491,2017,The Weeknd Featuring Daft Punk,Starboy,3972,230.453
492,2017,Daniel Caesar Featuring Kali Uchis,Get You,3997,278.179
493,2017,DeJ Loaf,No Fear,4068,169.853
494,2017,Kehlani,Distraction,4087,171.319
495,2017,Drake,Signs,4110,234.373
496,2017,Jhene Aiko,While We're Young,4215,236.16
497,2017,John Legend,Love Me Now,4302,210.293
498,2017,Sevyn Streeter,Before I Do,4305,237.037
499,2017,Drake,Blem,4307,216.557
500,2017,Bryson Tiller,Somethin Tells Me,4322,194.266
501,2017,Kehlani,Gangsta,4340,240.693
502,2017,Solange,Cranes In The Sky,4371,250.973
503,2017,The Weeknd,Six Feet Under,4401,189.613
504,2017,Calvin Harris Featuring Kehlani & Lil Yachty,Faking It,4447,240.093
505,2017,Beyonce,All Night,4504,197.64
506,2017,Jazmine Sullivan X Bryson Tiller,Insecure,4537,218.072
507,2017,The Weeknd Featuring Kendrick Lamar,Sidewalks,4567,231.36
508,2017,Drake Featuring Jorja Smith & Black Coffee,Get It Together,4579,291.4
509,2017,"Kevin ""Chocolate Droppa"" Hart Featuring Trey Songz",Push It On Me,4592,232.806
510,2017,Chris Brown,Tempo,4664,175.342
511,2017,Bruno Mars,Chunky,4697,186.973
512,2017,G-Eazy & Kehlani,Good Life,4714,207.0
513,2017,Lloyd,Tru,4777,167.534
514,2017,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,4781,276.96
515,2017,The Weeknd,Secrets,4783,133.331
516,2017,SZA,Garden (Say It Like That),4789,173.165
517,2017,Khalid,8TEEN,4792,228.6
518,2017,Drake,Madiba Riddim,4831,205.162
519,2017,Drake Featuring Sampha,4422,4834,186.293
520,2017,Tory Lanez,Shooters,4851,97.436
521,2017,Daniel Caesar Featuring H.E.R.,Best Part,4853,209.831
522,2017,Jeremih Featuring Chris Brown & Big Sean,I Think Of You,4855,205.68
523,2017,The Weeknd,True Colors,4855,227.6
524,2017,Russ,Wife You Up,4858,183.253
525,2017,Mary J. Blige,U + Me (Love Lesson),4859,296.8
526,2017,Tamar Braxton,My Man,4860,333.154
527,2017,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,4877,325.614
528,2017,Rihanna,Sex With Me,4897,206.4
529,2017,Jacquees X DeJ Loaf,At The Club,4910,173.053
530,2017,XXXTENTACION,Depression & Obsession,4915,144.733
531,2017,Drake,Nothings Into Somethings,4925,153.724
532,2017,Bryson Tiller,Self-Made,4991,167.853
533,2017,XXXTENTACION,Save Me,4999,240.722
534,2017,Miguel Featuring J. Cole & Salaam Remi,Come Through And Chill,4999,322.0
535,2017,Drake Featuring PARTYNEXTDOOR,Since Way Back,5007,368.035
536,2017,Tory Lanez,I Sip,5009,196.435
537,2017,Kanye West,Fade,5018,295.6
538,2017,Mary J. Blige,Thick Of It,5019,241.92
539,2017,Chris Brown,To My Bed,5019,273.353
540,2017,Bryson Tiller,Don't Get Too High,5080,209.04
541,2017,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,Don't Quit,5081,229.146
542,2017,Kehlani,CRZY,5083,191.72
543,2017,Frank Ocean,Chanel,5084,201.993
544,2017,Miguel,Pineapple Skies,5086,281.36
545,2017,Nicki Minaj,Regret In Your Tears,5086,229.573
546,2017,SZA Featuring Kendrick Lamar,Doves In The Wind,5087,266.08
547,2017,Bryson Tiller,No Longer Friends,5088,134.746
548,2017,Bryson Tiller Featuring Young Thug,Get Mine,5088,202.279
549,2017,XXXTENTACION,Orlando,5089,163.84
550,2017,Leon Bridges,River,5091,162.973
551,2017,Keyshia Cole Featuring Remy Ma & French Montana,You,5091,157.477
552,2017,"Frank Ocean Featuring JAY Z & Tyler, The Creator",Biking,5092,277.52
553,2017,Chris Brown Featuring Jhene Aiko & R. Kelly,Juicy Booty,5093,273.279
554,2018,Daniel Caesar Featuring H.E.R.,Best Part,651,209.831
555,2018,H.E.R.,Focus,806,200.133
556,2018,Queen Naija,Medicine,1723,219.135
557,2018,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,2211,276.96
558,2018,Ella Mai,Boo'd Up,2528,256.063
559,2018,XXXTENTACION,Changes,2710,121.886
560,2018,The Weeknd,Call Out My Name,2825,228.373
561,2018,Tory Lanez & Rich The Kid,Talk To Me,2955,227.705
562,2018,Daniel Caesar Featuring Kali Uchis,Get You,3073,278.179
563,2018,Bruno Mars & Cardi B,Finesse,3078,182.08
564,2018,Queen Naija,Karma,3078,204.852
565,2018,Drake Featuring Michael Jackson,Don't Matter To Me,3088,225.008
566,2018,SZA,Broken Clocks,3114,231.253
567,2018,Kendrick Lamar & SZA,All The Stars,3146,232.186
568,2018,The Weeknd & Kendrick Lamar,Pray For Me,3207,211.42
569,2018,Lil Dicky Featuring Chris Brown,Freaky Friday,3212,216.631
570,2018,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,3235,260.0
571,2018,Ella Mai,Trip,3277,213.993
572,2018,Jacquees X DeJ Loaf,At The Club,3277,173.053
573,2018,Ciara,Level Up,3309,204.15
574,2018,Chris Brown,Tempo,3313,175.342
575,2018,H.E.R. Featuring Bryson Tiller,Could've Been,3506,252.746
576,2018,TK Kravitz Featuring Jacqueez,Ocean,3512,164.776
577,2018,Post Malone,Rich & Sad,3611,206.453
578,2018,Janelle Monae,I Like That,3720,158.083
579,2018,Miguel Featuring J. Cole & Salaam Remi,Come Through And Chill,3759,322.0
580,2018,"Khalid, Ty Dolla $ign & 6LACK",OTW,3775,263.013
581,2018,Khalid,Better,3874,220.306
582,2018,Post Malone Featuring Swae Lee,Spoil My Night,3957,194.56
583,2018,Joji,Slow Dancing In The Dark,4016,209.273
584,2018,Jhene Aiko,While We're Young,4028,236.16
585,2018,Teyana Taylor,Gonna Love Me,4046,166.997
586,2018,Toni Braxton,Long As I Live,4072,290.906
587,2018,Layton Greene,Roll In Peace,4075,213.132
588,2018,Childish Gambino,Summertime Magic,4086,213.6
589,2018,Jeremih & Ty Dolla $ign,The Light,4115,172.218
590,2018,Summer Walker X Drake,Girls Need Love,4182,222.374
591,2018,Tank,When We,4210,290.9
592,2018,Ella Mai,Naked,4238,108.5
593,2018,Miguel Featuring Travis Scott,Sky Walker,4274,259.333
594,2018,XXXTENTACION,I Don't Wanna Do This Anymore,4304,87.56
595,2018,The Weeknd,Wasted Times,4314,220.293
596,2018,Jacquees,You,4365,157.477
597,2018,Queen Naija,Butterflies,4375,219.053
598,2018,Travis Scott,Wake Up,4387,204.664
599,2018,blackbear,idfc,4408,245.172
600,2018,The Weeknd,Try Me,4421,221.106
601,2018,Khalid & Kane Brown,Saturday Nights,4465,210.666
602,2018,Khalid & Swae Lee,The Ways,4465,238.893
603,2018,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,4469,198.902
604,2018,Tory Lanez,Shooters,4529,97.436
605,2018,Childish Gambino,Feels Like Summer,4542,297.404
606,2018,Post Malone,Otherside,4566,255.373
607,2018,Khalid,Coaster,4635,199.12
608,2018,Drake Featuring Static Major & Ty Dolla $ign,After Dark,4640,259.146
609,2018,Calvin Harris Featuring Kehlani & Lil Yachty,Faking It,4651,240.093
610,2018,Post Malone,Blame It On Me,4652,162.666
611,2018,Khalid Featuring Empress Of,Suncity,4662,189.493
612,2018,XXXTENTACION Featuring Trippie Redd,F**k Love,4675,170.602
613,2018,"XXXTENTACION Featuring Rio Santana, Judah & Carlos Andrez",I Don't Even Speak Spanish LOL,4689,181.333
614,2018,Kanye West Featuring PARTYNEXTDOOR,Ghost Town,4725,271.386
615,2018,The Weeknd & Ariana Grande,Die For You,4729,260.253
616,2018,Jacquees,B.E.D.,4732,236.146
617,2018,Ella Mai Featuring Chris Brown,Whatchamacallit,4748,179.41
618,2018,Janelle Monae,Make Me Feel,4749,194.23
619,2018,Chris Brown,Questions,4749,134.387
620,2018,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,4767,294.642
621,2018,"Kali Uchis Featuring Tyler, The Creator & Bootsy Collins",After The Storm,4776,207.454
622,2018,SZA,Garden (Say It Like That),4785,173.165
623,2018,John Legend Featuring Stevie Wonder,What Christmas Means To Me,4800,147.8
624,2018,Drake,Jaded,4802,185.933
625,2018,Drake,Summer Games,4808,247.893
626,2018,Drake,Finesse,4816,182.08
627,2018,The Weeknd Featuring Gesaffelstein,I Was Never There,4828,241.066
628,2018,Jorja Smith,I Am,4829,183.853
629,2018,The Weeknd Featuring Gesaffelstein,Hurt You,4829,230.026
630,2018,6LACK Featuring Future,East Atlanta Love Letter,4831,246.088
631,2018,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",Feels,4836,192.96
632,2018,Mariah Carey,With You,4848,252.12
633,2018,Tinashe Featuring Offset,No Drama,4848,196.733
634,2018,Tamia,Leave It Smokin',4863,234.935
635,2018,Leon Bridges,Beyond,4865,240.6
636,2018,Khalid,8TEEN,4866,228.6
637,2018,Drake,Peak,4904,206.026
638,2018,Drake,Ratchet Happy Birthday,4912,207.306
639,2018,The Weeknd,Privilege,4915,160.821
640,2018,XXXTENTACION,Before I Close My Eyes,4922,99.658
641,2018,Metro Boomin Featuring Swae Lee & WizKid,Borrowed Love,4922,230.24
642,2018,XXXTENTACION,"Alone, Part 3",4922,109.986
643,2018,Ne-Yo,Good Man,4931,210.866
644,2018,Russ,Wife You Up,4932,183.253
645,2018,Ella Mai,Shot Clock,4938,201.609
646,2018,Khalid,Young Dumb & Broke,4953,202.546
647,2018,Lil Wayne Featuring Nicki Minaj,Dark Side Of The Moon,4979,168.572
648,2018,The Carters,Friends,4988,230.01
649,2018,The Carters,Summer,4991,222.533
650,2018,Zacari & Babes Wodumo,Redemption,4996,333.946
651,2018,Khalid,Vertigo,4998,167.509
652,2018,6LACK,Switch,5007,168.648
653,2018,Zacari,Redemption Interlude,5009,85.266
654,2019,Joji,Slow Dancing In The Dark,1127,209.273
655,2019,Khalid,Talk,1574,174.857
656,2019,Ella Mai,Shot Clock,1622,201.609
657,2019,Chris Brown Featuring Drake,No Guidance,2474,260.64
658,2019,Summer Walker X Drake,Girls Need Love,2526,222.374
659,2019,Lizzo,Juice,2649,195.144
660,2019,Jhene Aiko,Triggered,2722,209.933
661,2019,Khalid & Kane Brown,Saturday Nights,2767,210.666
662,2019,DaniLeigh Featuring Chris Brown,Easy,2835,256.426
663,2019,"Tyler, The Creator",EARFQUAKE,2857,190.066
664,2019,Chris Brown Featuring Gunna,Heat,2892,238.805
665,2019,Ali Gatie,It's You,2896,212.606
666,2019,Chris Brown,Undecided,2906,185.0
667,2019,H.E.R. Featuring Bryson Tiller,Could've Been,2972,252.746
668,2019,Travis Scott,Wake Up,2997,204.664
669,2019,Kiana Lede,Ex,3051,194.613
670,2019,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,3075,171.646
671,2019,Beyonce,Before I Let Go,3117,236.106
672,2019,Kehlani Featuring Ty Dolla $ign,Nights Like This,3118,201.787
673,2019,Khalid,Better,3158,220.306
674,2019,Luh Kel,Wrong,3193,136.146
675,2019,Jessie Reyez & JMR Or 6LACK,Imported,3297,225.213
676,2019,Queen Naija,Karma,3313,204.852
677,2019,Khalid Featuring A Boogie Wit da Hoodie,Right Back,3569,215.226
678,2019,DJ Khaled Featuring SZA,Just Us,3570,221.378
679,2019,Lizzo,Good As Hell,3571,159.735
680,2019,Summer Walker,Playing Games,3616,143.226
681,2019,Doja Cat & Tyga,Juicy,3701,302.76
682,2019,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",You Stay,3704,275.275
683,2019,Nicole Bus,You,3807,157.477
684,2019,Kirk Franklin,Love Theory,3849,251.714
685,2019,Tory Lanez & Rich The Kid,Talk To Me,3869,227.705
686,2019,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,3874,198.902
687,2019,Chris Brown Featuring Nicki Minaj & G-Eazy,Wobble Up,4050,221.053
688,2019,XXXTENTACION,whoa (mind in awe),4057,157.776
689,2019,Jacquees,You,4120,157.477
690,2019,LightSkinKeisha & BSmyth,Ride Good,4166,220.377
691,2019,Gesaffelstein & The Weeknd,Lost In The Fire,4224,202.093
692,2019,Summer Walker & Usher,Come Thru,4265,236.36
693,2019,H.E.R. Featuring YG,Slide,4300,212.066
694,2019,Summer Walker Featuring Jhene Aiko,I'll Kill You,4301,179.973
695,2019,Khalid,My Bad,4355,149.952
696,2019,Yella Beezy Featuring Chris Brown,Restroom Occupied,4360,216.482
697,2019,Queen Naija,Butterflies,4365,219.053
698,2019,"Khalid, Ty Dolla $ign & 6LACK",OTW,4376,263.013
699,2019,Alicia Keys Featuring Miguel,Show Me Love,4397,252.106
700,2019,Jacquees Featuring Lil Baby,Your Peace,4469,183.933
701,2019,Summer Walker Featuring A Boogie Wit da Hoodie,Stretch You Out,4472,143.493
702,2019,Teyana Taylor,Gonna Love Me,4507,166.997
703,2019,Teyana Taylor Featuring King Combs,How You Want It,4534,222.213
704,2019,Khalid With John Mayer,Outta My Head,4564,177.066
705,2019,Summer Walker,Body,4578,162.546
706,2019,Kaash Paige,Love Songs,4602,148.64
707,2019,Mariah Carey,With You,4604,252.12
708,2019,Swae Lee Featuring Drake,Won't Be Late,4647,218.709
709,2019,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",Brown Skin Girl,4654,248.472
710,2019,Ella Mai,Trip,4657,213.993
711,2019,Trey Songz Featuring Chris Brown,Chi Chi,4682,139.567
712,2019,Ella Mai,Naked,4700,108.5
713,2019,Ari Lennox,BMO,4701,146.914
714,2019,Tory Lanez & T-Pain,Jerry Sprunger,4705,233.546
715,2019,"SZA, The Weeknd & Travis Scott",Power Is Power,4718,211.266
716,2019,Summer Walker,Drunk Dialing...LODT,4759,134.44
717,2019,Khalid x SAFE,Don't Pretend,4764,165.84
718,2019,The Bonfyre,Automatic,4769,247.826
719,2019,Jhene Aiko Featuring Big Sean,None Of Your Concern,4814,259.385
720,2019,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,4815,260.0
721,2019,Joji,Sanctuary,4836,180.018
722,2019,Summer Walker,Over It,4846,131.106
723,2019,Khalid,Up All Night,4846,234.333
724,2019,H.E.R.,Hard Place,4850,271.733
725,2019,The Weeknd,Heartless,4857,211.0
726,2019,Doja Cat,Candy,4887,207.626
727,2019,Kanye West,Closed On Sunday,4896,151.873
728,2019,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",Jealous,4902,122.338
729,2019,Beyonce,Spirit,4906,242.893
730,2019,PARTYNEXTDOOR Featuring Drake,Loyal,4908,227.36
731,2019,XXXTENTACION Featuring PnB Rock & Trippie Redd,Bad Vibes Forever,4911,150.475
732,2019,NAV Featuring The Weeknd,Price On My Head,4911,217.775
733,2019,Khalid,Bad Luck,4914,162.009
734,2019,Ciara,Level Up,4918,204.15
735,2019,Ty Dolla $ign Featuring J. Cole,Purple Emoji,4918,163.754
736,2019,Kehlani Featuring Dom Kennedy,Nunya,4924,244.688
737,2019,SiR Featuring Kendrick Lamar,Hair Down,4936,216.933
738,2019,Ann Marie Featuring YK Osiris,Secret,4943,133.331
739,2019,The Weeknd,Blinding Lights,4963,200.04
740,2019,John Legend,Happy Xmas (War Is Over),4991,220.588
741,2019,Summer Walker,Potential,5004,219.773
742,2019,Summer Walker,Tonight,5010,200.466
743,2019,Summer Walker & PARTYNEXTDOOR,Just Might,5012,205.733
744,2019,Mahalia Featuring Ella Mai,What You Did,5017,206.946
745,2019,Tank,Dirty,5019,193.653
746,2019,Melii Featuring A Boogie Wit da Hoodie,HML,5021,179.184
747,2019,Khalid Featuring Empress Of,Suncity,5023,189.493
748,2019,Drake,Trust Issues,5072,281.518
749,2019,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",Mood 4 Eva,5075,272.068
750,2019,Drake Featuring Michael Jackson,Don't Matter To Me,5076,225.008
751,2019,Khalid,Self,5080,189.466
752,2019,Tory Lanez Featuring Chris Brown,The Take,5081,221.492
753,2019,"Tyler, The Creator","Gone, Gone / Thank You",5083,375.386
754,2020,The Weeknd,Blinding Lights,84,200.04
755,2020,Jhene Aiko Featuring H.E.R.,B.S.,1418,212.866
756,2020,Chris Brown & Young Thug,Go Crazy,2108,176.96
757,2020,Doja Cat Featuring Gucci Mane,Like That,2319,163.173
758,2020,Chloe X Halle,Do It,2399,145.065
759,2020,Doja Cat,Say So,2461,237.893
760,2020,Justin Bieber,Yummy,2625,208.52
761,2020,Justin Bieber Featuring Quavo,Intentions,2694,212.866
762,2020,PARTYNEXTDOOR & Rihanna,Believe It,2765,183.219
763,2020,Jhene Aiko,P*$$y Fairy (OTW),2915,181.86
764,2020,Ne-Yo & Jeremih,U 2 Luv,2951,208.215
765,2020,Kehlani Featuring Tory Lanez,Can I,2998,278.769
766,2020,Khalid x Disclosure,Know Your Worth,3046,181.436
767,2020,Trey Songz Featuring Summer Walker,Back Home,3068,199.112
768,2020,Usher Featuring Ella Mai,Don't Waste My Time,3165,199.72
769,2020,Skip Marley & H.E.R.,Slow Down,3214,212.093
770,2020,Alicia Keys,Underdog,3307,204.4
771,2020,The Weeknd,Heartless,3401,211.0
772,2020,H.E.R. Featuring YG,Slide,3467,212.066
773,2020,Summer Walker & Usher,Come Thru,3472,236.36
774,2020,Tory Lanez Featuring Chris Brown,The Take,3478,221.492
775,2020,PARTYNEXTDOOR Featuring Drake,Loyal,3575,227.36
776,2020,Queen Naija,Pack Lite,3590,176.955
777,2020,Giveon,Like I Want You,3611,260.776
778,2020,The Weeknd,After Hours,3637,361.026
779,2020,Queen Naija,Butterflies Pt. 2,3648,150.345
780,2020,K Camp Featuring Jacquees,What's On Your Mind,3697,231.717
781,2020,Trippie Redd & PARTYNEXTDOOR,Excitement!,3703,283.285
782,2020,VEDO,You Got It,3792,203.144
783,2020,SZA Featuring Ty Dolla $ign,Hit Different,3799,202.007
784,2020,Kem,Lie To Me,3937,150.467
785,2020,Kehlani,Toxic,4025,198.8
786,2020,Mahalia Featuring Ella Mai,What You Did,4045,206.946
787,2020,Usher,Bad Habits,4128,230.746
788,2020,Snoh Aalegra,I Want You Around,4153,212.787
789,2020,Beyonce,Black Parade,4169,281.272
790,2020,SZA X Justin Timberlake,The Other Side,4203,214.373
791,2020,Doja Cat & Tyga,Juicy,4204,302.76
792,2020,Tory Lanez & T-Pain,Jerry Sprunger,4217,233.546
793,2020,Rotimi Featuring Wale,In My Bed,4243,185.461
794,2020,Ali Gatie,What If I Told You That I Love You,4259,193.667
795,2020,Bryson Tiller Featuring Drake,Outta Time,4269,198.821
796,2020,DaniLeigh Featuring Chris Brown,Easy,4274,256.426
797,2020,Ella Mai,Not Another Love Song,4292,217.801
798,2020,Queen Naija Featuring Lil Druk,Lie To Me,4317,150.467
799,2020,Khalid,Eleven,4346,178.453
800,2020,Lizzo,Good As Hell,4365,159.735
801,2020,Jhene Aiko Featuring Mila J,On The Way,4385,222.6
802,2020,Yung Bleu Featuring Drake,You're Mines Still,4404,226.22
803,2020,Drake,Time Flies,4482,192.931
804,2020,H.E.R.,Damage,4493,223.414
805,2020,Foushee,Deep End,4504,206.142
806,2020,Jhene Aiko Featuring Future & Miguel,Happiness Over Everything (H.O.E.),4526,188.16
807,2020,Summer Walker Featuring Jhene Aiko,I'll Kill You,4526,179.973
808,2020,"Layton Greene, Lil Baby, City Girls & PnB Rock",Leave Em Alone,4542,171.646
809,2020,Brent Faiyaz,Dead Man Walking,4588,247.079
810,2020,Kaash Paige,Love Songs,4615,148.64
811,2020,Alicia Keys Featuring Miguel,Show Me Love,4659,252.106
812,2020,Toni Braxton,Do It,4670,145.065
813,2020,Jhene Aiko Featuring Big Sean,None Of Your Concern,4689,259.385
814,2020,Brent Faiyaz,Clouded,4699,110.128
815,2020,Drake Featuring Chris Brown,Not You Too,4739,269.68
816,2020,Doja Cat,Freak,4747,147.062
817,2020,Khalid,Up All Night,4759,234.333
818,2020,Charlie Wilson,One I Got,4765,185.627
819,2020,Snoh Aalegra Featuring Pharrell,Whoa,4778,157.776
820,2020,Justin Bieber Featuring Post Malone & Clever,Forever,4812,232.533
821,2020,Justin Bieber Featuring Kehlani,Get Me,4832,187.4
822,2020,Bryson Tiller,Always Forever,4836,223.746
823,2020,John Legend,Conversations In The Dark,4839,235.653
824,2020,Kehlani Featuring Keyshia Cole,All Me,4839,270.866
825,2020,"Ty Dolla $ign Featuring Kanye West, FKA twigs & Skrillex",Ego Death,4841,350.085
826,2020,Lizzo,Cuz I Love You,4842,179.978
827,2020,Yella Beezy Featuring Chris Brown,Restroom Occupied,4857,216.482
828,2020,Summer Walker,Playing Games,4872,143.226
829,2020,August Alsina & Rick Ross,Entanglements,4907,188.472
830,2020,Bryson Tiller,Inhale,4908,171.173
831,2020,Jazmine Sullivan,Pick Up Your Feelings,4918,229.413
832,2020,Doja Cat,Candy,4921,207.626
833,2020,Tory Lanez,Temperature Rising,4921,136.333
834,2020,Chris Brown Featuring Drake,No Guidance,4956,260.64
835,2020,Chris Brown Featuring Gunna,Heat,4968,238.805
836,2020,John Legend & Gary Clark Jr.,Wild,4996,220.433
837,2020,Jacquees & Chris Brown,Put In Work,4997,211.888
838,2020,Monica X Lil Baby,Trenches,5000,217.875
839,2020,Giveon,Stuck On You,5012,205.205
840,2020,Brent Faiyaz,Fuck The World (Summer In London),5019,236.703
841,2020,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Oh Santa!,5061,204.706
842,2020,Ty Dolla $ign Featuring Jhene Aiko & Mustard,By Yourself,5071,148.927
843,2020,The Weeknd,Alone Again,5072,250.053
844,2020,Summer Walker & PARTYNEXTDOOR,My Affection,5073,213.933
845,2020,The Weeknd,Scared To Live,5073,191.306
846,2020,Summer Walker,Let It Go,5075,260.533
847,2020,The Weeknd,Too Late,5077,164.426
848,2020,The Weeknd,Snowchild,5077,247.186
849,2020,Alicia Keys Featuring Khalid,So Done,5078,126.521
850,2020,Bill Withers,Ain't No Sunshine,5079,125.093
851,2020,Kehlani Featuring Jhene Aiko,Change Your Life,5079,191.128
852,2020,The Weeknd,Escape From LA,5080,355.96
853,2020,Kehlani,F&MU,5080,134.853
854,2021,Yung Bleu Featuring Drake,You're Mines Still,1540,226.22
855,2021,Giveon,Heartbreak Anniversary,2290,198.37
856,2021,Giveon,Like I Want You,2295,260.776
857,2021,Wizkid Featuring Justin Bieber & Tems,Essence,2384,248.04
858,2021,Ella Mai,Not Another Love Song,2493,217.801
859,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,2586,242.096
860,2021,Doja Cat & The Weeknd,You Right,2802,186.173
861,2021,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches,2870,95.44
862,2021,Doja Cat,Woman,2950,172.626
863,2021,Brent Faiyaz,Dead Man Walking,3000,247.079
864,2021,T-Pain & Kehlani,I Like Dat,3013,242.085
865,2021,H.E.R. Featuring Chris Brown,Come Through,3028,322.0
866,2021,Tank,Can't Let It Show,3094,217.391
867,2021,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",Gravity,3103,214.692
868,2021,Pink Sweat$ Featuring Kehlani,At My Worst,3118,170.344
869,2021,Normani Featuring Cardi B,Wild Side,3154,281.96
870,2021,Jazmine Sullivan,Pick Up Your Feelings,3166,229.413
871,2021,Jazmine Sullivan Featuring H.E.R.,Girl Like Me,3204,222.522
872,2021,Ne-Yo & Jeremih,U 2 Luv,3255,208.215
873,2021,Doja Cat,Streets,3261,226.986
874,2021,SZA,Good Days,3322,279.204
875,2021,Giveon,Still Your Best,3347,177.445
876,2021,Mooski,Track Star,3347,199.706
877,2021,Giveon,Stuck On You,3389,205.205
878,2021,Capella Grey,Gyalis,3468,105.377
879,2021,Brent Faiyaz Featuring Drake,Wasting Time,3569,301.304
880,2021,Chris Brown & Young Thug,Go Crazy,3669,176.96
881,2021,Silk Sonic (Bruno Mars & Anderson .Paak),Skate,3685,203.122
882,2021,VEDO,You Got It,3779,203.144
883,2021,Snoh Aalegra,Lost You,3797,177.72
884,2021,Giveon,All To Me,3860,127.807
885,2021,Foushee,Deep End,3886,206.142
886,2021,Chloe,Have Mercy,3915,148.778
887,2021,H.E.R.,Damage,3928,223.414
888,2021,D-Nice Featuring Ne-Yo & Kent Jones,No Plans For Love,4065,204.229
889,2021,Doja Cat,Been Like This,4082,177.373
890,2021,Robin Thicke,Look Easy,4099,165.219
891,2021,Ari Lennox,Pressure,4132,259.687
892,2021,Jazmine Sullivan Featuring Ari Lennox,On It,4147,205.0
893,2021,Usher,Bad Habits,4153,230.746
894,2021,The Weeknd,Blinding Lights,4154,200.04
895,2021,Leela James,Complicated,4173,244.506
896,2021,Doja Cat,Freak,4222,147.062
897,2021,Giveon,For Tonight,4239,192.257
898,2021,Bryson Tiller Featuring Drake,Outta Time,4267,198.821
899,2021,Jam & Lewis x Babyface,He Don't Know Nothin' Bout It,4361,329.623
900,2021,"Earth, Wind & Fire Featuring Lucky Daye",You Want My Love,4364,194.373
901,2021,Drake,Race My Mind,4428,269.883
902,2021,Summer Walker & JT,Ex For A Reason,4431,225.502
903,2021,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,4431,306.193
904,2021,Doja Cat,Love To Dream,4434,216.853
905,2021,Drake Featuring Tems,Fountains,4457,192.417
906,2021,Drake Featuring Ty Dolla $ign,Get Along Better,4464,229.303
907,2021,Brent Faiyaz,Clouded,4473,110.128
908,2021,Anthony Hamilton,You Made A Fool Of Me,4484,202.84
