,year,artist,song,points
1047,1996,La Mafia,Yo Te Amare,4211
1048,1996,Los Palominos,Duele El Amor,4217
1049,1996,Soraya,De Repente,4228
1050,1996,Liberacion,Enamorado De Un Fantasma,4228
1051,1996,Ana Barbara,No Llorare,4233
1052,1996,Enrique Iglesias,Si Tu Te Vas,4258
1053,1996,Soraya,Amor En Tus Ojos,4276
1054,1996,Tiranos del Norte,Nada Contigo (La Banqueta),4284
1055,1996,Pedro Fernandez,Quien,4286
1056,1996,Ednita Nazario,Atada A Tu Volcan,4310
1057,1996,La Diferenzia,Tu No Tienes Corazon,4325
1058,1996,Los Tigres del Norte,Cuestion Olvidada,4325
1059,1996,Ana Barbara,Ya No Te Creo Nada,4333
1060,1996,Banda El Recodo de Cruz Lizarraga,Si Quieres,4336
1061,1996,Jose Manuel Figueroa,Quiero Y Necesito,4342
1062,1996,Olga Tanon,"Me Subes, Me Bajas, Me Subes",4343
1063,1996,Frankie Ruiz,Ironia,4343
1064,1996,Cristian,Esperandote,4346
1065,1996,Jennifer Y Los Jetz,Pura Dulzura,4352
1066,1996,Bronco: El Gigante De America,"Adios, Adios Amor",4353
1067,1996,Pesado,Eso Me Gusta,4360
1068,1996,Vicente Fernandez,"Aqui, El Que Manda Soy Yo",4363
1069,1996,Pedro Fernandez,La Mujer Que Amas,4367
1070,1996,Jon Secada,Es Por Ti,4386
1071,1996,Marc Anthony,Hasta Ayer,4394
1072,1996,Victor Manuelle,Hay Que Poner El Alma,4397
1073,1996,Tiranos del Norte,Para Morir Iguales,4408
1074,1996,Luis Miguel,Suena,4434
1075,1996,Fito Olivares y Su Grupo,La Zambita,4435
1076,1996,Los Tucanes de Tijuana,6 Pies Boca Abajo,4444
1077,1996,Marc Anthony,Llegaste A Mi,4457
1078,1996,Fama,Lagrimas De Alegria,4463
1079,1996,Mazz,Amigo Mio,4473
1080,1996,Banda Machos,Chiquita Bonita,4479
1081,1996,Shakira,Donde Estas Corazon,4483
1082,1996,Los Dinnosaurios,No Llorare Por Ti,4488
1083,1996,Los Tigres del Norte,El Reportero,4490
1084,1996,Paul Anka & Juan Gabriel,Mi Pueblo,4491
1085,1996,Tony Vega,Esperare A Que Te Decidas,4493
1086,1996,Michael Salgado,Si Quisieras,4494
1087,1996,The Barrio Boyzz,Eres Asi,4497
1088,1996,Marcos Llunas,Vida,4501
1089,1996,David Lee Garza y Los Musicales,Tonta,4514
1090,1996,Eros Ramazzotti,Estrella Gemela,4515
1091,1996,Los Fugitivos,Permiteme Ser,4517
1092,1996,DLG,Todo Mi Corazon,4518
1093,1996,Cristian,Vuelveme A Querer,4522
1094,1996,Michael Salgado,Palomita Blanca,4526
1095,1996,DLG,No Morira,4527
1096,1996,Jerry Rivera,Loco De Amor,4536
1097,1996,La Tropa F,La Mala Vida,4551
1098,1996,Sparx,"Mandame Flores (Ay, Ay, Ay)",4552
1099,1996,Los Tucanes de Tijuana,Porque Me Enamore De Ti,4559
1100,1997,Juan Gabriel,Te Sigo Amando,2445
1101,1997,Juan Gabriel / Rocio Durcal,El Destino,2496
1102,1997,Los Temerarios,Ya Me Voy Para Siempre,2894
1103,1997,Marco Antonio Solis,O Soy O Fui,3175
1104,1997,Los Temerarios,Acepta Mi Error,3214
1105,1997,Grupo Mojado,Piensa En Mi,3231
1106,1997,Luis Miguel,Por Debajo De La Mesa,3232
1107,1997,Jordi,Desesperadamente Enamorado,3333
1108,1997,Limite,Juguete,3381
1109,1997,La Original Banda el Limon de Salvador Lizarraga,Que Se Te Olvido,3517
1110,1997,Alejandro Fernandez,Nube Viajera,3591
1111,1997,Limite,Solo Contigo,3599
1112,1997,Bronco: El Gigante De America,Quien Pierde Mas,3689
1113,1997,Cristian,Lo Mejor De Mi,3720
1114,1997,Los Angeles Azules,Como Te Voy A Olvidar,3753
1115,1997,Alejandro Fernandez,Si Tu Supieras,3773
1116,1997,Los Tucanes de Tijuana,Es Verdad,3796
1117,1997,Grupo Mojado,Motivos,3798
1118,1997,Michael Salgado,Palomita Blanca,3807
1119,1997,Los Tucanes de Tijuana,Secuestro De Amor,3810
1120,1997,Enrique Iglesias,Solo En Ti,3832
1121,1997,Banda El Recodo de Cruz Lizarraga,Que Solo Estoy Sin Ti,3836
1122,1997,Enrique Iglesias,Enamorado Por Primera Vez,3876
1123,1997,Gloria Estefan,No Pretendo,3892
1124,1997,Intocable,Y Todo Para Que,3913
1125,1997,Lorenzo Antonio,El No Te Quiere,3919
1126,1997,Los Tucanes de Tijuana,El Tucanazo,3958
1127,1997,Marco Antonio Solis,Mi Ultimo Adios,3966
1128,1997,Enrique Iglesias,Miente,3976
1129,1997,Marco Antonio Solis,Asi Como Te Conoci,3985
1130,1997,Luis Miguel,El Reloj,4018
1131,1997,Bobby Pulido,Se Murio De Amor,4024
1132,1997,Los Angeles Azules,Mi Nina Mujer,4038
1133,1997,Ricky Martin,Volveras,4045
1134,1997,La Mafia,Enamorada,4069
1135,1997,Tiranos del Norte,De La Tierra Al Cielo,4105
1136,1997,Marco Antonio Solis,La Venia Bendita,4113
1137,1997,Vicente Fernandez,Nos Estorbo La Ropa,4134
1138,1997,Emmanuel,Mi Mujer,4139
1139,1997,Los Tigres del Norte,No Pude Enamorarme Mas,4144
1140,1997,Intocable,Vivir Sin Ellas,4147
1141,1997,La Tradicion Del Norte,Corazon,4150
1142,1997,Victor Manuelle,Dile A Ella,4164
1143,1997,Los Tigres del Norte,El Mojado Acaudalado,4186
1144,1997,DLG,La Quiero A Morir,4191
1145,1997,Bronco: El Gigante De America,Tu Y Yo,4203
1146,1997,Alejandro Fernandez,Es La Mujer,4207
1147,1997,Celine Dion,Sola Otra Vez,4208
1148,1997,Thalia,Amor A La Mexicana,4210
1149,1997,Marc Anthony,Y Hubo Alguien,4218
1150,1997,Jon Secada,Amandolo,4222
1151,1997,Banda Maguey,Pero Te Amo,4237
1152,1997,Fey,Azucar Amargo,4240
1153,1997,Joe Luciano,El Baile De La Botella,4253
1154,1997,Luis Miguel,Que Tu Te Vas,4263
1155,1997,Limite,El Principe,4270
1156,1997,Frankie Negron,Hoy Me He Vuelto A Enamorar,4271
1157,1997,Los Rehenes,Cosas Buenas Que Parecen Malas,4278
1158,1997,Jose Guadalupe Esparza,El Pescador,4279
1159,1997,Paco Barron Y Sus Nortenos Clan,Potpourri De Quique,4291
1160,1997,Diego Torres,Se Que Ya No Volveras,4291
1161,1997,Domingo Quinones,No Voy A Dejarte Ir,4295
1162,1997,India,Me Canse De Ser La Otra,4295
1163,1997,Los Tigres del Norte,Mi Sangre Prisionera,4302
1164,1997,Tiranos del Norte,Charola De Plata,4310
1165,1997,Liberacion,Murio,4339
1166,1997,Chayanne,Volver A Nacer,4341
1167,1997,Grupo Bryndis,Olvidemos Nuestro Orgullo,4370
1168,1997,Victor Manuelle,He Tratado,4371
1169,1997,Banda El Recodo de Cruz Lizarraga,Costumbres,4375
1170,1997,Conjunto Primavera,Quiero Estar Loco,4380
1171,1997,Los Mismos,Se Fue Mi Paloma,4390
1172,1997,Lucero,Tacticas De Guerra,4396
1173,1997,Mana,Clavado En Un Bar,4404
1174,1997,Chayanne,Tal Vez Es Amor,4413
1175,1997,Amanda Miguel,Media Hora,4419
1176,1997,Limite,Hasta Manana,4426
1177,1997,Chichi Peralta + Son Familia,Amor Narcotico,4433
1178,1997,Enrique Iglesias,Revolucion,4455
1179,1997,Los Tigres del Norte,Jefe De Jefes,4476
1180,1997,Juan Gabriel / Rocio Durcal,La Incertidumbre,4479
1181,1997,Laura Pausini,Escucha A Tu Corazon,4485
1182,1997,Gilberto Santa Rosa,Yo No Te Pido,4498
1183,1997,Fito Olivares y Su Grupo,Winnona,4506
1184,1997,Karis,Manecumbe,4513
1185,1997,Olga Tanon,Serpiente Mala,4518
1186,1997,Kabah,La Calle De Las Sirenas,4519
1187,1997,Fey,Muevelo,4523
1188,1997,Los Yonic's,No Me Cortes Las Alas,4542
1189,1997,Fey,Las Lagrimas De Mi Almohada,4544
1190,1997,Ana Gabriel,A Pesar De Todos,4547
1191,1997,Laura Pausini,Las Cosas Que Vives,4548
1192,1997,Ednita Nazario,Desearia,4559
1193,1997,Gisselle,Quiero Estar Contigo,4562
1194,1997,Victoria,Quisiera,4566
1195,1997,Alejandro Fernandez,Mono Negro,4572
1196,1997,Vicente Fernandez,Estatua De Marfil,4585
1197,1997,Backstreet Boys,Quit Playing Games (With My Heart),4593
1198,1997,Intocable,Donde Estas?,4602
1199,1997,Priscila y Sus Balas De Plata,No Se Si Es Amor,4604
1200,1998,Pepe Aguilar,Por Mujeres Como Tu,1906
1201,1998,Juan Gabriel,Asi Fue,2023
1202,1998,Ricky Martin,Vuelve,2329
1203,1998,Alejandro Fernandez,Yo Naci Para Amarte,2673
1204,1998,Alejandro Fernandez,Si Tu Supieras,2737
1205,1998,Ana Gabriel,A Pesar De Todos,2758
1206,1998,Alejandro Fernandez,No Se Olvidar,2896
1207,1998,Los Temerarios,Por Que Te Conoci,2976
1208,1998,Marc Anthony,No Me Conoces,3028
1209,1998,Elvis Crespo,Tu Sonrisa,3211
1210,1998,Marc Anthony,Si Te Vas,3313
1211,1998,Vicente Fernandez,Me Voy A Quitar De En Medio,3327
1212,1998,Limite,Sentimientos,3327
1213,1998,Los Angeles Azules,Me Haces Falta Tu,3400
1214,1998,Alejandro Fernandez Featuring Gloria Estefan,En El Jardin,3504
1215,1998,Elvis Crespo,Suavemente,3525
1216,1998,Onda Vaselina,"Te Quiero Tanto, Tanto",3533
1217,1998,Intocable,Eres Mi Droga,3536
1218,1998,Celine Dion,My Heart Will Go On,3592
1219,1998,Banda Arkangel R-15,Voy A Pintar Mi Raya,3603
1220,1998,Marc Anthony,Contra La Corriente,3615
1221,1998,Ricky Martin,"The Cup Of Life (The Official Song Of The World Cup, France '98)",3692
1222,1998,Olga Tanon,El Frio De Tu Adios,3709
1223,1998,Los Tucanes de Tijuana,Desde Que Te Amo,3722
1224,1998,Intocable,Amor Maldito,3726
1225,1998,Alejandro Sanz,Corazon Partio,3752
1226,1998,Los Tucanes de Tijuana,Hacemos Bonita Pareja,3764
1227,1998,Victor Manuelle,Se Me Rompe El Alma,3837
1228,1998,Victor Manuelle,Que Habria Sido De Mi,3861
1229,1998,Enrique Iglesias,Esperanza,3866
1230,1998,Luis Miguel,Contigo (Estar Contigo),3885
1231,1998,Banda Maguey,Quiero Volver,3892
1232,1998,Servando y Florentino,Una Fan Enamorada,3908
1233,1998,Pepe Aguilar,Directo Al Corazon,3918
1234,1998,Carlos Ponce,Rezo,3925
1235,1998,India,Mi Mayor Venganza,3940
1236,1998,Milly Quezada With Elvis Crespo,Para Darte Mi Vida,3948
1237,1998,Joan Sebastian,Gracias Por Tanto Amor,3949
1238,1998,Los Temerarios,Como Te Recuerdo,3982
1239,1998,Limite,Tu Oportunidad,4010
1240,1998,Los Tucanes de Tijuana,Hotel Corazon,4016
1241,1998,Cristian,Lo Mejor De Mi,4023
1242,1998,Los Tigres del Norte,Con Que Derecho,4034
1243,1998,Limite,Hasta Manana,4070
1244,1998,Luis Miguel,Sabor A Mi,4073
1245,1998,Carlos Ponce,Decir Adios,4074
1246,1998,Shakira,"Ciega, Sordomuda",4090
1247,1998,Myriam Hernandez,Huele A Peligro,4092
1248,1998,Banda Arkangel R-15,Tu Nueva Vida,4096
1249,1998,Frankie Negron,Agua Pasada,4099
1250,1998,Ricardo Montaner,Para Llorar,4145
1251,1998,Cristian,Lloran Las Rosas,4156
1252,1998,Tony Vega,Si Tu Supieras,4169
1253,1998,Manny Manuel,Como Duele,4178
1254,1998,Marco Antonio Solis,Casas De Carton,4181
1255,1998,Mana,Como Dueles En Los Labios,4232
1256,1998,Grupo Bryndis,Sin Ti,4249
1257,1998,Limite,La Otra Parte Del Amor,4255
1258,1998,Dinastia Nortena,Acabo De Enterarme,4257
1259,1998,Marco Antonio Solis,Me Vas A Hacer Llorar,4263
1260,1998,Gisselle Y Sergio Vargas,Corazon Encadenado,4268
1261,1998,Ricky Martin,Perdido Sin Ti,4270
1262,1998,Luis Miguel,El Reloj,4272
1263,1998,Jose Feliciano,Me Has Echado Al Olvido,4301
1264,1998,Jose Guadalupe Esparza,Deja Que Te Quiera,4314
1265,1998,La Mafia,Pido,4315
1266,1998,Cristian,Si Tu Me Amaras,4322
1267,1998,La Makina,Nadie Se Muere,4327
1268,1998,Los Sabrosos del Merengue,No Llorare,4353
1269,1998,Vanessa L. Williams & Chayanne,Refugio De Amor [You Are My Home],4356
1270,1998,Los Tigres del Norte,El Hijo De Tijuana,4373
1271,1998,Ricardo Arjona,Dime Que No,4376
1272,1998,Alejandro Sanz,Amiga Mia,4382
1273,1998,Gloria Estefan,Corazon Prohibido [Heaven's What I Feel],4403
1274,1998,Los Temerarios,Botella Envenenada,4410
1275,1998,Charlie Zaa,"Desenganos [Derrumbes, Por Que Eres Asi?]",4421
1276,1998,Servando y Florentino,Aliviame,4427
1277,1998,Di Blasio With Juan Gabriel,Querida,4428
1278,1998,Enrique Iglesias,Lluvia Cae,4456
1279,1998,Charlie Zaa,"Sentimientos [Un Disco Mas, Nieguelo Todo]",4457
1280,1998,Alejandro Sanz,Aquello Que Me Diste,4458
1281,1998,Vicente Fernandez,Nos Estorbo La Ropa,4463
1282,1998,Los Invasores de Nuevo Leon,A Mi Que Me Quedo,4464
1283,1998,Grupo Mania,Corazoncito,4481
1284,1998,Julio Preciado Y Su Banda Perla del Pacifico,Dos Hojas Sin Rumbo,4482
1285,1998,Aerosmith,I Don't Want To Miss A Thing,4491
1286,1998,Marc Anthony,Y Hubo Alguien,4513
1287,1998,Pedro Fernandez,Despacito,4514
1288,1998,Olga Tanon,Tu Amor,4518
1289,1998,Frankie Ruiz,Vuelvo A Nacer,4527
1290,1998,Mijares With Lucero,El Privilegio De Amar,4530
1291,1998,Gilberto Santa Rosa,Esa Parte De Mi (Perdona),4547
1292,1998,Chayanne,Dejaria Todo,4562
1293,1998,Yuri,Y Tu Como Estas [E Tu Come Stai],4576
1294,1998,Luis Damon Y Olga Tanon,Para Estar Contigo,4583
1295,1998,Gisselle Featuring Sergio Vargas,"Perdoname, Olvidalo",4584
1296,1998,Jessica Cristina,"Dame, Dame, Dame [Gimme, Gimme, Gimme]",4587
1297,1998,Ezequiel Pena,Que Chulada De Mujer,4593
1298,1998,Victor Manuelle,El Aguila,4603
1299,1998,Jarabe de Palo,Grita,4608
1300,1999,Conjunto Primavera,Necesito Decirte,1466
1301,1999,Alejandro Fernandez,Loco,2272
1302,1999,Vicente Fernandez,Me Voy A Quitar De En Medio,2495
1303,1999,Marco Antonio Solis,Si Te Pudiera Mentir,2627
1304,1999,Pepe Aguilar,Me Estoy Acostumbrando A Ti,2658
1305,1999,Jennifer Lopez With Marc Anthony,No Me Ames,2858
1306,1999,Ricky Martin,Livin' La Vida Loca,2952
1307,1999,Ricky Martin,Bella [She's All I Ever Had],2989
1308,1999,Noelia,Tu,3044
1309,1999,Millie,De Hoy En Adelante,3080
1310,1999,Chayanne,Dejaria Todo,3092
1311,1999,Juan Luis Guerra 440,El Niagara En Bicicleta,3105
1312,1999,Enrique Iglesias,Bailamos,3110
1313,1999,Marco Antonio Solis,El Peor De Mis Fracasos,3283
1314,1999,Jerry Rivera,Ese,3335
1315,1999,Tiranos del Norte,Crei,3347
1316,1999,Tiranos del Norte,Entrega Total,3373
1317,1999,Los Mismos,Que Bonito,3458
1318,1999,Enrique Iglesias,Nunca Te Olvidare,3563
1319,1999,Los Tigres del Norte,Lagrimas,3566
1320,1999,Mana,Se Me Olvido Otra Vez,3572
1321,1999,Cristian,Mi Vida Sin Tu Amor,3585
1322,1999,Cristian,Alguna Vez,3692
1323,1999,Ricardo Montaner,El Poder De Tu Amor,3694
1324,1999,Marc Anthony,Dimelo [I Need To Know],3710
1325,1999,Chayanne,Atado A Tu Amor,3733
1326,1999,Vicente Fernandez,Sublime Mujer,3758
1327,1999,Gilberto Santa Rosa,Dejate Querer,3767
1328,1999,George LaMond,Que Te Vas,3774
1329,1999,Jaci Velasquez,Llegar A Ti,3782
1330,1999,Elvis Crespo,Pintame,3793
1331,1999,Los Tucanes de Tijuana,Me Haces Mucha Falta,3835
1332,1999,Juan Gabriel Con Banda El Recodo,Adorable Mentirosa,3861
1333,1999,Shakira,Tu,3892
1334,1999,Millie,Una Voz En El Alma,3945
1335,1999,Victor Manuelle,Pero Dile,3957
1336,1999,Alejandro Fernandez,Si He Sabido Amor,3958
1337,1999,Los Tucanes de Tijuana,Amor Platonico,3998
1338,1999,Ednita Nazario Con La Ley,Tu Sabes Bien,4002
1339,1999,Cristian,Despues De Ti...Que?,4002
1340,1999,Victor Manuelle,Que Habria Sido De Mi,4046
1341,1999,Luis Fonsi,Si Tu Quisieras,4093
1342,1999,Luis Miguel,O Tu O Ninguna,4105
1343,1999,Los Temerarios,Estaba Solo,4158
1344,1999,Juan Luis Guerra 440,Palomita Blanca,4158
1345,1999,Limite,La Otra Parte Del Amor,4162
1346,1999,Grupo Mania,Nina Bonita,4163
1347,1999,Tito Rojas,Por Mujeres Como Tu,4164
1348,1999,Shakira,Inevitable,4169
1349,1999,Los Temerarios,Como Te Recuerdo,4202
1350,1999,Manny Manuel,En Las Nubes,4203
1351,1999,MDO,No Puedo Olvidar,4203
1352,1999,Los Rieleros del Norte,Te Quiero Mucho,4215
1353,1999,Frankie Negron,Princesa,4235
1354,1999,Carlos Ponce,Escuchame,4243
1355,1999,Limi-T 21,Estas Enamorada,4246
1356,1999,So Pra Contrariar & Gloria Estefan,"Santo, Santo",4247
1357,1999,Franco de Vita,Traigo Una Pena,4256
1358,1999,Tonny Tun Tun,Cuando La Brisa Llega,4258
1359,1999,Enrique Iglesias,Esperanza,4289
1360,1999,Elvis Crespo,Tiemblo,4307
1361,1999,Melina Leon With Victor Manuelle,La Persona Equivocada,4307
1362,1999,Corvo,A Cambio De Que,4365
1363,1999,Olga Tanon With Cristian Castro,Escondidos,4366
1364,1999,Limite,Alma Rebelde,4371
1365,1999,Conjunto Primavera,No Le Rueges,4379
1366,1999,Ednita Nazario,Mas Grande Que Grande,4402
1367,1999,Milly Quezada With Elvis Crespo,Para Darte Mi Vida,4422
1368,1999,Marco Antonio Solis,Si No Te Hubieras Ido,4425
1369,1999,Ezequiel Pena,Una Pagina Mas,4432
1370,1999,Yolandita Monge,Dime,4439
1371,1999,MDO,Dame Un Poco Mas,4440
1372,1999,Juan Luis Guerra 440,Mi PC,4454
1373,1999,Intocable,Perdedor,4458
1374,1999,Limite,Pasion,4466
1375,1999,Grupo Mania,Como Baila,4474
1376,1999,Servando y Florentino,Muchacho Solitario,4477
1377,1999,Chayanne,Salome,4484
1378,1999,Banda El Recodo de Cruz Lizarraga,Te Ofrezco Un Corazon,4492
1379,1999,DLG,Volvere,4494
1380,1999,Vicente Fernandez,Eternamente,4495
1381,1999,India,Hielo,4498
1382,1999,Luis Fonsi,Perdoname,4500
1383,1999,Marc Anthony,No Sabes Como Duele,4501
1384,1999,Pepe Aguilar,Perdoname,4506
1385,1999,Javier,Tiembla Mi Piel,4508
1386,1999,Enrique Iglesias,Ritmo Total [Rhythm Divine],4512
1387,1999,Luis Fonsi,Me Ire,4516
1388,1999,Luis Miguel,"Sol, Arena Y Mar",4535
1389,1999,Jordi,Me Estoy Volviendo Loco,4536
1390,1999,Jarabe de Palo,Agua,4536
1391,1999,Ednita Nazario,Quien Te Robo El Corazon?,4537
1392,1999,Carlos Ponce,Te Vas,4539
1393,1999,Los Sabrosos del Merengue,Escuchame,4560
1394,1999,Grupo Innovacion,Sed De Carino,4564
1395,1999,Olga Tanon,Hielo Y Fuego,4564
1396,1999,Charlie Cruz,Bombon De Azucar,4580
1397,1999,Gisselle,Huele A Peligro,4611
1398,1999,Amanda Miguel,5 Dias,4613
1399,1999,Juan Gabriel,Todo Esta Bien,4613
1400,2000,Son By Four,A Puro Dolor,930
1401,2000,Gilberto Santa Rosa,Que Alguien Me Diga,2176
1402,2000,Joan Sebastian,Secreto de Amor,2295
1403,2000,Los Angeles Azules,El Liston De Tu Pelo,2657
1404,2000,Banda El Recodo de Cruz Lizarraga,Yo Se Que Te Acordaras,2661
1405,2000,Carlos Vives,Fruta Fresca,2751
1406,2000,Los Temerarios,Te Hice Mal,2855
1407,2000,Marc Anthony,Muy Dentro De Mi [You Sang To Me],2877
1408,2000,Conjunto Primavera,Morir De Amor,2894
1409,2000,"Rogelio Martinez ""EL RM""",Y Sigues Siendo Tu [You're Still The One],2934
1410,2000,Cristian,Volver A Amar,3020
1411,2000,Pablo Montero,Que Voy A Hacer Sin Ti,3054
1412,2000,Marc Anthony,Dimelo [I Need To Know],3132
1413,2000,Ricardo Arjona,Desnuda,3239
1414,2000,Luis Fonsi,Imaginame Sin Ti [Imagine Me Without You],3246
1415,2000,Cristian,Por Amarte Asi,3253
1416,2000,Los Sementales De Nuevo Leon,Tus Reproches,3421
1417,2000,Enrique Iglesias,Solo Me Importas Tu [Be With You],3459
1418,2000,Ricardo Arjona,Cuando,3474
1419,2000,Conjunto Primavera,En Cada Gota De Mi Sangre,3476
1420,2000,Alejandro Fernandez,Quiereme,3489
1421,2000,Gisselle,Jurame,3492
1422,2000,Luis Miguel,Amarte Es Un Placer,3570
1423,2000,Marco Antonio Solis,Si No Te Hubieras Ido,3628
1424,2000,Melina Leon,Cuando Una Mujer,3638
1425,2000,Jaci Velasquez,Solo Tu,3677
1426,2000,Banda El Recodo de Cruz Lizarraga,Te Ofrezco Un Corazon,3700
1427,2000,Thalia,Entre El Mar Y Una Estrella,3742
1428,2000,Los Tigres del Norte,De Paisano A Paisano,3776
1429,2000,Cristian,Alguna Vez,3782
1430,2000,Christina Aguilera,Ven Conmigo (Solamente Tu) [Come On Over Baby (All I Want Is You)],3835
1431,2000,Banda Maguey,Que Bonito Amor,3863
1432,2000,El Coyote y Su Banda Tierra Santa,No Puedo Olvidar Tu Voz,3888
1433,2000,Los Rieleros del Norte,Te Quiero Mucho,3899
1434,2000,Charlie Zaa,Donde Esta El Amor,3918
1435,2000,Chayanne,Atado A Tu Amor,3926
1436,2000,Pepe Aguilar,Perdoname,3930
1437,2000,El Coyote y Su Banda Tierra Santa,Te Sone,3944
1438,2000,Limite,Acariciame,3949
1439,2000,Alejandro Fernandez,Si Te Vas,3957
1440,2000,Gloria Estefan,No Me Dejes De Querer,3961
1441,2000,Rey Ruiz,Desde Que No Estas,3975
1442,2000,Gloria Estefan,Como Me Duele Perderte,3982
1443,2000,Emmanuel,Sentirme Vivo,4003
1444,2000,Polo Urias y Su Maquina Nortena,Busca Otro Amor,4005
1445,2000,Ricky Martin,She Bangs,4007
1446,2000,Laura Pausini,Entre Tu Y Mil Mares,4036
1447,2000,Victor Manuelle,Como Duele,4052
1448,2000,Vicente Fernandez,Lobo Herido,4070
1449,2000,Tiranos del Norte,Anillo Grabado,4097
1450,2000,Grupo Mania,Bajo La Lluvia,4104
1451,2000,Mickey Taveras,Historia Entre Tus Dedos,4107
1452,2000,Chayanne,Yo Te Amo,4127
1453,2000,Emmanuel,Corazon De Melao,4133
1454,2000,Vicente Fernandez,Borracho Te Recuerdo,4150
1455,2000,Intocable,Ya Estoy Cansado,4162
1456,2000,Lupillo Rivera,Tu Y Las Nubes,4167
1457,2000,Francisco Cespedes,Donde Esta La Vida,4167
1458,2000,Ramon Ayala y Sus Bravos del Norte,Quemame Los Ojos,4194
1459,2000,Los Temerarios,Eras Todo Para Mi,4197
1460,2000,Oscar De La Hoya,Ven A Mi [Run To Me],4212
1461,2000,Los Traviezos del Norte,"Mujer, Mujer",4216
1462,2000,Victor Manuelle,Pero Dile,4218
1463,2000,Los Tucanes de Tijuana,Las Heladas,4233
1464,2000,Rikarena,Cuando El Amor Se Dana,4235
1465,2000,Luis Miguel,Dormir Contigo,4262
1466,2000,Dominic,Lloran Las Rosas,4274
1467,2000,Shakira,No Creo,4286
1468,2000,Jyve V,Entre Tu Y Yo,4296
1469,2000,Carlos Ponce,Escuchame,4306
1470,2000,Pedro Fernandez,Sin Tu Amor,4331
1471,2000,Limi-T 21,Como Tu Me Quiere' A Mi,4331
1472,2000,Alejandro Sanz,Cuando Nadie Me Ve,4336
1473,2000,Anthony,Yo Te Confieso,4339
1474,2000,Julio Iglesias,Gozar La Vida,4356
1475,2000,Luis Miguel,La Bikina,4357
1476,2000,Christina Aguilera,Por Siempre Tu [I Turn To You],4368
1477,2000,MDO,Te Quise Olvidar,4372
1478,2000,Enrique Iglesias,Ritmo Total [Rhythm Divine],4373
1479,2000,Julio Preciado Y Su Banda Perla del Pacifico,Me Caiste Del Cielo,4383
1480,2000,El Poder del Norte,A Ella,4385
1481,2000,Charlie Zaa,Por Tu Amor,4388
1482,2000,Los Tigres del Norte,Ando Amanecido,4397
1483,2000,Marc Anthony,Da La Vuelta,4410
1484,2000,Rocio Durcal,Infiel,4424
1485,2000,Carlos Ponce,La Razon De Mi Ser,4430
1486,2000,Los Huracanes del Norte,Falsas Ilusiones,4436
1487,2000,Conjunto Primavera,No Le Rueges,4436
1488,2000,Paulina Rubio,Lo Hare Por Ti,4446
1489,2000,Frankie Negron,Enamorado De Ti,4457
1490,2000,Polo Urias y Su Maquina Nortena,Para Que Quieres Que Vuelva,4462
1491,2000,Los Hermanos Rosario,Siento,4467
1492,2000,Los Tigres del Norte,Prision De Amor,4482
1493,2000,Joan Sebastian,Porque Te Quise,4486
1494,2000,Tamara,Ayudame Dios Mio,4495
1495,2000,Azul Azul,La Bomba,4497
1496,2000,El Coyote y Su Banda Tierra Santa,Sufro,4510
1497,2000,Limite,Por Encima De Todo,4530
1498,2000,Pepe Aguilar,Que Sepan Todos,4547
1499,2000,Paulina Rubio,El Ultimo Adios,4583
1500,2001,Juan Gabriel,Abrazame Muy Fuerte,1470
1501,2001,Marco Antonio Solis,O Me Voy O Te Vas,2206
1502,2001,Lupillo Rivera,Despreciado,2290
1503,2001,Jaci Velasquez,Como Se Cura Una Herida,2365
1504,2001,Palomo,No Me Conoces Aun,2499
1505,2001,MDO,Te Quise Olvidar,2741
1506,2001,Azul Azul,La Bomba,2755
1507,2001,Cristian,Azul,2805
1508,2001,Paulina Rubio,Y Yo Sigo Aqui,2847
1509,2001,Pepe Aguilar,Me Vas A Extranar,2853
1510,2001,Banda El Recodo de Cruz Lizarraga,Y Llegaste Tu,2889
1511,2001,Conjunto Primavera,No Te Podias Quedar,2921
1512,2001,Cristian,Por Amarte Asi,2936
1513,2001,Ilegales,Tu Recuerdo,3087
1514,2001,Gilberto Santa Rosa,Pueden Decir,3088
1515,2001,Los Tucanes de Tijuana,El Amor Sonado,3092
1516,2001,Huey Dunbar,Con Cada Beso,3110
1517,2001,Ricardo Montaner,Besame,3115
1518,2001,Chayanne,Candela,3132
1519,2001,Paulina Rubio,Yo No Soy Esa Mujer,3136
1520,2001,Olga Tanon,Como Olvidar,3222
1521,2001,Gilberto Santa Rosa,Pero No Me Ama,3231
1522,2001,"Rogelio Martinez ""EL RM""",Amame,3237
1523,2001,Ricky Martin,Solo Quiero Amarte,3264
1524,2001,Los Humildes,Disculpe Usted,3289
1525,2001,Banda El Recodo de Cruz Lizarraga,Cada Vez Te Extrano Mas,3310
1526,2001,Rocio Durcal,Infiel,3392
1527,2001,Victor Manuelle,Me Da Lo Mismo,3437
1528,2001,Luis Miguel,Y...,3442
1529,2001,Chayanne,Yo Te Amo,3444
1530,2001,Vicente Fernandez,El Ayudante,3456
1531,2001,Banda El Recodo de Cruz Lizarraga,Deja,3464
1532,2001,Pepe Aguilar,Esclavo Y Amo,3479
1533,2001,Intocable,Ensename A Olvidarte,3487
1534,2001,Los Tucanes de Tijuana,La Gran Noche,3505
1535,2001,Conjunto Primavera,"Dime, Dime, Dime",3547
