,date,rank,artist,song,year
7,2011-11-27,8,Foster The People,Pumped Up Kicks,2011
8,2011-11-27,9,Foo Fighters,These Days,2011
9,2011-11-27,10,Staind,Not Again,2011
10,2011-11-27,11,Nickelback,Bottoms Up,2011
11,2011-11-27,12,Young The Giant,Cough Syrup,2011
12,2011-11-27,13,Evanescence,What You Want,2011
13,2011-11-27,14,AWOLNATION,Sail,2011
14,2011-11-27,15,Florence + The Machine,Shake It Out,2011
15,2011-11-27,16,Seether,Country Song,2011
16,2011-11-27,17,Mumford & Sons,Roll Away Your Stone,2011
17,2011-11-27,18,Foo Fighters,Rope,2011
18,2011-11-27,19,Foster The People,Helena Beat,2011
19,2011-11-27,20,Avenged Sevenfold,Buried Alive,2011
20,2011-11-27,21,Switchfoot,Dark Horses,2011
21,2011-11-27,22,Pop Evil,Monster You Made,2011
22,2011-11-27,23,Red Hot Chili Peppers,Monarchy Of Roses,2011
23,2011-11-27,24,Sixx: A.M.,This Is Gonna Hurt,2011
24,2011-11-27,25,Incubus,"Promises, Promises",2011
25,2011-11-27,26,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2011
26,2011-11-27,27,Blink-182,After Midnight,2011
27,2011-11-27,28,Five Finger Death Punch,Under And Over It,2011
28,2011-11-27,29,Grouplove,Colours,2011
29,2011-11-27,30,Theory Of A Deadman,Bitch Came Back,2011
30,2011-11-27,31,Cage The Elephant,Aberdeen,2011
31,2011-11-27,32,Adelitas Way,The Collapse,2011
32,2011-11-27,33,Volbeat,A Warrior's Call,2011
33,2011-11-27,34,Papa Roach,No Matter What,2011
34,2011-11-27,35,Foster The People,Don't Stop (Color On The Walls),2011
35,2011-11-27,36,The Naked And Famous,Punching In A Dream,2011
36,2011-11-27,37,Mastodon,Curl Of The Burl,2011
37,2011-11-27,38,Blink-182,Up All Night,2011
38,2011-11-27,39,Five Finger Death Punch,Remember Everything,2011
39,2011-11-27,40,Ryan Adams,Lucky Now,2011
40,2011-11-27,41,Redlight King,Bullet In My Hand,2011
41,2011-11-27,42,Disturbed,Hell,2011
42,2011-11-27,43,Snow Patrol,Called Out In The Dark,2011
43,2011-11-27,44,The Fray,Heartbeat,2011
44,2011-11-27,45,Mayer Hawthorne,The Walk,2011
45,2011-11-27,46,Adele,Someone Like You,2011
46,2011-11-27,47,The Airborne Toxic Event,All I Ever Wanted,2011
47,2011-11-27,48,Art Of Dying,Get Thru This,2011
48,2011-11-27,49,The Decemberists,Calamity Song,2011
49,2011-11-27,50,Jane's Addiction,Irresistible Force,2011
0,2011-11-20,1,Bush,The Sound Of Winter,2011
1,2011-11-20,2,Foo Fighters,Walk,2011
2,2011-11-20,3,Coldplay,Paradise,2011
3,2011-11-20,4,The Black Keys,Lonely Boy,2011
4,2011-11-20,5,Seether,Tonight,2011
5,2011-11-20,6,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2011
6,2011-11-20,7,Chevelle,Face To The Floor,2011
7,2011-11-20,8,Foster The People,Pumped Up Kicks,2011
8,2011-11-20,9,Nickelback,Bottoms Up,2011
9,2011-11-20,10,Staind,Not Again,2011
10,2011-11-20,11,Young The Giant,Cough Syrup,2011
11,2011-11-20,12,Evanescence,What You Want,2011
12,2011-11-20,13,Foo Fighters,These Days,2011
13,2011-11-20,14,AWOLNATION,Sail,2011
14,2011-11-20,15,Foster The People,Helena Beat,2011
15,2011-11-20,16,Foo Fighters,Rope,2011
16,2011-11-20,17,Rise Against,Make It Stop (September's Children),2011
17,2011-11-20,18,Mumford & Sons,Roll Away Your Stone,2011
18,2011-11-20,19,Florence + The Machine,Shake It Out,2011
19,2011-11-20,20,Seether,Country Song,2011
20,2011-11-20,21,Avenged Sevenfold,Buried Alive,2011
21,2011-11-20,22,Switchfoot,Dark Horses,2011
22,2011-11-20,23,Pop Evil,Monster You Made,2011
23,2011-11-20,24,Incubus,"Promises, Promises",2011
24,2011-11-20,25,Red Hot Chili Peppers,Monarchy Of Roses,2011
25,2011-11-20,26,Five Finger Death Punch,Under And Over It,2011
26,2011-11-20,27,Sixx: A.M.,This Is Gonna Hurt,2011
27,2011-11-20,28,Blink-182,After Midnight,2011
28,2011-11-20,29,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2011
29,2011-11-20,30,Grouplove,Colours,2011
30,2011-11-20,31,Cage The Elephant,Aberdeen,2011
31,2011-11-20,32,The Head And The Heart,Lost In My Mind,2011
32,2011-11-20,33,Papa Roach,No Matter What,2011
33,2011-11-20,34,Theory Of A Deadman,Bitch Came Back,2011
34,2011-11-20,35,Volbeat,A Warrior's Call,2011
35,2011-11-20,36,Adelitas Way,The Collapse,2011
36,2011-11-20,37,Blink-182,Up All Night,2011
37,2011-11-20,38,Adele,Someone Like You,2011
38,2011-11-20,39,Mastodon,Curl Of The Burl,2011
39,2011-11-20,40,The Fray,Heartbeat,2011
40,2011-11-20,41,Foster The People,Don't Stop (Color On The Walls),2011
41,2011-11-20,42,Jane's Addiction,Irresistible Force,2011
42,2011-11-20,43,Snow Patrol,Called Out In The Dark,2011
43,2011-11-20,44,Redlight King,Bullet In My Hand,2011
44,2011-11-20,45,The Naked And Famous,Punching In A Dream,2011
45,2011-11-20,46,Ryan Adams,Lucky Now,2011
46,2011-11-20,47,Art Of Dying,Get Thru This,2011
47,2011-11-20,48,Disturbed,Hell,2011
48,2011-11-20,49,Five Finger Death Punch,Remember Everything,2011
49,2011-11-20,50,Mat Kearney,Hey Mama,2011
0,2011-12-04,1,Bush,The Sound Of Winter,2011
1,2011-12-04,2,Foo Fighters,Walk,2011
2,2011-12-04,3,The Black Keys,Lonely Boy,2011
3,2011-12-04,4,Coldplay,Paradise,2011
4,2011-12-04,5,Seether,Tonight,2011
5,2011-12-04,6,Chevelle,Face To The Floor,2011
6,2011-12-04,7,Foo Fighters,These Days,2011
7,2011-12-04,8,Staind,Not Again,2011
8,2011-12-04,9,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2011
9,2011-12-04,10,Nickelback,Bottoms Up,2011
10,2011-12-04,11,Foster The People,Pumped Up Kicks,2011
11,2011-12-04,12,Young The Giant,Cough Syrup,2011
12,2011-12-04,13,Evanescence,What You Want,2011
13,2011-12-04,14,Avenged Sevenfold,Buried Alive,2011
14,2011-12-04,15,Red Hot Chili Peppers,Monarchy Of Roses,2011
15,2011-12-04,16,Foster The People,Helena Beat,2011
16,2011-12-04,17,AWOLNATION,Sail,2011
17,2011-12-04,18,Seether,Country Song,2011
18,2011-12-04,19,Foo Fighters,Rope,2011
19,2011-12-04,20,Florence + The Machine,Shake It Out,2011
20,2011-12-04,21,Switchfoot,Dark Horses,2011
21,2011-12-04,22,Pop Evil,Monster You Made,2011
22,2011-12-04,23,Sixx: A.M.,This Is Gonna Hurt,2011
23,2011-12-04,24,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2011
24,2011-12-04,25,Volbeat,A Warrior's Call,2011
25,2011-12-04,26,Blink-182,After Midnight,2011
26,2011-12-04,27,Adelitas Way,The Collapse,2011
27,2011-12-04,28,Incubus,"Promises, Promises",2011
28,2011-12-04,29,Five Finger Death Punch,Under And Over It,2011
29,2011-12-04,30,Theory Of A Deadman,Bitch Came Back,2011
30,2011-12-04,31,Cage The Elephant,Aberdeen,2011
31,2011-12-04,32,Grouplove,Colours,2011
32,2011-12-04,33,Papa Roach,No Matter What,2011
33,2011-12-04,34,Foster The People,Don't Stop (Color On The Walls),2011
34,2011-12-04,35,Mastodon,Curl Of The Burl,2011
35,2011-12-04,36,Five Finger Death Punch,Remember Everything,2011
36,2011-12-04,37,Blink-182,Up All Night,2011
37,2011-12-04,38,Disturbed,Hell,2011
38,2011-12-04,39,Mayer Hawthorne,The Walk,2011
39,2011-12-04,40,Redlight King,Bullet In My Hand,2011
40,2011-12-04,41,The Naked And Famous,Punching In A Dream,2011
41,2011-12-04,42,Ryan Adams,Lucky Now,2011
42,2011-12-04,43,Snow Patrol,Called Out In The Dark,2011
43,2011-12-04,44,Adele,Someone Like You,2011
44,2011-12-04,45,The Airborne Toxic Event,All I Ever Wanted,2011
45,2011-12-04,46,The Fray,Heartbeat,2011
46,2011-12-04,47,Rise Against,Satellite,2011
47,2011-12-04,48,Art Of Dying,Get Thru This,2011
48,2011-12-04,49,Adele,Set Fire To The Rain,2011
49,2011-12-04,50,Mat Kearney,Hey Mama,2011
0,2011-12-18,1,The Black Keys,Lonely Boy,2011
1,2011-12-18,2,Bush,The Sound Of Winter,2011
2,2011-12-18,3,Foo Fighters,Walk,2011
3,2011-12-18,4,Coldplay,Paradise,2011
4,2011-12-18,5,Chevelle,Face To The Floor,2011
5,2011-12-18,6,Seether,Tonight,2011
6,2011-12-18,7,Foo Fighters,These Days,2011
7,2011-12-18,8,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2011
8,2011-12-18,9,Nickelback,Bottoms Up,2011
9,2011-12-18,10,Foster The People,Pumped Up Kicks,2011
10,2011-12-18,11,Staind,Not Again,2011
11,2011-12-18,12,Avenged Sevenfold,Buried Alive,2011
12,2011-12-18,13,Red Hot Chili Peppers,Monarchy Of Roses,2011
13,2011-12-18,14,Florence + The Machine,Shake It Out,2011
14,2011-12-18,15,Young The Giant,Cough Syrup,2011
15,2011-12-18,16,Evanescence,What You Want,2011
16,2011-12-18,17,Foo Fighters,Rope,2011
17,2011-12-18,18,Foster The People,Helena Beat,2011
18,2011-12-18,19,Switchfoot,Dark Horses,2011
19,2011-12-18,20,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2011
20,2011-12-18,21,Adelitas Way,The Collapse,2011
21,2011-12-18,22,Volbeat,A Warrior's Call,2011
22,2011-12-18,23,Pop Evil,Monster You Made,2011
23,2011-12-18,24,Blink-182,After Midnight,2011
24,2011-12-18,25,Foster The People,Don't Stop (Color On The Walls),2011
25,2011-12-18,26,Sixx: A.M.,This Is Gonna Hurt,2011
26,2011-12-18,27,Cage The Elephant,Aberdeen,2011
27,2011-12-18,28,Five Finger Death Punch,Remember Everything,2011
28,2011-12-18,29,Five Finger Death Punch,Under And Over It,2011
29,2011-12-18,30,Theory Of A Deadman,Bitch Came Back,2011
30,2011-12-18,31,Grouplove,Colours,2011
31,2011-12-18,32,Mastodon,Curl Of The Burl,2011
32,2011-12-18,33,Incubus,"Promises, Promises",2011
33,2011-12-18,34,The Naked And Famous,Punching In A Dream,2011
34,2011-12-18,35,Disturbed,Hell,2011
35,2011-12-18,36,Redlight King,Bullet In My Hand,2011
36,2011-12-18,37,Mayer Hawthorne,The Walk,2011
37,2011-12-18,38,Ryan Adams,Lucky Now,2011
38,2011-12-18,39,Rise Against,Satellite,2011
39,2011-12-18,40,Gotye Featuring Kimbra,Somebody That I Used To Know,2011
40,2011-12-18,41,Adele,Set Fire To The Rain,2011
41,2011-12-18,42,Snow Patrol,Called Out In The Dark,2011
42,2011-12-18,43,AWOLNATION,Not Your Fault,2011
43,2011-12-18,44,Art Of Dying,Get Thru This,2011
44,2011-12-18,45,The Fray,Heartbeat,2011
45,2011-12-18,46,Papa Roach,No Matter What,2011
46,2011-12-18,47,fun. Featuring Janelle Monae,We Are Young,2011
47,2011-12-18,48,The Airborne Toxic Event,All I Ever Wanted,2011
48,2011-12-18,49,Jane's Addiction,Underground,2011
49,2011-12-18,50,M83.,Midnight City,2011
0,2011-12-11,1,Bush,The Sound Of Winter,2011
1,2011-12-11,2,The Black Keys,Lonely Boy,2011
2,2011-12-11,3,Foo Fighters,Walk,2011
3,2011-12-11,4,Coldplay,Paradise,2011
4,2011-12-11,5,Chevelle,Face To The Floor,2011
5,2011-12-11,6,Seether,Tonight,2011
6,2011-12-11,7,Foo Fighters,These Days,2011
7,2011-12-11,8,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2011
8,2011-12-11,9,Nickelback,Bottoms Up,2011
9,2011-12-11,10,Young The Giant,Cough Syrup,2011
10,2011-12-11,11,Foster The People,Pumped Up Kicks,2011
11,2011-12-11,12,Staind,Not Again,2011
12,2011-12-11,13,Avenged Sevenfold,Buried Alive,2011
13,2011-12-11,14,Florence + The Machine,Shake It Out,2011
14,2011-12-11,15,Red Hot Chili Peppers,Monarchy Of Roses,2011
15,2011-12-11,16,Evanescence,What You Want,2011
16,2011-12-11,17,Foo Fighters,Rope,2011
17,2011-12-11,18,AWOLNATION,Sail,2011
18,2011-12-11,19,Foster The People,Helena Beat,2011
19,2011-12-11,20,Switchfoot,Dark Horses,2011
20,2011-12-11,21,Blink-182,After Midnight,2011
21,2011-12-11,22,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2011
22,2011-12-11,23,Pop Evil,Monster You Made,2011
23,2011-12-11,24,Sixx: A.M.,This Is Gonna Hurt,2011
24,2011-12-11,25,Volbeat,A Warrior's Call,2011
25,2011-12-11,26,Foster The People,Don't Stop (Color On The Walls),2011
26,2011-12-11,27,Adelitas Way,The Collapse,2011
27,2011-12-11,28,Cage The Elephant,Aberdeen,2011
28,2011-12-11,29,Grouplove,Colours,2011
29,2011-12-11,30,Theory Of A Deadman,Bitch Came Back,2011
30,2011-12-11,31,Five Finger Death Punch,Remember Everything,2011
31,2011-12-11,32,Incubus,"Promises, Promises",2011
32,2011-12-11,33,Five Finger Death Punch,Under And Over It,2011
33,2011-12-11,34,Mastodon,Curl Of The Burl,2011
34,2011-12-11,35,Disturbed,Hell,2011
35,2011-12-11,36,The Naked And Famous,Punching In A Dream,2011
36,2011-12-11,37,Redlight King,Bullet In My Hand,2011
37,2011-12-11,38,Papa Roach,No Matter What,2011
38,2011-12-11,39,Mayer Hawthorne,The Walk,2011
39,2011-12-11,40,Rise Against,Satellite,2011
40,2011-12-11,41,Snow Patrol,Called Out In The Dark,2011
41,2011-12-11,42,Ryan Adams,Lucky Now,2011
42,2011-12-11,43,AWOLNATION,Not Your Fault,2011
43,2011-12-11,44,The Fray,Heartbeat,2011
44,2011-12-11,45,Adele,Set Fire To The Rain,2011
45,2011-12-11,46,The Airborne Toxic Event,All I Ever Wanted,2011
46,2011-12-11,47,Art Of Dying,Get Thru This,2011
47,2011-12-11,48,Adele,Someone Like You,2011
48,2011-12-11,49,Everlast,I Get By,2011
49,2011-12-11,50,M83.,Midnight City,2011
0,2011-12-25,1,The Black Keys,Lonely Boy,2011
1,2011-12-25,2,Bush,The Sound Of Winter,2011
2,2011-12-25,3,Chevelle,Face To The Floor,2011
3,2011-12-25,4,Coldplay,Paradise,2011
4,2011-12-25,5,Foo Fighters,Walk,2011
5,2011-12-25,6,Foo Fighters,These Days,2011
6,2011-12-25,7,Seether,Tonight,2011
7,2011-12-25,8,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2011
8,2011-12-25,9,Red Hot Chili Peppers,Monarchy Of Roses,2011
9,2011-12-25,10,Avenged Sevenfold,Buried Alive,2011
10,2011-12-25,11,Nickelback,Bottoms Up,2011
11,2011-12-25,12,Florence + The Machine,Shake It Out,2011
12,2011-12-25,13,Staind,Not Again,2011
13,2011-12-25,14,Young The Giant,Cough Syrup,2011
14,2011-12-25,15,Foster The People,Pumped Up Kicks,2011
15,2011-12-25,16,Evanescence,What You Want,2011
16,2011-12-25,17,Switchfoot,Dark Horses,2011
17,2011-12-25,18,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2011
18,2011-12-25,19,Adelitas Way,The Collapse,2011
19,2011-12-25,20,Foo Fighters,Rope,2011
20,2011-12-25,21,Foster The People,Helena Beat,2011
21,2011-12-25,22,Volbeat,A Warrior's Call,2011
22,2011-12-25,23,Blink-182,After Midnight,2011
23,2011-12-25,24,Foster The People,Don't Stop (Color On The Walls),2011
24,2011-12-25,25,Cage The Elephant,Aberdeen,2011
25,2011-12-25,26,Sixx: A.M.,This Is Gonna Hurt,2011
26,2011-12-25,27,Five Finger Death Punch,Remember Everything,2011
27,2011-12-25,28,Gotye Featuring Kimbra,Somebody That I Used To Know,2011
28,2011-12-25,29,Rise Against,Satellite,2011
29,2011-12-25,30,Mastodon,Curl Of The Burl,2011
30,2011-12-25,31,Theory Of A Deadman,Bitch Came Back,2011
31,2011-12-25,32,Grouplove,Colours,2011
32,2011-12-25,33,Adele,Set Fire To The Rain,2011
33,2011-12-25,34,Grouplove,Tongue Tied,2011
34,2011-12-25,35,Redlight King,Bullet In My Hand,2011
35,2011-12-25,36,The Naked And Famous,Punching In A Dream,2011
36,2011-12-25,37,AWOLNATION,Not Your Fault,2011
37,2011-12-25,38,Disturbed,Hell,2011
38,2011-12-25,39,Art Of Dying,Get Thru This,2011
39,2011-12-25,40,Ryan Adams,Lucky Now,2011
40,2011-12-25,41,Mayer Hawthorne,The Walk,2011
41,2011-12-25,42,Snow Patrol,Called Out In The Dark,2011
42,2011-12-25,43,fun. Featuring Janelle Monae,We Are Young,2011
43,2011-12-25,44,Jane's Addiction,Underground,2011
44,2011-12-25,45,Staind,Eyes Wide Open,2011
45,2011-12-25,46,The Fray,Heartbeat,2011
46,2011-12-25,47,Aranda,Undone,2011
47,2011-12-25,48,M83.,Midnight City,2011
48,2011-12-25,49,The Decemberists,Calamity Song,2011
49,2011-12-25,50,The Airborne Toxic Event,All I Ever Wanted,2011
0,2012-01-15,1,The Black Keys,Lonely Boy,2012
1,2012-01-15,2,Foo Fighters,These Days,2012
2,2012-01-15,3,Bush,The Sound Of Winter,2012
3,2012-01-15,4,Chevelle,Face To The Floor,2012
4,2012-01-15,5,Coldplay,Paradise,2012
5,2012-01-15,6,Foo Fighters,Walk,2012
6,2012-01-15,7,Seether,Tonight,2012
7,2012-01-15,8,Red Hot Chili Peppers,Monarchy Of Roses,2012
8,2012-01-15,9,Young The Giant,Cough Syrup,2012
9,2012-01-15,10,Florence + The Machine,Shake It Out,2012
10,2012-01-15,11,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2012
11,2012-01-15,12,Avenged Sevenfold,Buried Alive,2012
12,2012-01-15,13,Nickelback,Bottoms Up,2012
13,2012-01-15,14,Foster The People,Pumped Up Kicks,2012
14,2012-01-15,15,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2012
15,2012-01-15,16,Adelitas Way,The Collapse,2012
16,2012-01-15,17,Staind,Not Again,2012
17,2012-01-15,18,Volbeat,A Warrior's Call,2012
18,2012-01-15,19,Shinedown,Bully,2012
19,2012-01-15,20,Foster The People,Don't Stop (Color On The Walls),2012
20,2012-01-15,21,Gotye Featuring Kimbra,Somebody That I Used To Know,2012
21,2012-01-15,22,Blink-182,After Midnight,2012
22,2012-01-15,23,Rise Against,Satellite,2012
23,2012-01-15,24,Cage The Elephant,Aberdeen,2012
24,2012-01-15,25,Five Finger Death Punch,Remember Everything,2012
25,2012-01-15,26,Sixx: A.M.,This Is Gonna Hurt,2012
26,2012-01-15,27,Mastodon,Curl Of The Burl,2012
27,2012-01-15,28,fun. Featuring Janelle Monae,We Are Young,2012
28,2012-01-15,29,Grouplove,Tongue Tied,2012
29,2012-01-15,30,Adele,Set Fire To The Rain,2012
30,2012-01-15,31,AWOLNATION,Not Your Fault,2012
31,2012-01-15,32,Redlight King,Bullet In My Hand,2012
32,2012-01-15,33,The Naked And Famous,Punching In A Dream,2012
33,2012-01-15,34,Art Of Dying,Get Thru This,2012
34,2012-01-15,35,Mayer Hawthorne,The Walk,2012
35,2012-01-15,36,Staind,Eyes Wide Open,2012
36,2012-01-15,37,Theory Of A Deadman,Bitch Came Back,2012
37,2012-01-15,38,Jane's Addiction,Underground,2012
38,2012-01-15,39,Snow Patrol,Called Out In The Dark,2012
39,2012-01-15,40,Grouplove,Colours,2012
40,2012-01-15,41,Aranda,Undone,2012
41,2012-01-15,42,Ryan Adams,Lucky Now,2012
42,2012-01-15,43,M83.,Midnight City,2012
43,2012-01-15,44,Disturbed,Hell,2012
44,2012-01-15,45,The Fray,Heartbeat,2012
45,2012-01-15,46,All That Remains,The Waiting One,2012
46,2012-01-15,47,The Airborne Toxic Event,All I Ever Wanted,2012
47,2012-01-15,48,Neon Trees,Everybody Talks,2012
48,2012-01-15,49,Of Monsters And Men,Little Talks,2012
49,2012-01-15,50,Graffiti6,Free,2012
0,2012-01-22,1,The Black Keys,Lonely Boy,2012
1,2012-01-22,2,Foo Fighters,These Days,2012
2,2012-01-22,3,Chevelle,Face To The Floor,2012
3,2012-01-22,4,Bush,The Sound Of Winter,2012
4,2012-01-22,5,Coldplay,Paradise,2012
5,2012-01-22,6,Foo Fighters,Walk,2012
6,2012-01-22,7,Red Hot Chili Peppers,Monarchy Of Roses,2012
7,2012-01-22,8,Seether,Tonight,2012
8,2012-01-22,9,Florence + The Machine,Shake It Out,2012
9,2012-01-22,10,Gotye Featuring Kimbra,Somebody That I Used To Know,2012
10,2012-01-22,11,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2012
11,2012-01-22,12,Young The Giant,Cough Syrup,2012
12,2012-01-22,13,Shinedown,Bully,2012
13,2012-01-22,14,Nickelback,Bottoms Up,2012
14,2012-01-22,15,Avenged Sevenfold,Buried Alive,2012
15,2012-01-22,16,Van Halen,Tattoo,2012
16,2012-01-22,17,Volbeat,A Warrior's Call,2012
17,2012-01-22,18,Adelitas Way,The Collapse,2012
18,2012-01-22,19,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2012
19,2012-01-22,20,Foster The People,Don't Stop (Color On The Walls),2012
20,2012-01-22,21,Rise Against,Satellite,2012
21,2012-01-22,22,Five Finger Death Punch,Remember Everything,2012
22,2012-01-22,23,Cage The Elephant,Aberdeen,2012
23,2012-01-22,24,Blink-182,After Midnight,2012
24,2012-01-22,25,Sixx: A.M.,This Is Gonna Hurt,2012
25,2012-01-22,26,AWOLNATION,Not Your Fault,2012
26,2012-01-22,27,Grouplove,Tongue Tied,2012
27,2012-01-22,28,fun. Featuring Janelle Monae,We Are Young,2012
28,2012-01-22,29,M83.,Midnight City,2012
29,2012-01-22,30,Adele,Set Fire To The Rain,2012
30,2012-01-22,31,Mastodon,Curl Of The Burl,2012
31,2012-01-22,32,Redlight King,Bullet In My Hand,2012
32,2012-01-22,33,The Naked And Famous,Punching In A Dream,2012
33,2012-01-22,34,Mayer Hawthorne,The Walk,2012
34,2012-01-22,35,The Shins,Simple Song,2012
35,2012-01-22,36,Art Of Dying,Get Thru This,2012
36,2012-01-22,37,Staind,Eyes Wide Open,2012
37,2012-01-22,38,Snow Patrol,Called Out In The Dark,2012
38,2012-01-22,39,Jane's Addiction,Underground,2012
39,2012-01-22,40,The Fray,Heartbeat,2012
40,2012-01-22,41,Of Monsters And Men,Little Talks,2012
41,2012-01-22,42,Neon Trees,Everybody Talks,2012
42,2012-01-22,43,All That Remains,The Waiting One,2012
43,2012-01-22,44,Aranda,Undone,2012
44,2012-01-22,45,The Airborne Toxic Event,All I Ever Wanted,2012
45,2012-01-22,46,Theory Of A Deadman,Bitch Came Back,2012
46,2012-01-22,47,Graffiti6,Free,2012
47,2012-01-22,48,Seether,No Resolution,2012
48,2012-01-22,49,Disturbed,Hell,2012
49,2012-01-22,50,Train,Drive By,2012
0,2012-01-01,1,The Black Keys,Lonely Boy,2012
1,2012-01-01,2,Bush,The Sound Of Winter,2012
2,2012-01-01,3,Coldplay,Paradise,2012
3,2012-01-01,4,Chevelle,Face To The Floor,2012
4,2012-01-01,5,Foo Fighters,These Days,2012
5,2012-01-01,6,Foo Fighters,Walk,2012
6,2012-01-01,7,Seether,Tonight,2012
7,2012-01-01,8,Red Hot Chili Peppers,Monarchy Of Roses,2012
8,2012-01-01,9,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2012
9,2012-01-01,10,Young The Giant,Cough Syrup,2012
10,2012-01-01,11,Avenged Sevenfold,Buried Alive,2012
11,2012-01-01,12,Florence + The Machine,Shake It Out,2012
12,2012-01-01,13,Nickelback,Bottoms Up,2012
13,2012-01-01,14,Staind,Not Again,2012
14,2012-01-01,15,Foster The People,Pumped Up Kicks,2012
15,2012-01-01,16,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2012
16,2012-01-01,17,Volbeat,A Warrior's Call,2012
17,2012-01-01,18,Switchfoot,Dark Horses,2012
18,2012-01-01,19,Evanescence,What You Want,2012
19,2012-01-01,20,Foster The People,Don't Stop (Color On The Walls),2012
20,2012-01-01,21,Adelitas Way,The Collapse,2012
21,2012-01-01,22,Foster The People,Helena Beat,2012
22,2012-01-01,23,Blink-182,After Midnight,2012
23,2012-01-01,24,Cage The Elephant,Aberdeen,2012
24,2012-01-01,25,Rise Against,Satellite,2012
25,2012-01-01,26,Five Finger Death Punch,Remember Everything,2012
26,2012-01-01,27,Sixx: A.M.,This Is Gonna Hurt,2012
27,2012-01-01,28,Gotye Featuring Kimbra,Somebody That I Used To Know,2012
28,2012-01-01,29,Mastodon,Curl Of The Burl,2012
29,2012-01-01,30,Grouplove,Tongue Tied,2012
30,2012-01-01,31,Theory Of A Deadman,Bitch Came Back,2012
31,2012-01-01,32,Adele,Set Fire To The Rain,2012
32,2012-01-01,33,Redlight King,Bullet In My Hand,2012
33,2012-01-01,34,AWOLNATION,Not Your Fault,2012
34,2012-01-01,35,fun. Featuring Janelle Monae,We Are Young,2012
35,2012-01-01,36,The Naked And Famous,Punching In A Dream,2012
36,2012-01-01,37,Art Of Dying,Get Thru This,2012
37,2012-01-01,38,Mayer Hawthorne,The Walk,2012
38,2012-01-01,39,Grouplove,Colours,2012
39,2012-01-01,40,Disturbed,Hell,2012
40,2012-01-01,41,Jane's Addiction,Underground,2012
41,2012-01-01,42,Ryan Adams,Lucky Now,2012
42,2012-01-01,43,Staind,Eyes Wide Open,2012
43,2012-01-01,44,Snow Patrol,Called Out In The Dark,2012
44,2012-01-01,45,The Fray,Heartbeat,2012
45,2012-01-01,46,Aranda,Undone,2012
46,2012-01-01,47,M83.,Midnight City,2012
47,2012-01-01,48,All That Remains,The Waiting One,2012
48,2012-01-01,49,The Decemberists,Calamity Song,2012
49,2012-01-01,50,The Airborne Toxic Event,All I Ever Wanted,2012
0,2012-01-08,1,The Black Keys,Lonely Boy,2012
1,2012-01-08,2,Bush,The Sound Of Winter,2012
2,2012-01-08,3,Foo Fighters,These Days,2012
3,2012-01-08,4,Chevelle,Face To The Floor,2012
4,2012-01-08,5,Coldplay,Paradise,2012
5,2012-01-08,6,Foo Fighters,Walk,2012
6,2012-01-08,7,Seether,Tonight,2012
7,2012-01-08,8,Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie,2012
8,2012-01-08,9,Red Hot Chili Peppers,Monarchy Of Roses,2012
9,2012-01-08,10,Young The Giant,Cough Syrup,2012
10,2012-01-08,11,Florence + The Machine,Shake It Out,2012
11,2012-01-08,12,Foster The People,Pumped Up Kicks,2012
12,2012-01-08,13,Avenged Sevenfold,Buried Alive,2012
13,2012-01-08,14,Nickelback,Bottoms Up,2012
14,2012-01-08,15,Staind,Not Again,2012
15,2012-01-08,16,Adelitas Way,The Collapse,2012
16,2012-01-08,17,Korn Featuring Skrillex & Kill The Noise,Narcissistic Cannibal,2012
17,2012-01-08,18,Volbeat,A Warrior's Call,2012
18,2012-01-08,19,Evanescence,What You Want,2012
19,2012-01-08,20,Blink-182,After Midnight,2012
20,2012-01-08,21,Foster The People,Don't Stop (Color On The Walls),2012
21,2012-01-08,22,Cage The Elephant,Aberdeen,2012
22,2012-01-08,23,Foster The People,Helena Beat,2012
23,2012-01-08,24,Rise Against,Satellite,2012
24,2012-01-08,25,Five Finger Death Punch,Remember Everything,2012
25,2012-01-08,26,Sixx: A.M.,This Is Gonna Hurt,2012
26,2012-01-08,27,Gotye Featuring Kimbra,Somebody That I Used To Know,2012
27,2012-01-08,28,Mastodon,Curl Of The Burl,2012
28,2012-01-08,29,Grouplove,Tongue Tied,2012
